ref_komodo_stable_id,komodo_stable_id,chicken_grcg6a_stable_id,crocodile_stable_id,turtle_painted_stable_id
ENSVKKG00000003941,,ENSGALG00000005145,,
ENSVKKG00000018517,,,,ENSCPBG00000027874
ENSVKKG00000008765,,ENSGALG00000039895,,
ENSVKKG00000008577,,"{'ENSGALG00000048187', 'ENSGALG00000010195'}",,
ENSVKKG00000010997,ENSVKKG00000010997,,,
ENSVKKG00000003043,,ENSGALG00000031689,,
ENSVKKG00000004397,,ENSGALG00000043336,,
ENSVKKG00000005051,,ENSGALG00000001149,,
ENSVKKG00000011276,,,,ENSCPBG00000015766
ENSVKKG00000007387,,ENSGALG00000003286,,
ENSVKKG00000012050,,ENSGALG00000043245,,
ENSVKKG00000004066,,ENSGALG00000016438,,
ENSVKKG00000003332,,ENSGALG00000015513,,
ENSVKKG00000012666,ENSVKKG00000012666,ENSGALG00000040557,,ENSCPBG00000007125
ENSVKKG00000009084,ENSVKKG00000009084,ENSGALG00000019063,,
ENSVKKG00000013674,,ENSGALG00000008621,,
ENSVKKG00000001988,,ENSGALG00000029151,,ENSCPBG00000008710
ENSVKKG00000008841,ENSVKKG00000008841,,,
ENSVKKG00000001463,,,,"{'ENSCPBG00000002994', 'ENSCPBG00000015131', 'ENSCPBG00000001782', 'ENSCPBG00000004192', 'ENSCPBG00000022421', 'ENSCPBG00000015137', 'ENSCPBG00000005729'}"
ENSVKKG00000011829,,ENSGALG00000006054,,
ENSVKKG00000014887,,ENSGALG00000026192,,ENSCPBG00000024293
ENSVKKG00000003330,,ENSGALG00000012863,,
ENSVKKG00000015196,,ENSGALG00000034572,,
ENSVKKG00000008007,,ENSGALG00000036806,,
ENSVKKG00000018417,,,,ENSCPBG00000008587
ENSVKKG00000017857,,"{'ENSGALG00000048869', 'ENSGALG00000050814'}",,
ENSVKKG00000006132,ENSVKKG00000006132,,,
ENSVKKG00000008344,ENSVKKG00000008344,ENSGALG00000001749,,
ENSVKKG00000015856,,ENSGALG00000010346,,ENSCPBG00000026269
ENSVKKG00000001472,,,,"{'ENSCPBG00000002994', 'ENSCPBG00000015131', 'ENSCPBG00000001782', 'ENSCPBG00000004192', 'ENSCPBG00000022421', 'ENSCPBG00000015137', 'ENSCPBG00000005729'}"
ENSVKKG00000012955,ENSVKKG00000012955,,,
ENSVKKG00000013456,,ENSGALG00000040351,,
ENSVKKG00000015849,,ENSGALG00000016261,,
ENSVKKG00000008834,ENSVKKG00000008834,,,
ENSVKKG00000004584,,ENSGALG00000006608,,
ENSVKKG00000017246,ENSVKKG00000017246,ENSGALG00000007001,,
ENSVKKG00000003568,,ENSGALG00000032930,,
ENSVKKG00000016945,ENSVKKG00000016945,,,
ENSVKKG00000017164,ENSVKKG00000017164,ENSGALG00000007158,,ENSCPBG00000006512
ENSVKKG00000012535,,"{'ENSGALG00000048077', 'ENSGALG00000005011'}",,ENSCPBG00000024752
ENSVKKG00000007988,,ENSGALG00000008810,,
ENSVKKG00000011307,,ENSGALG00000004669,,
ENSVKKG00000005308,,ENSGALG00000008398,,
ENSVKKG00000007671,,ENSGALG00000013397,,
ENSVKKG00000011245,ENSVKKG00000011245,,,
ENSVKKG00000000278,,,,ENSCPBG00000009324
ENSVKKG00000016612,ENSVKKG00000016612,ENSGALG00000012480,,
ENSVKKG00000007149,,ENSGALG00000003212,,ENSCPBG00000017470
ENSVKKG00000012709,,ENSGALG00000037206,,
ENSVKKG00000009379,,ENSGALG00000012638,,
ENSVKKG00000000540,,ENSGALG00000010881,,
ENSVKKG00000013397,,ENSGALG00000024481,,
ENSVKKG00000010767,,ENSGALG00000005160,,
ENSVKKG00000011071,,ENSGALG00000015496,,
ENSVKKG00000018042,ENSVKKG00000018042,,,
ENSVKKG00000006904,,ENSGALG00000003781,,
ENSVKKG00000015528,,ENSGALG00000040131,,
ENSVKKG00000006194,,ENSGALG00000031895,,
ENSVKKG00000012153,,ENSGALG00000012584,,
ENSVKKG00000008762,,ENSGALG00000051337,,
ENSVKKG00000011863,,ENSGALG00000038217,,
ENSVKKG00000005534,,ENSGALG00000033231,,
ENSVKKG00000017743,,ENSGALG00000004767,,
ENSVKKG00000014058,,"{'ENSGALG00000005472', 'ENSGALG00000005473'}",,
ENSVKKG00000012455,,"{'ENSGALG00000049483', 'ENSGALG00000050359', 'ENSGALG00000048919', 'ENSGALG00000053628', 'ENSGALG00000042956', 'ENSGALG00000036395', 'ENSGALG00000048288'}",,
ENSVKKG00000006054,,ENSGALG00000001078,,
ENSVKKG00000010740,,ENSGALG00000016478,,
ENSVKKG00000000937,,ENSGALG00000011305,,
ENSVKKG00000005527,,ENSGALG00000030706,,
ENSVKKG00000008746,,ENSGALG00000003774,,
ENSVKKG00000015838,,ENSGALG00000016055,,
ENSVKKG00000009105,ENSVKKG00000009105,ENSGALG00000013861,ENSCPRG00005001541,
ENSVKKG00000014368,,ENSGALG00000000685,,
ENSVKKG00000002468,ENSVKKG00000002468,,,
ENSVKKG00000007132,,ENSGALG00000000511,,
ENSVKKG00000004947,ENSVKKG00000004947,,,
ENSVKKG00000016305,ENSVKKG00000016305,ENSGALG00000003457,,
ENSVKKG00000004432,,ENSGALG00000008457,,
ENSVKKG00000009416,,ENSGALG00000015768,,
ENSVKKG00000014185,ENSVKKG00000014185,,,
ENSVKKG00000008040,,ENSGALG00000003614,,
ENSVKKG00000006199,,ENSGALG00000004833,,
ENSVKKG00000008493,,ENSGALG00000031839,,
ENSVKKG00000002216,ENSVKKG00000002216,,,
ENSVKKG00000001961,,ENSGALG00000009286,,
ENSVKKG00000012293,,ENSGALG00000002242,,
ENSVKKG00000002464,,ENSGALG00000044788,,
ENSVKKG00000012467,ENSVKKG00000012467,ENSGALG00000003929,,
ENSVKKG00000007639,,ENSGALG00000009443,,
ENSVKKG00000002773,,ENSGALG00000009352,,
ENSVKKG00000016373,,ENSGALG00000009410,,
ENSVKKG00000010712,,ENSGALG00000016486,,
ENSVKKG00000000092,,ENSGALG00000003973,,
ENSVKKG00000010693,,ENSGALG00000030789,,
ENSVKKG00000000904,,"{'ENSGALG00000037170', 'ENSGALG00000030397'}",,"{'ENSCPBG00000016373', 'ENSCPBG00000023655', 'ENSCPBG00000001883'}"
ENSVKKG00000013025,,ENSGALG00000011170,,
ENSVKKG00000001323,,ENSGALG00000008498,,
ENSVKKG00000007383,,,,ENSCPBG00000024241
ENSVKKG00000011420,ENSVKKG00000011420,,,
ENSVKKG00000009013,,ENSGALG00000032190,,
ENSVKKG00000002157,,ENSGALG00000001181,,
ENSVKKG00000000491,,ENSGALG00000036837,,
ENSVKKG00000017838,,ENSGALG00000007351,,
ENSVKKG00000000727,,ENSGALG00000003665,,
ENSVKKG00000018023,ENSVKKG00000018023,,,
ENSVKKG00000013307,ENSVKKG00000013307,,,
ENSVKKG00000016836,,ENSGALG00000001130,,
ENSVKKG00000016475,,ENSGALG00000010703,,
ENSVKKG00000008621,,ENSGALG00000010207,,
ENSVKKG00000001694,,ENSGALG00000004152,,
ENSVKKG00000007475,,ENSGALG00000005631,,
ENSVKKG00000000232,,ENSGALG00000015405,,
ENSVKKG00000005872,ENSVKKG00000005872,ENSGALG00000033854,,
ENSVKKG00000006142,ENSVKKG00000006142,,,
ENSVKKG00000016395,,ENSGALG00000009500,,
ENSVKKG00000004529,,ENSGALG00000010638,,
ENSVKKG00000017660,ENSVKKG00000017660,,,
ENSVKKG00000010856,,ENSGALG00000009063,,
ENSVKKG00000001208,,ENSGALG00000005931,,
ENSVKKG00000017946,,ENSGALG00000004055,,
ENSVKKG00000010393,,ENSGALG00000015009,,
ENSVKKG00000017522,ENSVKKG00000017522,,,
ENSVKKG00000017331,,ENSGALG00000052326,,
ENSVKKG00000007630,,ENSGALG00000041708,,
ENSVKKG00000009123,,ENSGALG00000017184,,
ENSVKKG00000011714,,ENSGALG00000010158,,
ENSVKKG00000018039,,ENSGALG00000037496,,
ENSVKKG00000014243,,ENSGALG00000031000,,
ENSVKKG00000007177,,,,"{'ENSCPBG00000021943', 'ENSCPBG00000021467', 'ENSCPBG00000021468', 'ENSCPBG00000001007', 'ENSCPBG00000000576', 'ENSCPBG00000016822', 'ENSCPBG00000021465'}"
ENSVKKG00000004228,,ENSGALG00000011812,,
ENSVKKG00000008751,,"{'ENSGALG00000039329', 'ENSGALG00000035362'}",,
ENSVKKG00000002012,,ENSGALG00000014486,,
ENSVKKG00000013093,,ENSGALG00000002170,,
ENSVKKG00000010218,,ENSGALG00000003554,,
ENSVKKG00000015776,,ENSGALG00000000164,,
ENSVKKG00000011551,ENSVKKG00000011551,,,
ENSVKKG00000000642,,ENSGALG00000014858,,
ENSVKKG00000014180,,ENSGALG00000048138,,
ENSVKKG00000017599,,ENSGALG00000013635,,
ENSVKKG00000008679,,ENSGALG00000035923,,
ENSVKKG00000012956,,ENSGALG00000028095,,
ENSVKKG00000016489,ENSVKKG00000016489,,,
ENSVKKG00000005150,,ENSGALG00000032763,,
ENSVKKG00000011775,,,ENSCPRG00005008208,
ENSVKKG00000018009,,ENSGALG00000039454,,
ENSVKKG00000017613,,ENSGALG00000034500,,
ENSVKKG00000017755,ENSVKKG00000017755,ENSGALG00000006511,ENSCPRG00005016772,
ENSVKKG00000014588,ENSVKKG00000014588,,,
ENSVKKG00000004390,,ENSGALG00000006904,,
ENSVKKG00000004410,ENSVKKG00000004410,ENSGALG00000014297,,
ENSVKKG00000008595,,ENSGALG00000035960,,"{'ENSCPBG00000026040', 'ENSCPBG00000025930'}"
ENSVKKG00000006261,,ENSGALG00000007393,,
ENSVKKG00000014178,,ENSGALG00000000424,,
ENSVKKG00000008620,,ENSGALG00000002675,,ENSCPBG00000027165
ENSVKKG00000005198,,ENSGALG00000001434,,
ENSVKKG00000006165,ENSVKKG00000006165,,,
ENSVKKG00000003612,,,,ENSCPBG00000016628
ENSVKKG00000016171,,ENSGALG00000007848,,
ENSVKKG00000010745,,ENSGALG00000047290,,
ENSVKKG00000007131,,ENSGALG00000000523,,
ENSVKKG00000018232,,ENSGALG00000005409,,
ENSVKKG00000003863,ENSVKKG00000003863,ENSGALG00000046727,,
ENSVKKG00000003368,,ENSGALG00000008764,,
ENSVKKG00000018327,,ENSGALG00000053000,,
ENSVKKG00000007878,,ENSGALG00000032699,,
ENSVKKG00000000441,ENSVKKG00000000441,,,
ENSVKKG00000012814,ENSVKKG00000012814,,,
ENSVKKG00000000965,,ENSGALG00000012759,,
ENSVKKG00000009701,,ENSGALG00000010909,,
ENSVKKG00000002815,,ENSGALG00000030597,,
ENSVKKG00000002999,,ENSGALG00000005653,,
ENSVKKG00000015936,ENSVKKG00000015936,,,
ENSVKKG00000013756,,ENSGALG00000003076,,
ENSVKKG00000010240,ENSVKKG00000010240,,,
ENSVKKG00000003288,ENSVKKG00000003288,,,
ENSVKKG00000016535,ENSVKKG00000016535,,,"{'ENSCPBG00000013155', 'ENSCPBG00000013196'}"
ENSVKKG00000013504,,ENSGALG00000021692,,
ENSVKKG00000017525,,ENSGALG00000037336,,
ENSVKKG00000017060,,ENSGALG00000007736,,
ENSVKKG00000005073,,ENSGALG00000043754,,ENSCPBG00000015784
ENSVKKG00000016183,ENSVKKG00000016183,,,
ENSVKKG00000002450,,ENSGALG00000006097,,
ENSVKKG00000008990,ENSVKKG00000008990,ENSGALG00000032260,,ENSCPBG00000020857
ENSVKKG00000008209,,,,ENSCPBG00000018980
ENSVKKG00000011338,,ENSGALG00000006479,,
ENSVKKG00000018462,,,,ENSCPBG00000016555
ENSVKKG00000014088,,ENSGALG00000001701,,
ENSVKKG00000007819,,ENSGALG00000028155,,
ENSVKKG00000007583,,ENSGALG00000043642,,
ENSVKKG00000016760,,ENSGALG00000029449,,
ENSVKKG00000008853,ENSVKKG00000008853,,,
ENSVKKG00000005385,ENSVKKG00000005385,"{'ENSGALG00000029857', 'ENSGALG00000053964'}",,
ENSVKKG00000011727,,ENSGALG00000045602,,
ENSVKKG00000007977,ENSVKKG00000007977,ENSGALG00000007059,,
ENSVKKG00000012717,,ENSGALG00000041213,,
ENSVKKG00000016548,ENSVKKG00000016548,,,
ENSVKKG00000007399,,ENSGALG00000011838,,
ENSVKKG00000011439,,ENSGALG00000003572,,
ENSVKKG00000005511,,"{'ENSGALG00000043026', 'ENSGALG00000043903', 'ENSGALG00000050014', 'ENSGALG00000052968', 'ENSGALG00000052201', 'ENSGALG00000051038'}",,
ENSVKKG00000003305,,ENSGALG00000012190,,
ENSVKKG00000013922,,ENSGALG00000041988,,
ENSVKKG00000013526,,,,ENSCPBG00000014995
ENSVKKG00000017677,,ENSGALG00000014201,,
ENSVKKG00000000045,,ENSGALG00000005140,,ENSCPBG00000012101
ENSVKKG00000007730,,,,ENSCPBG00000027072
ENSVKKG00000007508,,ENSGALG00000015004,,
ENSVKKG00000003544,ENSVKKG00000003544,,,
ENSVKKG00000008918,,ENSGALG00000014810,,
ENSVKKG00000016409,ENSVKKG00000016409,,,
ENSVKKG00000017859,,"{'ENSGALG00000048869', 'ENSGALG00000050814'}",,
ENSVKKG00000001683,,ENSGALG00000001486,,
ENSVKKG00000010538,,ENSGALG00000046000,,
ENSVKKG00000005170,ENSVKKG00000005170,ENSGALG00000014962,,
ENSVKKG00000008651,ENSVKKG00000008651,ENSGALG00000016788,,
ENSVKKG00000003817,,ENSGALG00000033090,,
ENSVKKG00000017570,ENSVKKG00000017570,,,
ENSVKKG00000008820,,ENSGALG00000012588,,
ENSVKKG00000005121,,ENSGALG00000032687,,
ENSVKKG00000012588,,ENSGALG00000035718,,
ENSVKKG00000012502,,ENSGALG00000010060,,
ENSVKKG00000013831,,ENSGALG00000013738,,
ENSVKKG00000014328,,ENSGALG00000006480,,ENSCPBG00000007623
ENSVKKG00000013783,,ENSGALG00000012946,,
ENSVKKG00000004526,ENSVKKG00000004526,ENSGALG00000010642,,
ENSVKKG00000011933,,ENSGALG00000008403,,
ENSVKKG00000007486,,ENSGALG00000014365,,
ENSVKKG00000010005,,ENSGALG00000003461,,ENSCPBG00000017442
ENSVKKG00000014665,,ENSGALG00000004841,,
ENSVKKG00000004535,,ENSGALG00000011220,,
ENSVKKG00000002906,ENSVKKG00000002906,,,
ENSVKKG00000011767,,ENSGALG00000028912,,
ENSVKKG00000009500,,ENSGALG00000006728,,
ENSVKKG00000002283,,ENSGALG00000039742,,
ENSVKKG00000008619,,ENSGALG00000002066,,
ENSVKKG00000013473,ENSVKKG00000013473,,,
ENSVKKG00000009282,,ENSGALG00000015791,,
ENSVKKG00000015402,,ENSGALG00000016070,,
ENSVKKG00000006917,,ENSGALG00000008780,,
ENSVKKG00000003759,,ENSGALG00000001234,,
ENSVKKG00000010653,,ENSGALG00000012570,,
ENSVKKG00000008499,,ENSGALG00000025864,,
ENSVKKG00000018339,,ENSGALG00000016017,,
ENSVKKG00000006007,,ENSGALG00000016574,,
ENSVKKG00000006925,,ENSGALG00000006453,,
ENSVKKG00000013226,ENSVKKG00000013226,,,
ENSVKKG00000000361,,ENSGALG00000020253,,
ENSVKKG00000013496,,ENSGALG00000004646,,
ENSVKKG00000001136,,ENSGALG00000042612,,
ENSVKKG00000012258,,,,ENSCPBG00000009761
ENSVKKG00000018036,,ENSGALG00000013968,,
ENSVKKG00000016521,,ENSGALG00000039432,,
ENSVKKG00000009257,,ENSGALG00000039208,,
ENSVKKG00000008622,,,,ENSCPBG00000005369
ENSVKKG00000016237,,ENSGALG00000002892,,
ENSVKKG00000003643,,ENSGALG00000014443,,
ENSVKKG00000006524,ENSVKKG00000006524,,,
ENSVKKG00000000607,,ENSGALG00000023571,,
ENSVKKG00000001846,,,,"{'ENSCPBG00000015410', 'ENSCPBG00000014110', 'ENSCPBG00000014319', 'ENSCPBG00000003709', 'ENSCPBG00000014298', 'ENSCPBG00000014309', 'ENSCPBG00000014171', 'ENSCPBG00000014325'}"
ENSVKKG00000018118,,ENSGALG00000013804,,
ENSVKKG00000006577,ENSVKKG00000006577,,,
ENSVKKG00000012218,,ENSGALG00000049487,,
ENSVKKG00000015912,,ENSGALG00000016507,,
ENSVKKG00000014268,,ENSGALG00000007531,,
ENSVKKG00000015208,,ENSGALG00000008204,,
ENSVKKG00000016574,ENSVKKG00000016574,ENSGALG00000007174,,
ENSVKKG00000007379,ENSVKKG00000007379,ENSGALG00000041867,,
ENSVKKG00000000374,,ENSGALG00000011718,,
ENSVKKG00000012092,,ENSGALG00000015473,,
ENSVKKG00000014059,,ENSGALG00000005474,,
ENSVKKG00000005589,,ENSGALG00000037603,,
ENSVKKG00000016810,ENSVKKG00000016810,,,
ENSVKKG00000005421,,ENSGALG00000031062,,
ENSVKKG00000006493,,ENSGALG00000012454,,
ENSVKKG00000016842,,ENSGALG00000003881,,
ENSVKKG00000003353,,ENSGALG00000046559,,
ENSVKKG00000015896,ENSVKKG00000015896,ENSGALG00000031340,,
ENSVKKG00000000750,,ENSGALG00000009520,,
ENSVKKG00000010300,,ENSGALG00000009279,,
ENSVKKG00000004358,,ENSGALG00000030889,,
ENSVKKG00000013106,,,,ENSCPBG00000001647
ENSVKKG00000012752,ENSVKKG00000012752,,,ENSCPBG00000014374
ENSVKKG00000005847,,,,ENSCPBG00000009428
ENSVKKG00000007330,,ENSGALG00000000608,,
ENSVKKG00000008832,,ENSGALG00000012577,,
ENSVKKG00000015833,ENSVKKG00000015833,,,
ENSVKKG00000013881,,ENSGALG00000048775,,
ENSVKKG00000007306,,,,"{'ENSCPBG00000012886', 'ENSCPBG00000012972'}"
ENSVKKG00000003512,ENSVKKG00000003512,,,
ENSVKKG00000014734,,ENSGALG00000008563,,
ENSVKKG00000000813,,ENSGALG00000037777,,
ENSVKKG00000015304,,ENSGALG00000035596,,
ENSVKKG00000013617,,ENSGALG00000051645,,
ENSVKKG00000012657,,,,ENSCPBG00000012536
ENSVKKG00000012401,,ENSGALG00000012004,,
ENSVKKG00000003780,,ENSGALG00000017326,,
ENSVKKG00000016412,ENSVKKG00000016412,,,
ENSVKKG00000013395,,ENSGALG00000024481,,
ENSVKKG00000006096,,ENSGALG00000015110,,
ENSVKKG00000015681,,ENSGALG00000005888,,
ENSVKKG00000010883,ENSVKKG00000010883,ENSGALG00000006375,,
ENSVKKG00000001478,,ENSGALG00000027363,,
ENSVKKG00000009458,,ENSGALG00000008603,,
ENSVKKG00000012934,,ENSGALG00000033411,,
ENSVKKG00000004901,,"{'ENSGALG00000015705', 'ENSGALG00000050742'}",,
ENSVKKG00000006076,,ENSGALG00000042589,,
ENSVKKG00000004105,ENSVKKG00000004105,,,
ENSVKKG00000012975,,ENSGALG00000042822,,
ENSVKKG00000007746,,ENSGALG00000014268,,
ENSVKKG00000010476,,ENSGALG00000015804,,
ENSVKKG00000008215,,ENSGALG00000004128,,
ENSVKKG00000001401,,ENSGALG00000008564,,
ENSVKKG00000016564,,ENSGALG00000030176,,
ENSVKKG00000007307,,ENSGALG00000008185,,
ENSVKKG00000008891,,"{'ENSGALG00000048749', 'ENSGALG00000047025', 'ENSGALG00000050329', 'ENSGALG00000054070', 'ENSGALG00000049444', 'ENSGALG00000041380', 'ENSGALG00000051188', 'ENSGALG00000048063', 'ENSGALG00000053682', 'ENSGALG00000052371', 'ENSGALG00000052732', 'ENSGALG00000047314', 'ENSGALG00000051088', 'ENSGALG00000051054', 'ENSGALG00000052686', 'ENSGALG00000049208', 'ENSGALG00000033932', 'ENSGALG00000047380'}",,
ENSVKKG00000013442,,ENSGALG00000027415,,
ENSVKKG00000008173,,ENSGALG00000008753,,
ENSVKKG00000009140,ENSVKKG00000009140,ENSGALG00000017186,,
ENSVKKG00000004101,,ENSGALG00000036456,,
ENSVKKG00000009482,,ENSGALG00000046649,,
ENSVKKG00000004149,,ENSGALG00000049122,,
ENSVKKG00000007668,,ENSGALG00000053703,,
ENSVKKG00000006671,,"{'ENSGALG00000041502', 'ENSGALG00000042819'}",,
ENSVKKG00000009142,,ENSGALG00000038154,,
ENSVKKG00000017466,,ENSGALG00000007410,,
ENSVKKG00000003660,,ENSGALG00000016586,,
ENSVKKG00000017178,,ENSGALG00000045529,,
ENSVKKG00000001121,,ENSGALG00000004165,,
ENSVKKG00000004727,,ENSGALG00000002925,,
ENSVKKG00000001019,ENSVKKG00000001019,,,
ENSVKKG00000004346,,ENSGALG00000013043,,
ENSVKKG00000012268,,ENSGALG00000002094,,
ENSVKKG00000011843,,"{'ENSGALG00000021092', 'ENSGALG00000003025'}",,
ENSVKKG00000011664,,"{'ENSGALG00000054474', 'ENSGALG00000043556', 'ENSGALG00000032066', 'ENSGALG00000051502'}",,
ENSVKKG00000010626,,ENSGALG00000012570,,
ENSVKKG00000007651,,ENSGALG00000028821,,
ENSVKKG00000006403,,ENSGALG00000028958,,
ENSVKKG00000012595,ENSVKKG00000012595,,,
ENSVKKG00000006788,,ENSGALG00000004665,,
ENSVKKG00000004828,,ENSGALG00000046965,,
ENSVKKG00000001890,ENSVKKG00000001890,,,
ENSVKKG00000009263,,ENSGALG00000008085,,ENSCPBG00000001911
ENSVKKG00000010850,,,,ENSCPBG00000020801
ENSVKKG00000001354,,ENSGALG00000016609,,
ENSVKKG00000017405,,ENSGALG00000053073,,
ENSVKKG00000000130,,ENSGALG00000012342,,
ENSVKKG00000010450,,ENSGALG00000031284,,
ENSVKKG00000009895,,ENSGALG00000037697,,
ENSVKKG00000001071,,ENSGALG00000011294,,
ENSVKKG00000003354,,ENSGALG00000010061,,
ENSVKKG00000012978,,ENSGALG00000016947,,
ENSVKKG00000005020,,,,ENSCPBG00000006695
ENSVKKG00000015162,,ENSGALG00000042984,,
ENSVKKG00000012647,,ENSGALG00000011128,,
ENSVKKG00000015968,,,,ENSCPBG00000020271
ENSVKKG00000009564,,ENSGALG00000004288,,
ENSVKKG00000008164,,ENSGALG00000035879,,ENSCPBG00000020106
ENSVKKG00000007304,,ENSGALG00000014646,,ENSCPBG00000025720
ENSVKKG00000014326,,ENSGALG00000006503,,
ENSVKKG00000003513,,ENSGALG00000009556,,
ENSVKKG00000004031,,ENSGALG00000014732,,
ENSVKKG00000006912,,ENSGALG00000003642,,
ENSVKKG00000010069,,ENSGALG00000008088,,
ENSVKKG00000018512,,ENSGALG00000008803,,
ENSVKKG00000008980,ENSVKKG00000008980,,,
ENSVKKG00000012458,,,,"{'ENSCPBG00000002994', 'ENSCPBG00000015131', 'ENSCPBG00000001782', 'ENSCPBG00000004192', 'ENSCPBG00000022421', 'ENSCPBG00000015137', 'ENSCPBG00000005729'}"
ENSVKKG00000002426,ENSVKKG00000002426,,,
ENSVKKG00000004104,ENSVKKG00000004104,ENSGALG00000033631,,ENSCPBG00000020576
ENSVKKG00000013590,,ENSGALG00000003321,,
ENSVKKG00000001981,,ENSGALG00000003648,,
ENSVKKG00000006975,,ENSGALG00000008663,,
ENSVKKG00000014558,,"{'ENSGALG00000016157', 'ENSGALG00000052523'}",,
ENSVKKG00000009468,,ENSGALG00000050634,,
ENSVKKG00000017055,,ENSGALG00000007909,,ENSCPBG00000025554
ENSVKKG00000011671,,"{'ENSGALG00000032428', 'ENSGALG00000004480'}",,
ENSVKKG00000005400,,ENSGALG00000008974,,
ENSVKKG00000008880,,ENSGALG00000002605,,
ENSVKKG00000015370,,ENSGALG00000008740,,
ENSVKKG00000007593,,ENSGALG00000004046,,
ENSVKKG00000009730,,ENSGALG00000040433,,
ENSVKKG00000011436,,"{'ENSGALG00000021451', 'ENSGALG00000001824', 'ENSGALG00000054926', 'ENSGALG00000049652', 'ENSGALG00000053446', 'ENSGALG00000052887', 'ENSGALG00000049254'}",,ENSCPBG00000000695
ENSVKKG00000012577,,ENSGALG00000047242,,
ENSVKKG00000013550,,ENSGALG00000003329,,
ENSVKKG00000007860,,ENSGALG00000013420,,
ENSVKKG00000016133,,,,ENSCPBG00000025373
ENSVKKG00000011412,,"{'ENSGALG00000039701', 'ENSGALG00000000141', 'ENSGALG00000034319', 'ENSGALG00000044502', 'ENSGALG00000053266', 'ENSGALG00000030940'}",,
ENSVKKG00000014029,ENSVKKG00000014029,,,
ENSVKKG00000003970,ENSVKKG00000003970,,,
ENSVKKG00000000439,,ENSGALG00000006233,,
ENSVKKG00000010022,,ENSGALG00000016931,,
ENSVKKG00000013320,,ENSGALG00000040035,,ENSCPBG00000007688
ENSVKKG00000008680,,ENSGALG00000013348,,
ENSVKKG00000002864,,ENSGALG00000009269,,
ENSVKKG00000016421,,ENSGALG00000026005,,
ENSVKKG00000003316,,ENSGALG00000008911,,
ENSVKKG00000012541,ENSVKKG00000012541,ENSGALG00000026299,ENSCPRG00005009766,
ENSVKKG00000007086,,ENSGALG00000017120,,
ENSVKKG00000014525,ENSVKKG00000014525,ENSGALG00000041010,,
ENSVKKG00000005579,,ENSGALG00000038231,,
ENSVKKG00000012282,,ENSGALG00000016719,,
ENSVKKG00000012087,,ENSGALG00000004538,,
ENSVKKG00000002343,,ENSGALG00000051260,,
ENSVKKG00000003101,,ENSGALG00000007305,,
ENSVKKG00000017461,,ENSGALG00000007491,,
ENSVKKG00000017655,ENSVKKG00000017655,,,
ENSVKKG00000008543,ENSVKKG00000008543,ENSGALG00000025822,,
ENSVKKG00000009384,,ENSGALG00000011009,,
ENSVKKG00000006303,ENSVKKG00000006303,,ENSCPRG00005006537,
ENSVKKG00000018576,,ENSGALG00000012998,,
ENSVKKG00000003931,ENSVKKG00000003931,,,
ENSVKKG00000017622,,ENSGALG00000035625,,
ENSVKKG00000003930,,ENSGALG00000017327,,
ENSVKKG00000013453,,ENSGALG00000032768,,ENSCPBG00000009163
ENSVKKG00000006392,,,,ENSCPBG00000019349
ENSVKKG00000003142,ENSVKKG00000003142,ENSGALG00000012075,,
ENSVKKG00000018307,,ENSGALG00000047979,,
ENSVKKG00000011246,,ENSGALG00000048152,,
ENSVKKG00000001703,,ENSGALG00000001503,,
ENSVKKG00000010248,,ENSGALG00000016689,,
ENSVKKG00000009926,,ENSGALG00000015691,,
ENSVKKG00000003412,,ENSGALG00000003907,,
ENSVKKG00000006989,,ENSGALG00000006804,,
ENSVKKG00000010087,,ENSGALG00000010575,,
ENSVKKG00000000023,,ENSGALG00000004064,,
ENSVKKG00000006673,,,,ENSCPBG00000017157
ENSVKKG00000001792,,"{'ENSGALG00000039701', 'ENSGALG00000000141', 'ENSGALG00000034319', 'ENSGALG00000044502', 'ENSGALG00000053266', 'ENSGALG00000030940'}",,
ENSVKKG00000016266,,ENSGALG00000005608,,
ENSVKKG00000014789,,ENSGALG00000051676,,
ENSVKKG00000010868,,ENSGALG00000006808,,
ENSVKKG00000012191,,ENSGALG00000002667,,
ENSVKKG00000015305,ENSVKKG00000015305,,,
ENSVKKG00000017474,,ENSGALG00000006008,,
ENSVKKG00000016759,,ENSGALG00000033887,,
ENSVKKG00000018273,,ENSGALG00000009512,,
ENSVKKG00000017281,,,,ENSCPBG00000003648
ENSVKKG00000014779,,ENSGALG00000005857,,
ENSVKKG00000006347,,ENSGALG00000015226,,
ENSVKKG00000016700,,ENSGALG00000010745,,
ENSVKKG00000017824,,ENSGALG00000038688,,
ENSVKKG00000003918,,ENSGALG00000008980,,
ENSVKKG00000008430,,"{'ENSGALG00000053217', 'ENSGALG00000054099'}",,
ENSVKKG00000018727,,ENSGALG00000031631,,
ENSVKKG00000016746,,ENSGALG00000035466,,
ENSVKKG00000001370,,ENSGALG00000012118,,
ENSVKKG00000014707,,ENSGALG00000048064,,
ENSVKKG00000000261,,ENSGALG00000008281,,
ENSVKKG00000017511,,ENSGALG00000006388,,
ENSVKKG00000017258,ENSVKKG00000017258,ENSGALG00000005095,,
ENSVKKG00000017830,,ENSGALG00000006725,,
ENSVKKG00000017050,,"{'ENSGALG00000051263', 'ENSGALG00000049176', 'ENSGALG00000011177'}",,
ENSVKKG00000002067,,,,ENSCPBG00000014847
