ref_komodo_stable_id,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_pic_4_logFC,chicken_grcg6a_pic_4_QValue,chicken_grcg6a_pic_8_logFC,chicken_grcg6a_pic_8_QValue,crocodile_stable_id,crocodile_name,crocodile_pic_4_logFC,crocodile_pic_4_QValue,turtle_painted_stable_id,turtle_painted_name,turtle_painted_pic_4_logFC,turtle_painted_pic_4_QValue,turtle_painted_pic_8_logFC,turtle_painted_pic_8_QValue,komodo_stable_id,komodo_name,komodo_pic_4_logFC,komodo_pic_4_QValue
ENSVKKG00000008108,ENSGALG00000008847,VPS54,2.669267424,8.48E-19,2.049487806,1.41E-13,,,,,,,,,,,,,,
ENSVKKG00000007136,ENSGALG00000000504,ETV7,3.54557976,9.27E-19,3.996410979,8.30E-31,,,,,,,,,,,ENSVKKG00000007136,ETV7,3.818227185,3.25E-18
ENSVKKG00000011714,ENSGALG00000010158,KANK1,3.065760047,1.36E-18,2.615118824,8.10E-15,,,,,,,,,,,,,,
ENSVKKG00000012629,ENSGALG00000001231,SAMHD1,3.869290442,1.39E-18,3.426947554,2.30E-18,,,,,,,,,,,,,,
ENSVKKG00000003882,ENSGALG00000008555,MXI1,2.78740477,2.64E-18,2.495246387,2.25E-19,,,,,,,,,,,,,,
ENSVKKG00000010934,ENSGALG00000015693,USP25,2.626333565,9.13E-18,2.507875058,6.76E-20,,,,,,,,,,,,,,
ENSVKKG00000015090,ENSGALG00000036976,DALRD3,2.577136201,1.20E-17,2.691681395,5.76E-24,,,,,,,,,,,,,,
ENSVKKG00000013836,ENSGALG00000033051,CAMK1D,3.203124949,1.53E-17,3.034627362,9.95E-17,,,,,,,,,,,,,,
ENSVKKG00000010512,ENSGALG00000012076,TIFA,3.020814971,2.29E-17,3.019810711,3.58E-20,,,,,,,,,,,ENSVKKG00000010512,,2.2503738,0.00186561
ENSVKKG00000014231,ENSGALG00000029000,HYAL3,2.536780923,2.69E-17,2.548586226,8.11E-20,,,,,,,,,,,ENSVKKG00000014231,HYAL3,2.447448715,0.000606638
ENSVKKG00000010834,ENSGALG00000009177,FMR1,2.839493659,3.94E-17,2.568344393,6.61E-17,,,,,,,,,,,,,,
ENSVKKG00000002669,ENSGALG00000021685,SERINC2,3.878204397,5.38E-17,2.96104372,2.68E-08,,,,,,,,,,,,,,
ENSVKKG00000007792,ENSGALG00000035453,,3.633855684,5.63E-17,3.564053704,8.50E-28,,,,,,,,,,,,,,
ENSVKKG00000010319,ENSGALG00000040369,PFKFB3,2.613394688,6.62E-17,2.394790163,2.07E-17,,,,,,,,,,,ENSVKKG00000010319,PFKFB3,1.011085955,0.05229543
ENSVKKG00000006289,ENSGALG00000016774,NPAS2,6.923386168,6.85E-17,5.297808508,4.28E-07,,,,,,,,,,,,,,
ENSVKKG00000003191,ENSGALG00000012117,STEAP3,3.840245235,9.35E-17,2.774757743,1.41E-05,,,,,,,,,,,,,,
ENSVKKG00000014462,ENSGALG00000030268,NKTR,2.595194228,1.14E-16,2.701967856,1.30E-16,,,,,,,,,,,,,,
ENSVKKG00000017679,ENSGALG00000014203,PARVG,2.521641912,1.19E-16,1.985242715,1.68E-09,,,,,,,,,,,,,,
ENSVKKG00000009818,ENSGALG00000032545,NKX6-1,8.283605134,1.21E-16,6.744360663,2.50E-24,,,,,,,,,,,,,,
ENSVKKG00000017939,ENSGALG00000004860,RASD1,4.935696779,1.25E-16,3.831758966,6.24E-11,,,,,ENSCPBG00000020922,RASD1,3.218637465,1,4.313230862,0.351157375,,,,
ENSVKKG00000006788,ENSGALG00000004665,KPNA7,8.699861629,1.62E-16,8.731236654,1.48E-22,,,,,,,,,,,,,,
ENSVKKG00000006400,ENSGALG00000034453,SAMD11,3.238602826,1.70E-16,2.024885088,3.34E-06,,,,,,,,,,,ENSVKKG00000006400,SAMD11,0.940878407,0.215104409
ENSVKKG00000014882,ENSGALG00000027905,CSRNP1,2.542978509,2.06E-16,1.879409092,1.95E-10,,,,,,,,,,,,,,
ENSVKKG00000002995,ENSGALG00000014603,C1S,5.799435475,2.28E-16,7.168791091,2.08E-64,,,,,,,,,,,,,,
ENSVKKG00000009140,ENSGALG00000017186,BIRC3,2.907203586,5.20E-16,2.520490773,7.86E-16,,,,,,,,,,,ENSVKKG00000009140,,1.341858792,0.001332563
ENSVKKG00000015526,ENSGALG00000003863,P2RX7,2.591670144,7.71E-16,2.921387758,1.80E-23,,,,,,,,,,,,,,
ENSVKKG00000001970,ENSGALG00000014508,CD38,3.32795428,1.08E-15,3.189862873,2.36E-20,,,,,,,,,,,,,,
ENSVKKG00000016503,ENSGALG00000015809,RNF103,2.651407646,1.50E-15,2.344814486,1.50E-13,,,,,,,,,,,,,,
ENSVKKG00000012416,ENSGALG00000008475,ARRDC1,2.428936369,1.65E-15,2.412351066,6.68E-19,,,,,,,,,,,,,,
ENSVKKG00000009369,ENSGALG00000017019,WDFY2,2.306594297,2.94E-15,1.782277761,6.17E-12,,,,,,,,,,,,,,
ENSVKKG00000010472,ENSGALG00000010478,STIL,3.16813793,3.50E-15,2.826363122,6.10E-14,,,,,,,,,,,,,,
ENSVKKG00000010739,ENSGALG00000006775,TGM2,4.352701846,5.93E-15,4.682614449,4.63E-15,,,,,,,,,,,,,,
ENSVKKG00000012165,ENSGALG00000009626,THBS1,5.668069068,7.01E-15,3.935454343,5.59E-07,,,,,,,,,,,,,,
ENSVKKG00000008549,ENSGALG00000047977,NANP,3.057205122,8.15E-15,2.625732263,1.24E-10,,,,,,,,,,,,,,
ENSVKKG00000016575,ENSGALG00000053788,TNFSF8,2.380679517,8.70E-15,2.607163387,4.22E-20,,,,,ENSCPBG00000006410,TNFSF8,1.121324099,1,1.420096876,0.580012959,,,,
ENSVKKG00000015678,ENSGALG00000005905,ZDHHC4,2.770796107,9.01E-15,2.088620154,8.79E-09,,,,,,,,,,,,,,
ENSVKKG00000009556,ENSGALG00000030185,PTDSS1,2.490417297,1.23E-14,2.077994286,1.29E-14,,,,,,,,,,,,,,
ENSVKKG00000001730,ENSGALG00000010116,DNAH8,6.680117234,1.66E-14,7.26068178,1.50E-15,,,,,,,,,,,,,,
ENSVKKG00000016579,ENSGALG00000010256,TIPARP,2.42005549,1.98E-14,2.246542032,5.59E-16,,,,,,,,,,,,,,
ENSVKKG00000001209,ENSGALG00000046708,PTGES,5.478126275,3.03E-14,5.375909219,3.25E-16,,,,,,,,,,,,,,
ENSVKKG00000003557,ENSGALG00000011473,RPS6KA2,2.52672182,4.21E-14,1.192333898,0.002145533,,,,,,,,,,,,,,
ENSVKKG00000011342,ENSGALG00000006467,XKR7,6.145286183,5.19E-14,5.041093402,3.58E-08,,,,,,,,,,,,,,
ENSVKKG00000000931,ENSGALG00000004239,IFITM5,6.130281363,6.72E-14,6.686515382,2.88E-20,,,,,ENSCPBG00000011398,IFITM5,,,3.188742344,0.762037745,,,,
ENSVKKG00000009835,ENSGALG00000043681,DAPP1,2.286128235,1.16E-13,2.511930624,2.46E-17,,,,,,,,,,,,,,
ENSVKKG00000007639,ENSGALG00000009443,TMEM168,3.074605916,1.28E-13,3.227777705,1.87E-18,,,,,,,,,,,,,,
ENSVKKG00000012953,ENSGALG00000011046,SNX10,2.997589074,1.47E-13,2.603266916,1.77E-13,,,,,,,,,,,ENSVKKG00000012953,SNX10,1.314773704,0.001496964
ENSVKKG00000002276,ENSGALG00000002982,SLC2A6,2.702244231,1.48E-13,2.042958752,1.73E-10,,,,,,,,,,,ENSVKKG00000002276,,1.485563039,0.001783905
ENSVKKG00000003632,ENSGALG00000014455,LPAR5,2.240005013,1.49E-13,2.340115374,6.61E-19,,,,,,,,,,,,,,
ENSVKKG00000002546,ENSGALG00000001525,,2.268103772,1.74E-13,2.329115851,1.51E-16,,,,,,,,,,,ENSVKKG00000002546,,0.687572196,0.444785901
ENSVKKG00000007924,ENSGALG00000003391,EIF2AK1,2.218947888,1.88E-13,1.811789389,9.87E-12,,,,,,,,,,,,,,
ENSVKKG00000009136,ENSGALG00000006427,CARS,2.31925262,2.10E-13,1.985346699,4.49E-13,,,,,,,,,,,ENSVKKG00000009136,CARS1,0.638502699,0.670290942
ENSVKKG00000006002,ENSGALG00000016569,FANCB,3.474773007,2.16E-13,4.075922357,6.01E-21,,,,,,,,,,,,,,
ENSVKKG00000018679,ENSGALG00000007780,EIF4E3,2.377618601,2.40E-13,2.364614888,1.65E-17,,,,,,,,,,,,,,
ENSVKKG00000001009,ENSGALG00000035537,SYNJ2BP,2.223744155,2.52E-13,2.090160263,1.60E-13,,,,,,,,,,,,,,
ENSVKKG00000014875,ENSGALG00000005947,MYD88,2.39194775,2.53E-13,1.732784046,3.45E-09,,,,,,,,,,,,,,
ENSVKKG00000012217,ENSGALG00000023844,,2.48194955,2.71E-13,2.520122611,3.85E-16,,,,,,,,,,,,,,
ENSVKKG00000009458,ENSGALG00000008603,ITPKA,2.602184205,3.18E-13,1.784958539,2.50E-05,,,,,,,,,,,,,,
ENSVKKG00000018232,ENSGALG00000005409,LHX1,7.385744931,3.68E-13,7.0219033,4.74E-12,,,,,,,,,,,,,,
ENSVKKG00000017972,ENSGALG00000012281,PLA2G6,2.200830757,4.13E-13,2.292624631,5.09E-17,,,,,,,,,,,,,,
ENSVKKG00000015903,ENSGALG00000029968,GADD45B,2.340585507,4.75E-13,1.497769523,3.90E-06,,,,,,,,,,,,,,
ENSVKKG00000015984,ENSGALG00000016042,CHAF1B,2.905434403,6.46E-13,3.138705441,1.64E-16,,,,,,,,,,,,,,
ENSVKKG00000013158,ENSGALG00000006785,IRF1,3.18987037,9.24E-13,2.865772531,1.55E-11,,,,,,,,,,,ENSVKKG00000013158,IRF1,3.610499435,3.43E-22
ENSVKKG00000008823,ENSGALG00000012586,GKAP1,2.771526642,9.89E-13,2.604224322,4.90E-18,,,,,,,,,,,,,,
ENSVKKG00000005793,ENSGALG00000035007,USP35,5.431081417,1.02E-12,4.954198213,6.97E-10,,,,,,,,,,,,,,
ENSVKKG00000002562,ENSGALG00000025946,MOB3C,2.379013515,1.02E-12,2.204782638,5.47E-16,,,,,,,,,,,,,,
ENSVKKG00000001227,ENSGALG00000012037,ARID4A,2.923632076,1.05E-12,2.895883998,6.53E-11,,,,,,,,,,,,,,
ENSVKKG00000006271,ENSGALG00000028709,RNF144A,2.953377851,1.72E-12,2.617419282,1.24E-10,,,,,,,,,,,,,,
ENSVKKG00000000154,ENSGALG00000008162,FBXO18,2.247591015,2.48E-12,1.973173487,1.20E-10,,,,,,,,,,,,,,
ENSVKKG00000006230,ENSGALG00000005006,UBA2,2.411216283,3.86E-12,2.127625818,5.79E-13,,,,,,,,,,,,,,
ENSVKKG00000015980,ENSGALG00000026928,,3.829202932,4.52E-12,3.11449747,1.51E-07,,,,,,,,,,,,,,
ENSVKKG00000006813,ENSGALG00000019489,CHST9,2.348834314,4.73E-12,2.377730673,2.20E-12,,,,,,,,,,,,,,
ENSVKKG00000003942,ENSGALG00000010943,SCN1A,3.377909029,5.39E-12,3.965316957,5.48E-14,,,,,,,,,,,,,,
ENSVKKG00000013722,ENSGALG00000007302,ATXN7,2.150044898,5.53E-12,1.975212614,1.42E-08,,,,,,,,,,,,,,
ENSVKKG00000009166,ENSGALG00000019555,SERPINB1,2.358180076,6.22E-12,2.741194208,1.57E-20,,,,,,,,,,,ENSVKKG00000009166,SERPINB1,0.858664343,0.110560443
ENSVKKG00000008639,ENSGALG00000039206,ARID5A,2.786617694,6.71E-12,2.177070145,3.30E-11,,,,,,,,,,,ENSVKKG00000008639,ARID5A,1.283209575,0.000318466
ENSVKKG00000009497,ENSGALG00000006974,DDX27,2.064393651,7.56E-12,1.602951056,1.33E-09,,,,,,,,,,,,,,
ENSVKKG00000000274,ENSGALG00000005597,CNN3,2.150854886,7.64E-12,1.819609023,2.71E-09,,,,,,,,,,,ENSVKKG00000000274,CNN3,2.454638966,1.23E-06
ENSVKKG00000014832,ENSGALG00000028142,HACD4,2.467283878,1.09E-11,2.210713604,4.95E-13,,,,,,,,,,,,,,
ENSVKKG00000010658,ENSGALG00000043545,PNPT1,2.094674598,1.15E-11,1.403929201,9.71E-07,,,,,,,,,,,ENSVKKG00000010658,PNPT1,1.591413885,9.32E-06
ENSVKKG00000016847,ENSGALG00000004113,,2.409538798,1.20E-11,1.932673469,4.09E-10,,,,,ENSCPBG00000014313,P2RY10,,,1.548890251,0.551507977,,,,
ENSVKKG00000011449,ENSGALG00000004853,LRP3,2.092928846,1.58E-11,1.736415237,2.68E-09,,,,,,,,,,,,,,
ENSVKKG00000000045,ENSGALG00000005140,RRAD,5.15303067,1.59E-11,3.942776849,3.23E-08,,,,,ENSCPBG00000012101,RRAD,,,1.710809386,0.858615518,,,,
ENSVKKG00000004962,ENSGALG00000026279,COMMD8,2.299627078,1.67E-11,1.970966556,1.32E-10,,,,,,,,,,,,,,
ENSVKKG00000002612,ENSGALG00000042838,TRAF2,1.991316799,1.81E-11,2.223104653,3.67E-17,,,,,,,,,,,,,,
ENSVKKG00000010221,ENSGALG00000008163,PSME4,2.345032244,2.00E-11,2.424606119,4.46E-12,,,,,,,,,,,,,,
ENSVKKG00000013922,ENSGALG00000041988,SIK1,2.675374114,2.03E-11,1.928889547,1.33E-09,,,,,,,,,,,,,,
ENSVKKG00000013848,ENSGALG00000007082,CREM,2.504414536,2.17E-11,2.186012047,3.84E-10,,,,,ENSCPBG00000017036,,3.114476365,1,3.449725252,0.379816474,,,,
ENSVKKG00000007704,ENSGALG00000014684,ERAP1,1.994854941,2.58E-11,1.802096835,8.55E-12,,,,,,,,,,,ENSVKKG00000007704,ERAP1,0.736482206,0.21671282
ENSVKKG00000018761,ENSGALG00000035903,FAM46A,2.555055801,2.69E-11,2.687921856,3.86E-14,,,,,ENSCPBG00000023089,TENT5A,1.489910255,1,2.251288639,0.032910771,,,,
ENSVKKG00000009626,ENSGALG00000007902,ATP7A,2.136173937,2.92E-11,2.14902145,6.13E-14,,,,,,,,,,,,,,
ENSVKKG00000003780,ENSGALG00000017326,ARHGEF17,3.039138557,4.93E-11,2.044666238,2.92E-05,,,,,,,,,,,,,,
ENSVKKG00000010468,ENSGALG00000015813,USP16,2.159175094,5.36E-11,1.545561982,6.03E-08,,,,,,,,,,,,,,
ENSVKKG00000007228,ENSGALG00000046494,CASP10,2.575409583,5.55E-11,2.909000653,8.65E-15,,,,,,,,,,,,,,
ENSVKKG00000000813,ENSGALG00000037777,MSC,6.36952723,6.16E-11,6.37726981,1.98E-12,,,,,,,,,,,,,,
ENSVKKG00000005763,ENSGALG00000011646,PLD4,2.540888119,6.80E-11,2.724883821,2.38E-14,,,,,,,,,,,ENSVKKG00000005763,PLD4,1.661768241,0.547785298
ENSVKKG00000014525,ENSGALG00000041010,WBP1L,2.000280001,7.82E-11,1.648125025,2.01E-09,,,,,,,,,,,,,,
ENSVKKG00000014649,ENSGALG00000007123,,2.537344997,8.00E-11,1.843514273,5.09E-08,,,,,,,,,,,ENSVKKG00000014649,,0.948027868,0.171359528
ENSVKKG00000015007,ENSGALG00000002260,CISH,2.364683905,8.25E-11,0.583154885,0.121226483,,,,,,,,,,,ENSVKKG00000015007,CISH,1.497277149,0.015366207
ENSVKKG00000013481,ENSGALG00000026284,IKBIP,2.272856973,1.11E-10,2.114353585,2.17E-08,,,,,,,,,,,,,,
ENSVKKG00000012931,ENSGALG00000016969,,2.112584164,1.19E-10,1.239665754,0.000244032,,,,,,,,,,,ENSVKKG00000012931,,1.702384249,3.92E-05
ENSVKKG00000000647,ENSGALG00000014799,METTL4,2.715996832,1.25E-10,3.035706758,2.35E-17,,,,,,,,,,,,,,
ENSVKKG00000003071,ENSGALG00000009968,OTUD4,2.301783113,1.52E-10,1.862378942,1.32E-07,,,,,,,,,,,ENSVKKG00000003071,OTUD4,1.835937064,1.53E-07
ENSVKKG00000015341,ENSGALG00000018874,SNX24,2.030386254,1.61E-10,0.834762671,0.011017996,,,,,,,,,,,,,,
ENSVKKG00000009931,ENSGALG00000043535,RIPK2,2.392257338,1.79E-10,1.964483189,5.29E-08,,,,,,,,,,,ENSVKKG00000009931,RIPK2,0.606125015,0.453432215
ENSVKKG00000010471,ENSGALG00000015807,RWDD2B,2.306151084,2.20E-10,,,,,,,,,,,,,,,,
ENSVKKG00000009190,ENSGALG00000012830,IRF4,1.984972057,2.69E-10,2.296868033,6.61E-16,,,,,,,,,,,ENSVKKG00000009190,IRF4,1.036221408,0.140955788
ENSVKKG00000012817,ENSGALG00000003503,MYBL2,1.900172975,2.97E-10,2.402340717,1.39E-19,,,,,,,,,,,,,,
ENSVKKG00000003506,ENSGALG00000040269,,2.414138474,3.00E-10,1.020180615,0.032972286,,,,,,,,,,,,,,
ENSVKKG00000017620,ENSGALG00000013867,PTPN2,1.894531128,3.00E-10,1.420242378,1.71E-07,,,,,,,,,,,,,,
ENSVKKG00000005842,ENSGALG00000012462,KIF5C,2.271576699,3.27E-10,2.403318377,4.27E-15,,,,,ENSCPBG00000025802,KIF5C,3.356097879,1,3.588491563,0.732894138,,,,
ENSVKKG00000004538,ENSGALG00000007181,PGS1,1.929525362,3.75E-10,1.229701413,8.51E-05,,,,,,,,,,,,,,
ENSVKKG00000008612,ENSGALG00000010199,MFSD8,2.692052708,3.77E-10,2.590819439,1.95E-10,,,,,,,,,,,,,,
ENSVKKG00000015779,ENSGALG00000036491,DRAM2,2.148660441,4.22E-10,2.043313907,1.13E-09,,,,,,,,,,,,,,
ENSVKKG00000009097,ENSGALG00000013356,IKBKE,2.441661104,5.30E-10,2.092241688,4.82E-10,,,,,,,,,,,,,,
ENSVKKG00000000809,ENSGALG00000006461,UBE3C,1.918337359,5.72E-10,1.644184429,2.51E-10,,,,,,,,,,,,,,
ENSVKKG00000005742,ENSGALG00000011572,ASPG,2.140984348,5.96E-10,1.76700272,1.16E-07,,,,,ENSCPBG00000020202,ASPG,,,1.55933834,0.832812204,,,,
ENSVKKG00000017973,ENSGALG00000012285,BAIAP2L2,3.009512625,6.40E-10,2.790030237,1.16E-08,,,,,ENSCPBG00000023026,BAIAP2L2,,,1.828214803,0.653917878,,,,
ENSVKKG00000005290,ENSGALG00000015026,,2.221492052,7.47E-10,1.168041164,0.00960479,,,,,,,,,,,ENSVKKG00000005290,,0.586515957,0.619897721
ENSVKKG00000012034,ENSGALG00000000438,ERMP1,2.357793703,7.96E-10,2.43739551,3.99E-12,,,,,,,,,,,,,,
ENSVKKG00000007473,ENSGALG00000033038,STARD3NL,1.828617529,8.04E-10,1.476872851,2.68E-08,,,,,,,,,,,,,,
ENSVKKG00000015716,ENSGALG00000037408,ADMP,3.419015414,8.71E-10,2.451652888,7.14E-05,,,,,,,,,,,,,,
ENSVKKG00000003603,ENSGALG00000039178,CHD9,1.888182296,8.92E-10,2.102933573,9.97E-14,,,,,,,,,,,,,,
ENSVKKG00000017222,ENSGALG00000015347,ZPLD1,5.765146035,9.63E-10,5.628134043,3.85E-10,,,,,,,,,,,,,,
ENSVKKG00000018401,ENSGALG00000012747,NEDD9,2.275861451,9.75E-10,2.34701056,6.19E-14,,,,,,,,,,,,,,
ENSVKKG00000002631,ENSGALG00000000731,THEMIS2,4.26763825,1.02E-09,3.38932789,3.59E-09,,,,,,,,,,,ENSVKKG00000002631,,0.730905682,0.628711554
ENSVKKG00000001104,ENSGALG00000002225,RFFL,1.986897434,1.02E-09,2.006620222,6.30E-12,,,,,,,,,,,,,,
ENSVKKG00000011097,ENSGALG00000043596,SNED1,2.436167317,1.14E-09,2.047262532,6.95E-08,,,,,,,,,,,,,,
ENSVKKG00000006728,ENSGALG00000010843,GPR137B,1.892224733,1.28E-09,1.81230292,1.72E-11,,,,,,,,,,,,,,
ENSVKKG00000012624,ENSGALG00000016895,DZIP1,2.98266366,1.33E-09,2.91546387,2.52E-12,,,,,,,,,,,,,,
ENSVKKG00000015103,ENSGALG00000039385,,6.085029765,1.37E-09,4.969244078,1.20E-05,,,,,,,,,,,,,,
ENSVKKG00000016443,ENSGALG00000010579,STON2,2.456617908,1.37E-09,1.134772816,0.019280486,,,,,,,,,,,,,,
ENSVKKG00000008219,ENSGALG00000003111,BFAR,2.046948147,1.55E-09,1.8231402,1.50E-09,,,,,,,,,,,,,,
ENSVKKG00000014048,ENSGALG00000003588,IRX5,8.818101074,1.66E-09,8.39583567,4.66E-09,,,,,,,,,,,,,,
ENSVKKG00000016305,ENSGALG00000003457,CNP,1.909595651,1.71E-09,1.375672416,3.44E-06,,,,,,,,,,,ENSVKKG00000016305,CNP,1.212990095,0.013045024
ENSVKKG00000005295,ENSGALG00000015033,REV3L,1.761307694,1.90E-09,2.019548188,7.48E-15,,,,,,,,,,,,,,
ENSVKKG00000011346,ENSGALG00000006460,TTLL9,2.880151292,2.47E-09,2.205750887,4.20E-05,,,,,,,,,,,,,,
ENSVKKG00000018544,ENSGALG00000008589,GPR1,2.653955598,2.50E-09,2.075649087,1.38E-05,,,,,,,,,,,,,,
ENSVKKG00000005407,ENSGALG00000008945,NEXN,4.260836433,2.58E-09,4.370683522,1.35E-09,,,,,,,,,,,,,,
ENSVKKG00000003513,ENSGALG00000009556,PRICKLE1,5.558773735,2.95E-09,5.364819806,1.42E-08,,,,,,,,,,,,,,
ENSVKKG00000008176,ENSGALG00000008741,PROKR1,3.704830235,3.61E-09,3.716371383,1.97E-10,,,,,,,,,,,,,,
ENSVKKG00000008287,ENSGALG00000001773,RFX2,2.586401969,4.13E-09,2.248831515,2.84E-09,,,,,,,,,,,,,,
ENSVKKG00000009902,ENSGALG00000021475,ADAR,2.00793959,4.23E-09,1.685994229,2.64E-07,,,,,,,,,,,ENSVKKG00000009902,ADAR,2.520670923,5.79E-12
ENSVKKG00000012252,ENSGALG00000004028,MATN4,8.463852839,4.74E-09,7.313152877,1.22E-05,,,,,,,,,,,,,,
ENSVKKG00000012922,ENSGALG00000006157,INTS6L,1.833287593,4.94E-09,1.890046516,9.87E-12,,,,,,,,,,,,,,
ENSVKKG00000010212,ENSGALG00000052763,BTG2,1.985265512,5.30E-09,1.614997227,4.01E-08,,,,,,,,,,,,,,
ENSVKKG00000006785,ENSGALG00000004629,RNF216,1.817482668,5.30E-09,1.935544148,1.97E-13,,,,,,,,,,,,,,
ENSVKKG00000014645,ENSGALG00000029329,POU3F4,4.30374349,5.90E-09,4.094880599,6.69E-07,,,,,,,,,,,,,,
ENSVKKG00000014400,ENSGALG00000039124,KLHL3,2.542842867,6.27E-09,2.187547956,4.20E-06,,,,,,,,,,,,,,
ENSVKKG00000015830,ENSGALG00000016059,ETS2,1.73232886,6.42E-09,1.749873079,3.31E-11,,,,,,,,,,,ENSVKKG00000015830,ETS2,1.808912149,3.57E-06
ENSVKKG00000018548,ENSGALG00000008115,ATXN7L1,1.816133608,6.52E-09,1.844259035,1.06E-09,,,,,ENSCPBG00000001167,ATXN7L1,,,1.493324257,0.856178028,,,,
ENSVKKG00000005027,ENSGALG00000011376,ANKRD9,2.659101036,6.82E-09,2.704883685,2.49E-09,,,,,ENSCPBG00000019536,ANKRD9,,,2.361793552,0.819088836,,,,
ENSVKKG00000003412,ENSGALG00000003907,N4BP1,1.765893083,6.87E-09,1.840871499,6.37E-10,,,,,,,,,,,,,,
ENSVKKG00000017974,ENSGALG00000008701,XDH,2.059980594,7.36E-09,0.592440228,0.110030599,,,,,,,,,,,,,,
ENSVKKG00000008226,ENSGALG00000009704,CHST15,2.537599849,8.40E-09,3.009130819,4.68E-13,,,,,,,,,,,,,,
ENSVKKG00000009869,ENSGALG00000012304,NFKB1,1.946949992,8.91E-09,1.78108811,8.47E-09,,,,,,,,,,,,,,
ENSVKKG00000006978,ENSGALG00000008661,CYR61,2.232396248,8.97E-09,1.524481186,5.84E-06,,,,,,,,,,,,,,
ENSVKKG00000003732,ENSGALG00000011902,TAGLN,4.217560894,9.71E-09,3.55158687,6.98E-06,,,,,,,,,,,,,,
ENSVKKG00000009433,ENSGALG00000015779,PM20D2,2.358006814,1.03E-08,2.497766548,5.03E-11,,,,,ENSCPBG00000019921,PM20D2,1.607770594,1,,,,,,
ENSVKKG00000006008,ENSGALG00000000521,SPIRE2,3.901373677,1.04E-08,2.447091531,0.000345682,,,,,,,,,,,,,,
ENSVKKG00000003414,ENSGALG00000003891,ZNF423,2.545340149,1.07E-08,2.359185862,4.60E-08,,,,,,,,,,,,,,
ENSVKKG00000018278,ENSGALG00000009864,TRAF5,1.921998795,1.16E-08,2.252320496,2.87E-13,,,,,,,,,,,ENSVKKG00000018278,TRAF5,1.009031369,0.029256956
ENSVKKG00000003484,ENSGALG00000003837,ADCY7,2.033870115,1.19E-08,1.448874554,1.09E-05,,,,,,,,,,,,,,
ENSVKKG00000003464,ENSGALG00000016431,PAX5,2.32071841,1.26E-08,2.625130277,9.64E-12,,,,,,,,,,,ENSVKKG00000003464,PAX5,1.345976824,0.236131022
ENSVKKG00000000215,ENSGALG00000055101,TASOR2,1.987368641,1.28E-08,1.583312886,1.19E-07,,,,,,,,,,,,,,
ENSVKKG00000008147,ENSGALG00000026298,SERTAD2,1.771277197,1.72E-08,1.456960466,4.83E-08,,,,,,,,,,,,,,
ENSVKKG00000012431,ENSGALG00000016927,KLF5,3.619034679,1.75E-08,3.346510253,1.75E-10,,,,,,,,,,,,,,
ENSVKKG00000003911,ENSGALG00000008933,CASP7,2.469860903,1.82E-08,2.071280774,5.56E-07,,,,,,,,,,,ENSVKKG00000003911,CASP7,1.035282091,0.008734659
ENSVKKG00000008649,ENSGALG00000040621,IL18R1,2.273350809,2.16E-08,1.549898723,7.18E-06,,,,,,,,,,,ENSVKKG00000008649,IL18R1,2.368249826,8.76E-09
ENSVKKG00000018053,ENSGALG00000041491,ACKR4,2.280003013,2.41E-08,2.390417856,3.05E-10,,,,,,,,,,,,,,
ENSVKKG00000000678,ENSGALG00000042411,GASK1B,5.465856158,2.52E-08,5.594932092,8.54E-09,,,,,,,,,,,,,,
ENSVKKG00000000664,ENSGALG00000009553,SMC4,1.829330823,2.75E-08,1.866323279,2.31E-07,,,,,,,,,,,,,,
ENSVKKG00000013527,ENSGALG00000002699,VAV2,1.868267653,2.94E-08,2.334280003,1.20E-12,,,,,,,,,,,,,,
ENSVKKG00000002999,ENSGALG00000005653,NFKB2,1.985393722,2.99E-08,1.991430732,2.53E-11,,,,,,,,,,,,,,
ENSVKKG00000005037,ENSGALG00000011389,TRAF3,1.990399603,3.05E-08,2.123132753,5.60E-10,,,,,,,,,,,,,,
ENSVKKG00000003348,ENSGALG00000007357,BCL6,1.712642346,3.34E-08,1.943953923,5.08E-11,,,,,,,,,,,,,,
ENSVKKG00000001553,ENSGALG00000003078,MMD,1.773299619,3.37E-08,1.631623497,7.74E-09,,,,,,,,,,,,,,
ENSVKKG00000012391,ENSGALG00000001569,RHOC,2.116884063,3.84E-08,1.438102288,1.04E-05,,,,,,,,,,,,,,
ENSVKKG00000009067,ENSGALG00000013795,HIVEP2,1.834126057,4.09E-08,1.706325279,9.17E-07,,,,,,,,,,,,,,
ENSVKKG00000010028,ENSGALG00000022750,GPR18,2.587565657,4.10E-08,2.938490609,1.20E-11,,,,,,,,,,,,,,
ENSVKKG00000000308,ENSGALG00000008437,NET1,2.124433398,4.18E-08,1.059145494,0.004380516,,,,,,,,,,,ENSVKKG00000000308,NET1,1.787393052,2.38E-06
ENSVKKG00000010566,ENSGALG00000036775,SETBP1,2.07737883,4.32E-08,2.69886933,3.95E-15,,,,,,,,,,,,,,
ENSVKKG00000013808,ENSGALG00000012929,DNM1L,1.703920487,5.33E-08,1.260202501,8.90E-06,,,,,,,,,,,,,,
ENSVKKG00000007360,ENSGALG00000011395,SARAF,1.730907459,6.20E-08,1.835909481,4.88E-11,,,,,,,,,,,,,,
