komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,crocodile_stable_id,crocodile_name,chicken_grcg6a_stable_id,chicken_grcg6a_name
ENSVKKG00000000545,OTOL1,ENSCPBG00000018315,OTOL1,ENSCPRG00005008313,OTOL1,ENSGALG00000026305,OTOL1
ENSVKKG00000003290,ANAPC2,ENSCPBG00000000861,ANAPC2,ENSCPRG00005011994,ANAPC2,ENSGALG00000008625,ANAPC2
ENSVKKG00000003271,CORO2A,ENSCPBG00000024004,CORO2A,ENSCPRG00005014247,CORO2A,ENSGALG00000001933,CORO2A
ENSVKKG00000012362,GNB4,ENSCPBG00000026930,GNB4,ENSCPRG00005009816,GNB4,ENSGALG00000008983,GNB4
ENSVKKG00000008459,NTN3,ENSCPBG00000018741,,ENSCPRG00005000848,NTN3,ENSGALG00000029072,NTN3
ENSVKKG00000010234,GAS2L3,ENSCPBG00000004642,GAS2L3,ENSCPRG00005000459,GAS2L3,ENSGALG00000028373,GAS2L3
ENSVKKG00000011550,ING1,ENSCPBG00000005890,ING1,ENSCPRG00005016473,ING1,ENSGALG00000016849,ING1
ENSVKKG00000018164,UMAD1,ENSCPBG00000024376,UMAD1,ENSCPRG00005014510,UMAD1,ENSGALG00000023189,UMAD1
ENSVKKG00000006839,,ENSCPBG00000020866,,ENSCPRG00005016054,,ENSGALG00000004711,PTCD1
ENSVKKG00000015297,REEP2,ENSCPBG00000022053,REEP2,ENSCPRG00005015096,REEP2,ENSGALG00000017365,REEP2
ENSVKKG00000015887,VPS13D,ENSCPBG00000021530,VPS13D,ENSCPRG00005000246,VPS13D,ENSGALG00000034777,VPS13D
ENSVKKG00000013828,MCM10,ENSCPBG00000027807,MCM10,ENSCPRG00005000535,MCM10,ENSGALG00000034198,MCM10
ENSVKKG00000014179,TK2,ENSCPBG00000012058,TK2,ENSCPRG00005005398,TK2,ENSGALG00000034216,TK2
ENSVKKG00000001312,SMOC2,ENSCPBG00000012498,,ENSCPRG00005017389,SMOC2,ENSGALG00000011205,SMOC2
ENSVKKG00000003892,LAMTOR5,ENSCPBG00000001691,LAMTOR5,ENSCPRG00005003693,LAMTOR5,ENSGALG00000000419,LAMTOR5
ENSVKKG00000009778,TKT,ENSCPBG00000022404,TKT,ENSCPRG00005019102,TKT,ENSGALG00000005309,TKT
ENSVKKG00000008992,SCN4B,ENSCPBG00000020865,SCN4B,ENSCPRG00005000303,SCN4B,ENSGALG00000007409,SCN4B
ENSVKKG00000010464,BACH1,ENSCPBG00000006636,BACH1,ENSCPRG00005013728,BACH1,ENSGALG00000015828,BACH1
ENSVKKG00000007162,DBNDD1,ENSCPBG00000013722,DBNDD1,ENSCPRG00005008033,DBNDD1,ENSGALG00000000528,DBNDD1
ENSVKKG00000002781,SLC43A2,ENSCPBG00000020460,SLC43A2,ENSCPRG00005015982,SLC43A2,ENSGALG00000002783,SLC43A2
ENSVKKG00000013517,DOK5,ENSCPBG00000015026,DOK5,ENSCPRG00005004838,DOK5,ENSGALG00000007786,DOK5
ENSVKKG00000018760,BCKDHB,ENSCPBG00000023096,BCKDHB,ENSCPRG00005014905,BCKDHB,ENSGALG00000040702,BCKDHB
ENSVKKG00000017220,ALCAM,ENSCPBG00000004575,ALCAM,ENSCPRG00005010758,ALCAM,ENSGALG00000015348,ALCAM
ENSVKKG00000015835,PTPRQ,ENSCPBG00000000067,PTPRQ,ENSCPRG00005003495,PTPRQ,ENSGALG00000010935,PTPRQ
ENSVKKG00000003301,NDOR1,ENSCPBG00000000805,NDOR1,ENSCPRG00005011972,NDOR1,ENSGALG00000008920,NDOR1
ENSVKKG00000014367,SLC25A48,ENSCPBG00000008631,SLC25A48,ENSCPRG00005010833,SLC25A48,ENSGALG00000006341,SLC25A48
ENSVKKG00000017880,ARHGAP21,ENSCPBG00000015343,ARHGAP21,ENSCPRG00005008715,ARHGAP21,ENSGALG00000007721,ARHGAP21
ENSVKKG00000003654,STEAP4,ENSCPBG00000021245,STEAP4,ENSCPRG00005012256,STEAP4,ENSGALG00000008997,STEAP4
ENSVKKG00000015546,MARK1,ENSCPBG00000000360,MARK1,ENSCPRG00005002595,MARK1,ENSGALG00000009483,MARK1
ENSVKKG00000018211,RBM18,ENSCPBG00000009885,RBM18,ENSCPRG00005010550,RBM18,ENSGALG00000028167,RBM18
ENSVKKG00000000604,ZNF704,ENSCPBG00000007254,ZNF704,ENSCPRG00005000218,ZNF704,ENSGALG00000030011,ZNF704
ENSVKKG00000010792,CDKN2C,ENSCPBG00000010037,CDKN2C,ENSCPRG00005018099,CDKN2C,ENSGALG00000010537,CDKN2C
ENSVKKG00000018397,EDN1,ENSCPBG00000008452,EDN1,ENSCPRG00005002166,EDN1,ENSGALG00000012735,EDN1
ENSVKKG00000012437,IFFO2,ENSCPBG00000022996,IFFO2,ENSCPRG00005017711,IFFO2,ENSGALG00000029831,IFFO2
ENSVKKG00000014614,TMX2,ENSCPBG00000016846,TMX2,ENSCPRG00005008816,TMX2,ENSGALG00000007350,TMX2
ENSVKKG00000012641,PSD2,ENSCPBG00000006511,PSD2,ENSCPRG00005000956,PSD2,ENSGALG00000030836,PSD2
ENSVKKG00000008590,OGDHL,ENSCPBG00000007662,OGDHL,ENSCPRG00005010352,OGDHL,ENSGALG00000002266,OGDHL
ENSVKKG00000013463,SARDH,ENSCPBG00000021128,SARDH,ENSCPRG00005007568,SARDH,ENSGALG00000002855,SARDH
ENSVKKG00000012688,FSTL3,ENSCPBG00000009844,FSTL3,ENSCPRG00005015025,FSTL3,ENSGALG00000042356,FSTL3
ENSVKKG00000006724,ERO1B,ENSCPBG00000004249,ERO1B,ENSCPRG00005016557,ERO1B,ENSGALG00000040000,ERO1B
ENSVKKG00000010888,DTYMK,ENSCPBG00000002159,DTYMK,ENSCPRG00005009578,DTYMK,ENSGALG00000006305,DTYMK
ENSVKKG00000004880,MXD1,ENSCPBG00000003695,MXD1,ENSCPRG00005016437,MXD1,ENSGALG00000013882,MXD1
ENSVKKG00000006661,CNTNAP5,ENSCPBG00000013674,CNTNAP5,ENSCPRG00005000884,CNTNAP5,ENSGALG00000011577,CNTNAP5
ENSVKKG00000015534,ORAI1,ENSCPBG00000026049,ORAI1,ENSCPRG00005012334,ORAI1,ENSGALG00000004240,ORAI1
ENSVKKG00000013945,,ENSCPBG00000025142,,ENSCPRG00005010295,,ENSGALG00000029896,
ENSVKKG00000006270,,ENSCPBG00000023285,,ENSCPRG00005012379,,ENSGALG00000023773,
ENSVKKG00000016298,METTL16,ENSCPBG00000001812,METTL16,ENSCPRG00005001618,METTL16,ENSGALG00000014901,METTL16
ENSVKKG00000006870,,ENSCPBG00000019106,PTP4A3,ENSCPRG00005013540,PTP4A3,ENSGALG00000040969,PTP4A3
ENSVKKG00000012274,,ENSCPBG00000016989,,ENSCPRG00005000261,,ENSGALG00000025587,
ENSVKKG00000006377,COLEC11,ENSCPBG00000021616,COLEC11,ENSCPRG00005008511,COLEC11,ENSGALG00000050002,COLEC11
ENSVKKG00000005736,GREB1,ENSCPBG00000014004,GREB1,ENSCPRG00005006077,GREB1,ENSGALG00000016455,GREB1
ENSVKKG00000017375,NUDCD1,ENSCPBG00000001051,NUDCD1,ENSCPRG00005007101,NUDCD1,ENSGALG00000040879,NUDCD1
ENSVKKG00000002679,VPS26A,ENSCPBG00000019942,VPS26A,ENSCPRG00005006422,VPS26A,ENSGALG00000004174,VPS26A
ENSVKKG00000007614,,ENSCPBG00000024651,,ENSCPRG00005004679,,ENSGALG00000026741,CETN2
ENSVKKG00000011657,VDAC2,ENSCPBG00000012736,VDAC2,ENSCPRG00005007988,VDAC2,ENSGALG00000005002,VDAC2
ENSVKKG00000014429,DENND5A,ENSCPBG00000022831,DENND5A,ENSCPRG00005001751,DENND5A,ENSGALG00000005840,DENND5A
ENSVKKG00000010144,CSNK2A2,ENSCPBG00000026931,CSNK2A2,ENSCPRG00005015129,CSNK2A2,ENSGALG00000031718,CSNK2A2
ENSVKKG00000007884,,ENSCPBG00000019992,,ENSCPRG00005005012,,ENSGALG00000021286,
ENSVKKG00000010495,JAM2,ENSCPBG00000026811,JAM2,ENSCPRG00005013402,JAM2,ENSGALG00000015746,JAM2
ENSVKKG00000001233,HMBOX1,ENSCPBG00000019917,HMBOX1,ENSCPRG00005002508,HMBOX1,ENSGALG00000016633,HMBOX1
ENSVKKG00000012107,MYO1D,ENSCPBG00000004886,MYO1D,ENSCPRG00005000311,MYO1D,ENSGALG00000000674,MYO1D
ENSVKKG00000012365,ZNF639,ENSCPBG00000026927,ZNF639,ENSCPRG00005009780,ZNF639,ENSGALG00000005944,ZNF639
ENSVKKG00000016969,MLX,ENSCPBG00000016534,MLX,ENSCPRG00005007730,MLX,ENSGALG00000003199,MLX
ENSVKKG00000010177,ADRA2C,ENSCPBG00000025056,ADRA2C,ENSCPRG00005003063,ADRA2C,ENSGALG00000015608,ADRA2C
ENSVKKG00000003199,PDE7A,ENSCPBG00000021386,PDE7A,ENSCPRG00005017653,PDE7A,ENSGALG00000038395,PDE7A
ENSVKKG00000003742,PAAF1,ENSCPBG00000000045,PAAF1,ENSCPRG00005017560,PAAF1,ENSGALG00000017318,PAAF1
ENSVKKG00000015636,FGFR1,ENSCPBG00000006675,FGFR1,ENSCPRG00005001153,FGFR1,ENSGALG00000039786,FGFR1
ENSVKKG00000012036,USP24,ENSCPBG00000008926,USP24,ENSCPRG00005005581,USP24,ENSGALG00000010805,USP24
ENSVKKG00000007129,CDKN1A,ENSCPBG00000025285,CDKN1A,ENSCPRG00005003310,CDKN1A,ENSGALG00000026896,
ENSVKKG00000016544,SUCNR1,ENSCPBG00000018811,SUCNR1,ENSCPRG00005006969,SUCNR1,ENSGALG00000053278,SUCNR1
ENSVKKG00000002064,EED,ENSCPBG00000006558,EED,ENSCPRG00005016068,EED,ENSGALG00000014060,EED
ENSVKKG00000000947,,ENSCPBG00000003272,,ENSCPRG00005013026,TCTN1,ENSGALG00000041861,TCTN1
ENSVKKG00000002762,CTCF,ENSCPBG00000013076,CTCF,ENSCPRG00005000477,CTCF,ENSGALG00000001817,CTCF
ENSVKKG00000006653,,ENSCPBG00000015107,,ENSCPRG00005011249,,ENSGALG00000025674,
ENSVKKG00000011722,HM13,ENSCPBG00000027540,HM13,ENSCPRG00005007684,HM13,ENSGALG00000006207,HM13
ENSVKKG00000013919,,ENSCPBG00000010310,,ENSCPRG00005016447,,ENSGALG00000035696,RRP1B
ENSVKKG00000005707,INPP5F,ENSCPBG00000002119,INPP5F,ENSCPRG00005010451,INPP5F,ENSGALG00000009445,INPP5F
ENSVKKG00000017572,TMEM181,ENSCPBG00000006890,TMEM181,ENSCPRG00005017851,TMEM181,ENSGALG00000013737,TMEM181
ENSVKKG00000009000,MPZL2,ENSCPBG00000020876,MPZL2,ENSCPRG00005000209,,ENSGALG00000007412,MPZL2
ENSVKKG00000009092,,ENSCPBG00000027446,,ENSCPRG00005014772,,ENSGALG00000026297,
ENSVKKG00000003855,P4HA1,ENSCPBG00000007933,P4HA1,ENSCPRG00005009712,P4HA1,ENSGALG00000004325,P4HA1
ENSVKKG00000002447,RGS19,ENSCPBG00000013968,RGS19,ENSCPRG00005006030,RGS19,ENSGALG00000021079,RGS19
ENSVKKG00000005127,ZBTB43,ENSCPBG00000028198,ZBTB43,ENSCPRG00005010904,ZBTB43,ENSGALG00000000934,ZBTB43
ENSVKKG00000008275,LITAF,ENSCPBG00000006543,LITAF,ENSCPRG00005003761,LITAF,ENSGALG00000003217,LITAF
ENSVKKG00000015889,NAV3,ENSCPBG00000017880,NAV3,ENSCPRG00005004050,NAV3,ENSGALG00000010311,NAV3
ENSVKKG00000011922,GLA,ENSCPBG00000001475,GLA,ENSCPRG00005009521,GLA,ENSGALG00000004948,GLA
ENSVKKG00000008063,TFAP4,ENSCPBG00000026373,TFAP4,ENSCPRG00005002827,TFAP4,ENSGALG00000027823,TFAP4
ENSVKKG00000006420,SOX10,ENSCPBG00000023032,SOX10,ENSCPRG00005018999,SOX10,ENSGALG00000012290,SOX10
ENSVKKG00000014420,WNT3A,ENSCPBG00000001683,WNT3A,ENSCPRG00005002546,WNT3A,ENSGALG00000042657,WNT3A
ENSVKKG00000001223,PRKCZ,ENSCPBG00000022978,PRKCZ,ENSCPRG00005012886,PRKCZ,ENSGALG00000001270,PRKCZ
ENSVKKG00000017612,SVIL,ENSCPBG00000015883,SVIL,ENSCPRG00005007743,SVIL,ENSGALG00000007331,SVIL
ENSVKKG00000018215,,ENSCPBG00000009911,,ENSCPRG00005010514,,ENSGALG00000041238,
ENSVKKG00000013222,MEX3D,ENSCPBG00000018438,MEX3D,ENSCPRG00005008924,MEX3D,ENSGALG00000052296,MEX3D
ENSVKKG00000016609,XPNPEP3,ENSCPBG00000022890,XPNPEP3,ENSCPRG00005019054,XPNPEP3,ENSGALG00000012003,XPNPEP3
ENSVKKG00000003379,PHKB,ENSCPBG00000016038,PHKB,ENSCPRG00005003951,PHKB,ENSGALG00000004004,PHKB
ENSVKKG00000013954,FSTL4,ENSCPBG00000025147,FSTL4,ENSCPRG00005010357,FSTL4,ENSGALG00000031487,FSTL4
ENSVKKG00000009627,ETFRF1,ENSCPBG00000009287,ETFRF1,ENSCPRG00005011491,ETFRF1,ENSGALG00000014031,ETFRF1
ENSVKKG00000002852,BTAF1,ENSCPBG00000023781,BTAF1,ENSCPRG00005013956,BTAF1,ENSGALG00000030598,BTAF1
ENSVKKG00000017352,CCNB2,ENSCPBG00000010694,CCNB2,ENSCPRG00005009430,CCNB2,ENSGALG00000004161,CCNB1
ENSVKKG00000002273,GDAP2,ENSCPBG00000001472,GDAP2,ENSCPRG00005001430,GDAP2,ENSGALG00000014794,GDAP2
ENSVKKG00000006003,FANCA,ENSCPBG00000013699,FANCA,ENSCPRG00005007925,FANCA,ENSGALG00000000516,FANCA
ENSVKKG00000009772,HSPE1,ENSCPBG00000021914,HSPE1,ENSCPRG00005009267,HSPE1,ENSGALG00000009070,HSPE1
ENSVKKG00000008168,,ENSCPBG00000014459,,ENSCPRG00005012773,,ENSGALG00000023648,PPP3R1
ENSVKKG00000013523,,ENSCPBG00000015006,,ENSCPRG00005004723,,ENSGALG00000032352,
ENSVKKG00000010724,TBX4,ENSCPBG00000009389,TBX4,ENSCPRG00005010723,TBX4,ENSGALG00000005285,TBX4
ENSVKKG00000014096,CCNL2,ENSCPBG00000022903,CCNL2,ENSCPRG00005000584,CCNL2,ENSGALG00000001551,CCNL2
ENSVKKG00000010892,STK25,ENSCPBG00000002280,STK25,ENSCPRG00005009602,STK25,ENSGALG00000037739,STK25
ENSVKKG00000004126,IRX1,ENSCPBG00000000245,IRX1,ENSCPRG00005014090,IRX1,ENSGALG00000030991,IRX1
ENSVKKG00000007186,MYOM3,ENSCPBG00000000170,MYOM3,ENSCPRG00005016575,MYOM3,ENSGALG00000004155,MYOM3
ENSVKKG00000017057,SMAD3,ENSCPBG00000025562,SMAD3,ENSCPRG00005000730,SMAD3,ENSGALG00000035701,SMAD3
ENSVKKG00000011949,PAK6,ENSCPBG00000013602,PAK6,ENSCPRG00005018700,PAK6,ENSGALG00000034605,
ENSVKKG00000011552,CARS2,ENSCPBG00000005880,CARS2,ENSCPRG00005016490,CARS2,ENSGALG00000016847,CARS2
ENSVKKG00000004851,FBXO47,ENSCPBG00000002384,FBXO47,ENSCPRG00005002341,FBXO47,ENSGALG00000019738,FBXO47
ENSVKKG00000017090,SNORD18,ENSCPBG00000014097,SNORD18,ENSCPRG00005000636,SNORD18,ENSGALG00000043763,SNORD18
ENSVKKG00000012238,PREPL,ENSCPBG00000005562,PREPL,ENSCPRG00005015374,PREPL,ENSGALG00000009981,PREPL
ENSVKKG00000000768,STAU2,ENSCPBG00000006987,STAU2,ENSCPRG00005018406,STAU2,ENSGALG00000031390,STAU2
ENSVKKG00000004499,MEF2D,ENSCPBG00000026262,MEF2D,ENSCPRG00005007870,MEF2D,ENSGALG00000037787,MEF2D
ENSVKKG00000005238,DAGLA,ENSCPBG00000017660,DAGLA,ENSCPRG00005010164,DAGLA,ENSGALG00000036492,DAGLA
ENSVKKG00000009166,SERPINB1,ENSCPBG00000009708,SERPINB1,ENSCPRG00005017691,SERPINB1,ENSGALG00000019555,SERPINB1
ENSVKKG00000002378,ENC1,ENSCPBG00000000702,ENC1,ENSCPRG00005000693,ENC1,ENSGALG00000014930,ENC1
ENSVKKG00000017700,KIAA0930,ENSCPBG00000024325,KIAA0930,ENSCPRG00005002729,KIAA0930,ENSGALG00000014226,KIAA0930
ENSVKKG00000013165,EPB41L1,ENSCPBG00000018201,EPB41L1,ENSCPRG00005013646,EPB41L1,ENSGALG00000034171,EPB41L1
ENSVKKG00000002555,NTNG2,ENSCPBG00000021231,NTNG2,ENSCPRG00005006507,NTNG2,ENSGALG00000003677,NTNG2
ENSVKKG00000009199,HPS5,ENSCPBG00000007026,HPS5,ENSCPRG00005017251,HPS5,ENSGALG00000032502,HPS5
ENSVKKG00000011900,RMDN3,ENSCPBG00000013444,RMDN3,ENSCPRG00005018644,RMDN3,ENSGALG00000035242,RMDN3
ENSVKKG00000011747,POU4F3,ENSCPBG00000004659,POU4F3,ENSCPRG00005008153,POU4F3,ENSGALG00000043334,POU4F3
ENSVKKG00000004377,XPO5,ENSCPBG00000025210,XPO5,ENSCPRG00005012025,XPO5,ENSGALG00000010341,XPO5
ENSVKKG00000015633,,ENSCPBG00000011981,,ENSCPRG00005003387,,ENSGALG00000009256,LEFTY1
ENSVKKG00000013365,,ENSCPBG00000023928,,ENSCPRG00005005079,,ENSGALG00000007575,
ENSVKKG00000016150,TMEM98,ENSCPBG00000009014,TMEM98,ENSCPRG00005000628,TMEM98,ENSGALG00000031762,TMEM98
ENSVKKG00000005137,ANGPTL2,ENSCPBG00000000267,ANGPTL2,ENSCPRG00005010924,ANGPTL2,ENSGALG00000000927,ANGPTL2
ENSVKKG00000004468,BCL11B,ENSCPBG00000024090,BCL11B,ENSCPRG00005010215,BCL11B,ENSGALG00000031862,BCL11B
ENSVKKG00000012832,RPS15,ENSCPBG00000014732,,ENSCPRG00005015608,RPS15,ENSGALG00000015195,RPS15
ENSVKKG00000009590,,ENSCPBG00000023986,,ENSCPRG00005015350,,ENSGALG00000017218,MED17
ENSVKKG00000005834,,ENSCPBG00000020162,,ENSCPRG00005002396,,ENSGALG00000016651,
ENSVKKG00000004308,PES1,ENSCPBG00000007548,PES1,ENSCPRG00005006448,PES1,ENSGALG00000007778,PES1
ENSVKKG00000000481,NRF1,ENSCPBG00000017524,NRF1,ENSCPRG00005002334,NRF1,ENSGALG00000040060,NRF1
ENSVKKG00000010568,SLC14A1,ENSCPBG00000025738,,ENSCPRG00005014958,,ENSGALG00000032749,
ENSVKKG00000004417,HAPLN2,ENSCPBG00000026272,HAPLN2,ENSCPRG00005007895,HAPLN2,ENSGALG00000013234,HAPLN2
ENSVKKG00000002267,DUSP12,ENSCPBG00000001520,DUSP12,ENSCPRG00005001452,DUSP12,ENSGALG00000007084,DUSP12
ENSVKKG00000008958,,ENSCPBG00000012076,,ENSCPRG00005005352,,ENSGALG00000005214,TERB1
ENSVKKG00000009899,LINGO2,ENSCPBG00000008029,LINGO2,ENSCPRG00005015392,LINGO2,ENSGALG00000001869,LINGO2
ENSVKKG00000015578,RSRC2,ENSCPBG00000002718,RSRC2,ENSCPRG00005012566,RSRC2,ENSGALG00000004493,RSRC2
ENSVKKG00000011234,,ENSCPBG00000003432,,ENSCPRG00005005358,,ENSGALG00000010758,
ENSVKKG00000010865,TNMD,ENSCPBG00000014280,TNMD,ENSCPRG00005009818,TNMD,ENSGALG00000006821,TNMD
ENSVKKG00000015603,PHF20,ENSCPBG00000019457,PHF20,ENSCPRG00005014116,PHF20,ENSGALG00000001522,PHF20
ENSVKKG00000011563,ZNF536,ENSCPBG00000016167,ZNF536,ENSCPRG00005004130,ZNF536,ENSGALG00000035602,ZNF536
ENSVKKG00000009722,SCD5,ENSCPBG00000007982,SCD5,ENSCPRG00005014907,SCD5,ENSGALG00000034502,SCD5
ENSVKKG00000005215,SPEF2,ENSCPBG00000021328,SPEF2,ENSCPRG00005015730,SPEF2,ENSGALG00000023552,SPEF2
ENSVKKG00000009553,CPQ,ENSCPBG00000006313,CPQ,ENSCPRG00005002797,CPQ,ENSGALG00000030866,CPQ
ENSVKKG00000003815,MCM6,ENSCPBG00000010128,MCM6,ENSCPRG00005004875,MCM6,ENSGALG00000012348,MCM6
ENSVKKG00000005494,PSMD13,ENSCPBG00000022150,PSMD13,ENSCPRG00005009191,PSMD13,ENSGALG00000043684,PSMD13
ENSVKKG00000015341,SNX24,ENSCPBG00000013559,SNX24,ENSCPRG00005012013,SNX24,ENSGALG00000018874,SNX24
ENSVKKG00000002136,ERN1,ENSCPBG00000009183,ERN1,ENSCPRG00005001569,ERN1,ENSGALG00000003476,ERN1
ENSVKKG00000017620,PTPN2,ENSCPBG00000028402,PTPN2,ENSCPRG00005007742,PTPN2,ENSGALG00000013867,PTPN2
ENSVKKG00000017554,AP3B2,ENSCPBG00000006215,AP3B2,ENSCPRG00005005515,AP3B2,ENSGALG00000035202,AP3B2
ENSVKKG00000016896,PMM1,ENSCPBG00000020543,PMM1,ENSCPRG00005019070,PMM1,ENSGALG00000038599,PMM1
ENSVKKG00000018031,ASTE1,ENSCPBG00000022843,ASTE1,ENSCPRG00005005544,ASTE1,ENSGALG00000036171,
ENSVKKG00000002744,ANO8,ENSCPBG00000012431,ANO8,ENSCPRG00005000870,ANO8,ENSGALG00000034615,ANO8
ENSVKKG00000003947,DNAH5,ENSCPBG00000028363,DNAH5,ENSCPRG00005015027,DNAH5,ENSGALG00000012997,DNAH5
ENSVKKG00000010272,JADE3,ENSCPBG00000007550,JADE3,ENSCPRG00005007420,JADE3,ENSGALG00000016727,JADE3
ENSVKKG00000000082,,ENSCPBG00000024423,,ENSCPRG00005006289,,ENSGALG00000035156,DCTN1
ENSVKKG00000005735,DDX54,ENSCPBG00000017982,DDX54,ENSCPRG00005007112,DDX54,ENSGALG00000007490,DDX54
ENSVKKG00000003832,,ENSCPBG00000015868,TSPOAP1,ENSCPRG00005007909,TSPOAP1,ENSGALG00000042533,TSPOAP1
ENSVKKG00000014998,,ENSCPBG00000022646,,ENSCPRG00005013547,,ENSGALG00000003348,
ENSVKKG00000005204,RAB14,ENSCPBG00000009941,RAB14,ENSCPRG00005010139,RAB14,ENSGALG00000001474,RAB14
ENSVKKG00000008156,ACTR2,ENSCPBG00000013248,ACTR2,ENSCPRG00005012952,ACTR2,ENSGALG00000008779,ACTR2
ENSVKKG00000007294,ZNF106,ENSCPBG00000013039,ZNF106,ENSCPRG00005018404,ZNF106,ENSGALG00000009081,ZNF106
ENSVKKG00000010985,ADCY1,ENSCPBG00000016626,ADCY1,ENSCPRG00005012310,ADCY1,ENSGALG00000031170,ADCY1
ENSVKKG00000002440,,ENSCPBG00000014388,CHCHD6,ENSCPRG00005018101,CHCHD6,ENSGALG00000006056,
ENSVKKG00000011590,C6orf58,ENSCPBG00000018500,C6orf58,ENSCPRG00005005115,C6orf58,ENSGALG00000045522,C6orf58
ENSVKKG00000012165,THBS1,ENSCPBG00000024724,THBS1,ENSCPRG00005018763,THBS1,ENSGALG00000009626,THBS1
ENSVKKG00000018227,GAD1,ENSCPBG00000005874,GAD1,ENSCPRG00005015297,GAD1,ENSGALG00000034070,GAD1
ENSVKKG00000001644,,ENSCPBG00000020071,WDHD1,ENSCPRG00005018667,WDHD1,ENSGALG00000012199,WDHD1
ENSVKKG00000010803,OSBPL9,ENSCPBG00000010097,OSBPL9,ENSCPRG00005000700,OSBPL9,ENSGALG00000010555,OSBPL9
ENSVKKG00000001709,USP20,ENSCPBG00000022718,USP20,ENSCPRG00005003875,USP20,ENSGALG00000041104,USP20
ENSVKKG00000006540,CACNG2,ENSCPBG00000023139,CACNG2,ENSCPRG00005018932,CACNG2,ENSGALG00000031977,CACNG2
ENSVKKG00000013747,EFHD1,ENSCPBG00000024390,EFHD1,ENSCPRG00005009720,EFHD1,ENSGALG00000001428,EFHD1
ENSVKKG00000004352,ATP5MC2,ENSCPBG00000000551,ATP5MC2,ENSCPRG00005006864,ATP5MC2,ENSGALG00000030086,
ENSVKKG00000010410,SLC18B1,ENSCPBG00000017686,SLC18B1,ENSCPRG00005005728,SLC18B1,ENSGALG00000019961,SLC18B1
ENSVKKG00000009350,,ENSCPBG00000011110,,ENSCPRG00005018473,,ENSGALG00000020458,
ENSVKKG00000017502,EFL1,ENSCPBG00000017638,EFL1,ENSCPRG00005016302,EFL1,ENSGALG00000006225,EFL1
ENSVKKG00000004080,ANKS6,ENSCPBG00000000336,ANKS6,ENSCPRG00005014063,ANKS6,ENSGALG00000013196,ANKS6
ENSVKKG00000007456,TBCCD1,ENSCPBG00000000555,TBCCD1,ENSCPRG00005004793,TBCCD1,ENSGALG00000006566,TBCCD1
ENSVKKG00000005379,EIF5,ENSCPBG00000020321,EIF5,ENSCPRG00005015803,EIF5,ENSGALG00000011464,EIF5
ENSVKKG00000008227,OAT,ENSCPBG00000028074,OAT,ENSCPRG00005009806,OAT,ENSGALG00000031158,OAT
ENSVKKG00000013776,,ENSCPBG00000019936,,ENSCPRG00005017515,,ENSGALG00000032836,
ENSVKKG00000008923,RPL6,ENSCPBG00000006608,RPL6,ENSCPRG00005015546,RPL6,ENSGALG00000004818,RPL6
ENSVKKG00000018242,PHOSPHO2,ENSCPBG00000006530,PHOSPHO2,ENSCPRG00005015666,PHOSPHO2,ENSGALG00000020736,PHOSPHO2
ENSVKKG00000007862,SLC36A1,ENSCPBG00000010154,SLC36A1,ENSCPRG00005012734,SLC36A1,ENSGALG00000038582,SLC36A1
ENSVKKG00000003916,CCDC186,ENSCPBG00000003902,CCDC186,ENSCPRG00005010944,CCDC186,ENSGALG00000008956,CCDC186
ENSVKKG00000016401,CHMP6,ENSCPBG00000010494,CHMP6,ENSCPRG00005018314,CHMP6,ENSGALG00000026428,CHMP6
ENSVKKG00000002276,,ENSCPBG00000021148,SLC2A6,ENSCPRG00005007503,SLC2A6,ENSGALG00000002982,SLC2A6
ENSVKKG00000015452,ZMAT4,ENSCPBG00000002781,ZMAT4,ENSCPRG00005000717,ZMAT4,ENSGALG00000003470,ZMAT4
ENSVKKG00000013512,RANBP3,ENSCPBG00000006435,RANBP3,ENSCPRG00005013245,RANBP3,ENSGALG00000000577,RANBP3
ENSVKKG00000017561,URM1,ENSCPBG00000025196,URM1,ENSCPRG00005000380,URM1,ENSGALG00000004971,URM1
ENSVKKG00000010611,GMPR,ENSCPBG00000022372,GMPR,ENSCPRG00005002582,GMPR,ENSGALG00000012705,GMPR2
ENSVKKG00000012943,DNAJC15,ENSCPBG00000013565,DNAJC15,ENSCPRG00005001271,DNAJC15,ENSGALG00000016965,DNAJC15
ENSVKKG00000012970,,ENSCPBG00000022510,,ENSCPRG00005016115,,ENSGALG00000027234,HOXA13
ENSVKKG00000005700,PHKG1,ENSCPBG00000014873,PHKG1,ENSCPRG00005007968,PHKG1,ENSGALG00000002485,PHKG1
ENSVKKG00000014658,TMPRSS2,ENSCPBG00000012905,TMPRSS2,ENSCPRG00005016148,TMPRSS2,ENSGALG00000016144,TMPRSS2
ENSVKKG00000012402,METTL14,ENSCPBG00000024769,METTL14,ENSCPRG00005004897,METTL14,ENSGALG00000012000,METTL14
ENSVKKG00000012350,PEX5L,ENSCPBG00000026944,PEX5L,ENSCPRG00005010104,PEX5L,ENSGALG00000043386,PEX5L
ENSVKKG00000004114,CLPTM1L,ENSCPBG00000015994,CLPTM1L,ENSCPRG00005014157,CLPTM1L,ENSGALG00000013187,CLPTM1L
ENSVKKG00000016384,CDK6,ENSCPBG00000024578,CDK6,ENSCPRG00005013757,CDK6,ENSGALG00000009476,CDK6
