eggnog_name,chicken_102_gene_id,chicken_110_gene_id,turtle_3_gene_id,komodo_gene_id,crocodile_gene_id
ACTR3,ENSGALG00000012159,ENSGALG00010019319,ENSCPBG00000010170,ENSVKKG00000003292,ENSCPRG00005003555
ACTR3B,ENSGALG00000006292,ENSGALG00010027153,ENSCPBG00000018243,ENSVKKG00000000534,ENSCPRG00005004962
ACTR5,ENSGALG00000003559,ENSGALG00010023731,ENSCPBG00000018183,ENSVKKG00000012645,ENSCPRG00005012453
ACTR6,ENSGALG00000040976,ENSGALG00010011496,ENSCPBG00000004488,ENSVKKG00000010241,ENSCPRG00005019155
ACTR8,ENSGALG00000005385,ENSGALG00010027864,ENSCPBG00000021427,ENSVKKG00000009796,ENSCPRG00005018996
ACTRT2,"{'ENSGALG00000001078', 'ENSGALG00000051432'}",ENSGALG00010019660,"{'ENSCPBG00000021480', 'ENSCPBG00000021482'}","{'ENSVKKG00000006054', 'ENSVKKG00000006081'}",ENSCPRG00005012564
ACVR1,ENSGALG00000037301,ENSGALG00010010745,ENSCPBG00000026496,ENSVKKG00000016620,ENSCPRG00005008980
ACVR1B,ENSGALG00000029599,ENSGALG00010022190,ENSCPBG00000019469,ENSVKKG00000005455,ENSCPRG00005001974
ACVR1C,ENSGALG00000041257,ENSGALG00010010638,ENSCPBG00000026513,ENSVKKG00000016621,ENSCPRG00005008976
ACVR2A,ENSGALG00000012444,ENSGALG00010009474,ENSCPBG00000025780,ENSVKKG00000005716,ENSCPRG00005007643
ACVR2B,ENSGALG00000006158,ENSGALG00010027103,ENSCPBG00000018300,ENSVKKG00000015062,ENSCPRG00005004570
ACVRL1,ENSGALG00000035635,ENSGALG00010022215,ENSCPBG00000019466,ENSVKKG00000005458,ENSCPRG00005001977
ACY1,ENSGALG00000042984,ENSGALG00010027529,ENSCPBG00000016540,ENSVKKG00000015162,
ACYP1,ENSGALG00000010307,ENSGALG00010006128,ENSCPBG00000026240,ENSVKKG00000015808,ENSCPRG00005004949
ACYP2,ENSGALG00000027632,ENSGALG00010016916,"{'ENSCPBG00000024417', 'ENSCPBG00000011563'}",ENSVKKG00000010627,ENSCPRG00005014089
ADA,ENSGALG00000004170,ENSGALG00010024286,"{'ENSCPBG00000017689', 'ENSCPBG00000017718'}",ENSVKKG00000012213,ENSCPRG00005011778
ADAD1,"{'ENSGALG00000050669', 'ENSGALG00000044995'}",ENSGALG00010004235,ENSCPBG00000024656,ENSVKKG00000007611,ENSCPRG00005004661
ADAL,ENSGALG00000004038,ENSGALG00010024897,ENSCPBG00000010776,ENSVKKG00000007595,ENSCPRG00005009337
ADAM10,ENSGALG00000004212,ENSGALG00010025336,"{'ENSCPBG00000003190', 'ENSCPBG00000005016'}",ENSVKKG00000017367,ENSCPRG00005009466
ADAM11,ENSGALG00000035673,ENSGALG00010021782,ENSCPBG00000008918,ENSVKKG00000016135,ENSCPRG00005007583
ADAM12,ENSGALG00000041255,ENSGALG00010002570,ENSCPBG00000028042,ENSVKKG00000008267,ENSCPRG00005009683
ADAM15,ENSGALG00000054512,,ENSCPBG00000025629,,ENSCPRG00005002552
ADAM17,ENSGALG00000016427,ENSGALG00010003348,ENSCPBG00000014063,ENSVKKG00000006243,ENSCPRG00005006916
ADAM19,ENSGALG00000003744,ENSGALG00010015002,"{'ENSCPBG00000001580', 'ENSCPBG00000001605'}",ENSVKKG00000014935,ENSCPRG00005013333
ADAM20,ENSGALG00000021341,ENSGALG00010001774,,,
ADAM22,ENSGALG00000008976,ENSGALG00010004242,ENSCPBG00000021249,ENSVKKG00000003644,ENSCPRG00005012213
ADAM23,ENSGALG00000008582,"{'ENSGALG00010026825', 'ENSGALG00010025836'}",ENSCPBG00000019586,ENSVKKG00000018541,ENSCPRG00005001887
ADAM28,ENSGALG00000000357,ENSGALG00010019012,ENSCPBG00000002623,ENSVKKG00000013473,ENSCPRG00005014210
ADAM29,ENSGALG00000013838,"{'ENSGALG00010021396', 'ENSGALG00010025903'}","{'ENSCPBG00000003639', 'ENSCPBG00000018787'}","{'ENSVKKG00000001079', 'ENSVKKG00000001017', 'ENSVKKG00000008732'}","{'ENSCPRG00005018209', 'ENSCPRG00005014600', 'ENSCPRG00005018212'}"
ADAM32,"{'ENSGALG00000047639', 'ENSGALG00000044866'}","{'ENSGALG00010017720', 'ENSGALG00010017698', 'ENSGALG00010017737'}","{'ENSCPBG00000004562', 'ENSCPBG00000004609'}","{'ENSVKKG00000015455', 'ENSVKKG00000015458'}",ENSCPRG00005001062
ADAM33,ENSGALG00000030602,ENSGALG00010018068,ENSCPBG00000024521,ENSVKKG00000018324,ENSCPRG00005018796
ADAM8,ENSGALG00000053549,ENSGALG00010020013,ENSCPBG00000011615,,
ADAM9,ENSGALG00000003398,ENSGALG00010017571,ENSCPBG00000004827,ENSVKKG00000015462,ENSCPRG00005001093
ADAMTS1,ENSGALG00000040342,ENSGALG00010010659,ENSCPBG00000026815,ENSVKKG00000010486,ENSCPRG00005013434
ADAMTS10,ENSGALG00000033157,ENSGALG00010028549,ENSCPBG00000011174,ENSVKKG00000003112,ENSCPRG00005009438
ADAMTS12,ENSGALG00000003295,ENSGALG00010013174,ENSCPBG00000013170,ENSVKKG00000011502,ENSCPRG00005015643
ADAMTS13,ENSGALG00000033597,ENSGALG00010028869,"{'ENSCPBG00000021150', 'ENSCPBG00000021151'}",ENSVKKG00000002285,ENSCPRG00005007373
ADAMTS14,ENSGALG00000039219,ENSGALG00010020285,ENSCPBG00000025909,ENSVKKG00000003722,ENSCPRG00005009311
ADAMTS15,ENSGALG00000001407,ENSGALG00010022967,ENSCPBG00000026857,ENSVKKG00000015490,ENSCPRG00005001528
ADAMTS17,ENSGALG00000038688,ENSGALG00010018887,ENSCPBG00000019583,ENSVKKG00000017824,ENSCPRG00005017685
ADAMTS18,ENSGALG00000005347,ENSGALG00010007698,ENSCPBG00000009520,ENSVKKG00000014196,ENSCPRG00005005562
ADAMTS19,ENSGALG00000000151,ENSGALG00010009683,ENSCPBG00000020290,ENSVKKG00000008086,ENSCPRG00005010504
ADAMTS2,ENSGALG00000032974,ENSGALG00010015111,ENSCPBG00000008971,ENSVKKG00000001321,ENSCPRG00005011547
ADAMTS20,ENSGALG00000009572,ENSGALG00010001858,ENSCPBG00000015412,ENSVKKG00000000313,ENSCPRG00005009043
ADAMTS3,ENSGALG00000011623,ENSGALG00010004385,ENSCPBG00000019552,ENSVKKG00000018363,ENSCPRG00005006972
ADAMTS4,ENSGALG00000030502,ENSGALG00010027561,ENSCPBG00000009246,ENSVKKG00000007247,
ADAMTS5,ENSGALG00000015795,ENSGALG00010010712,"{'ENSCPBG00000026820', 'ENSCPBG00000026814'}",ENSVKKG00000010483,ENSCPRG00005013460
ADAMTS6,ENSGALG00000014751,ENSGALG00010012188,ENSCPBG00000026837,ENSVKKG00000005178,ENSCPRG00005017192
ADAMTS7,ENSGALG00000008164,ENSGALG00010016209,ENSCPBG00000025373,ENSVKKG00000016133,ENSCPRG00005001232
ADAMTS8,ENSGALG00000001370,ENSGALG00010022959,ENSCPBG00000026860,ENSVKKG00000015491,ENSCPRG00005001449
ADAMTS9,ENSGALG00000041750,ENSGALG00010020246,"{'ENSCPBG00000026851', 'ENSCPBG00000026862'}",ENSVKKG00000013689,ENSCPRG00005016132
ADAMTSL1,ENSGALG00000020554,ENSGALG00010016043,ENSCPBG00000018927,ENSVKKG00000014689,ENSCPRG00005000579
ADAMTSL2,"{'ENSGALG00000002955', 'ENSGALG00000047573'}","{'ENSGALG00010028876', 'ENSGALG00010010924'}","{'ENSCPBG00000021141', 'ENSCPBG00000025805'}","{'ENSVKKG00000008962', 'ENSVKKG00000013440'}","{'ENSCPRG00005007533', 'ENSCPRG00005006337'}"
ADAMTSL3,"{'ENSGALG00000054145', 'ENSGALG00000047695', 'ENSGALG00000053663', 'ENSGALG00000006104'}",ENSGALG00010016874,ENSCPBG00000017620,ENSVKKG00000017496,ENSCPRG00005016284
ADAMTSL5,ENSGALG00000024298,ENSGALG00010027448,ENSCPBG00000012355,"{'ENSVKKG00000015690', 'ENSVKKG00000015691'}",
ADAP1,"{'ENSGALG00000012416', 'ENSGALG00000003819', 'ENSGALG00000054943'}","{'ENSGALG00010022304', 'ENSGALG00010010911'}","{'ENSCPBG00000020562', 'ENSCPBG00000023061'}","{'ENSVKKG00000006902', 'ENSVKKG00000006453'}","{'ENSCPRG00005018969', 'ENSCPRG00005017273', 'ENSCPRG00005017274'}"
ADAP2,ENSGALG00000003319,ENSGALG00010029597,ENSCPBG00000004739,,ENSCPRG00005001848
ADAR,ENSGALG00000021475,ENSGALG00010027916,ENSCPBG00000024639,ENSVKKG00000009902,ENSCPRG00005013761
ADARB1,ENSGALG00000007527,ENSGALG00010013527,ENSCPBG00000004191,ENSVKKG00000013658,ENSCPRG00005007061
ADARB2,ENSGALG00000006797,ENSGALG00010004275,ENSCPBG00000017055,ENSVKKG00000013667,ENSCPRG00005006613
ADAT1,ENSGALG00000000908,ENSGALG00010008864,ENSCPBG00000026967,ENSVKKG00000014589,ENSCPRG00005008896
ADAT2,ENSGALG00000019976,ENSGALG00010005712,ENSCPBG00000017163,ENSVKKG00000009062,ENSCPRG00005001003
ADCK1,ENSGALG00000010504,ENSGALG00010004999,ENSCPBG00000026334,ENSVKKG00000016102,ENSCPRG00005005550
ADCK2,ENSGALG00000012863,ENSGALG00010013393,ENSCPBG00000011871,ENSVKKG00000003330,ENSCPRG00005017976
ADCK3,ENSGALG00000009082,ENSGALG00010018033,"{'ENSCPBG00000023687', 'ENSCPBG00000011936'}",ENSVKKG00000015655,ENSCPRG00005003488
ADCK5,ENSGALG00000047027,ENSGALG00010008108,ENSCPBG00000018907,ENSVKKG00000017101,
ADCY1,ENSGALG00000031170,ENSGALG00010008388,ENSCPBG00000016626,ENSVKKG00000010985,ENSCPRG00005012310
ADCY10,"{'ENSGALG00000044541', 'ENSGALG00000053309', 'ENSGALG00000052413'}","{'ENSGALG00010008077', 'ENSGALG00010008900', 'ENSGALG00010009074', 'ENSGALG00010008122', 'ENSGALG00010008080', 'ENSGALG00010008070', 'ENSGALG00010008089', 'ENSGALG00010009087', 'ENSGALG00010001139', 'ENSGALG00010009077', 'ENSGALG00010008085', 'ENSGALG00010009124', 'ENSGALG00010009090', 'ENSGALG00010001184'}",ENSCPBG00000003662,ENSVKKG00000013697,ENSCPRG00005005155
ADCY2,ENSGALG00000013060,ENSGALG00010000808,ENSCPBG00000005301,ENSVKKG00000004152,ENSCPRG00005014765
ADCY3,ENSGALG00000016608,ENSGALG00010010724,ENSCPBG00000022281,ENSVKKG00000001342,ENSCPRG00005002712
ADCY5,ENSGALG00000031244,ENSGALG00010018531,ENSCPBG00000013781,ENSVKKG00000013993,ENSCPRG00005001637
ADCY6,ENSGALG00000050760,ENSGALG00010022807,ENSCPBG00000019978,ENSVKKG00000003805,ENSCPRG00005001591
ADCY7,ENSGALG00000003837,ENSGALG00010024074,ENSCPBG00000015953,ENSVKKG00000003484,ENSCPRG00005003595
ADCY8,ENSGALG00000030251,ENSGALG00010007962,ENSCPBG00000020454,ENSVKKG00000004112,ENSCPRG00005010675
ADCY9,ENSGALG00000007779,ENSGALG00010016544,ENSCPBG00000026366,ENSVKKG00000008058,ENSCPRG00005002855
ADCYAP1,ENSGALG00000014858,ENSGALG00010004036,ENSCPBG00000027547,ENSVKKG00000000642,ENSCPRG00005012688
ADCYAP1R1,ENSGALG00000005223,ENSGALG00010027355,ENSCPBG00000004400,ENSVKKG00000014518,ENSCPRG00005002121
ADD1,ENSGALG00000015664,ENSGALG00010016011,"{'ENSCPBG00000013809', 'ENSCPBG00000001292'}",ENSVKKG00000008378,ENSCPRG00005001982
ADD2,ENSGALG00000026948,ENSGALG00010019291,ENSCPBG00000003740,ENSVKKG00000004884,ENSCPRG00005016445
ADD3,ENSGALG00000008542,ENSGALG00010020211,ENSCPBG00000012833,ENSVKKG00000003880,ENSCPRG00005011399
ADGB,"{'ENSGALG00000050975', 'ENSGALG00000012317'}",ENSGALG00010005391,ENSCPBG00000016665,ENSVKKG00000000411,ENSCPRG00005000312
ADGRA1,ENSGALG00000007045,ENSGALG00010021966,,,ENSCPRG00005013764
ADH5,ENSGALG00000012245,,ENSCPBG00000016220,ENSVKKG00000011183,"{'ENSCPRG00005012228', 'ENSCPRG00005012650'}"
ADH6,ENSGALG00000020160,ENSGALG00010004716,,,
ADH7,ENSGALG00000030614,ENSGALG00010006035,"{'ENSCPBG00000002805', 'ENSCPBG00000017488', 'ENSCPBG00000016087', 'ENSCPBG00000016223'}","{'ENSVKKG00000009827', 'ENSVKKG00000011185', 'ENSVKKG00000011186'}",
ADHFE1,ENSGALG00000031860,ENSGALG00010002884,ENSCPBG00000021371,ENSVKKG00000016771,ENSCPRG00005017676
ADI1,ENSGALG00000025796,ENSGALG00010003471,ENSCPBG00000021621,ENSVKKG00000000141,"{'ENSCPRG00005008530', 'ENSCPRG00005008559', 'ENSCPRG00005008536'}"
ADIPOQ,ENSGALG00000005554,ENSGALG00010025618,ENSCPBG00000019218,ENSVKKG00000011193,
ADIPOR1,ENSGALG00000000094,ENSGALG00010024810,ENSCPBG00000012604,ENSVKKG00000008729,ENSCPRG00005006535
ADIPOR2,ENSGALG00000035533,ENSGALG00010013910,ENSCPBG00000027429,ENSVKKG00000018575,ENSCPRG00005016366
ADIRF,ENSGALG00000030461,ENSGALG00010010541,,,
ADK,ENSGALG00000005057,ENSGALG00010022429,ENSCPBG00000012703,ENSVKKG00000011634,ENSCPRG00005007901
ADM,ENSGALG00000046593,"{'ENSGALG00010021090', 'ENSGALG00010021094'}",ENSCPBG00000023639,ENSVKKG00000015002,ENSCPRG00005005484
ADMP,ENSGALG00000037408,ENSGALG00010028497,ENSCPBG00000017074,ENSVKKG00000015716,ENSCPRG00005013027
ADNP,ENSGALG00000007989,ENSGALG00010014260,ENSCPBG00000015610,ENSVKKG00000016433,ENSCPRG00005004649
ADNP2,ENSGALG00000035669,ENSGALG00010008011,ENSCPBG00000006445,ENSVKKG00000006586,ENSCPRG00005004411
ADORA1,ENSGALG00000000168,ENSGALG00010024589,ENSCPBG00000010079,"{'ENSVKKG00000015775', 'ENSVKKG00000015774'}",ENSCPRG00005006061
ADORA2A,ENSGALG00000006642,ENSGALG00010026448,ENSCPBG00000002134,ENSVKKG00000009322,ENSCPRG00005002151
ADORA2B,ENSGALG00000014182,ENSGALG00010029723,ENSCPBG00000020029,ENSVKKG00000014253,ENSCPRG00005013968
ADORA3,ENSGALG00000001462,ENSGALG00010027577,ENSCPBG00000021261,ENSVKKG00000009809,"{'ENSCPRG00005015844', 'ENSCPRG00005015841'}"
ADPGK,ENSGALG00000001788,ENSGALG00010021594,ENSCPBG00000006389,ENSVKKG00000007090,ENSCPRG00005006350
ADPRH,"{'ENSGALG00000031996', 'ENSGALG00000015473'}","{'ENSGALG00010008318', 'ENSGALG00010023411', 'ENSGALG00010025638'}","{'ENSCPBG00000006181', 'ENSCPBG00000012385'}","{'ENSVKKG00000012092', 'ENSVKKG00000001781'}",ENSCPRG00005011292
ADPRHL1,"{'ENSGALG00000054982', 'ENSGALG00000016826'}",ENSGALG00010014488,ENSCPBG00000019806,ENSVKKG00000009884,ENSCPRG00005016301
ADPRHL2,ENSGALG00000002304,ENSGALG00010018267,ENSCPBG00000018548,ENSVKKG00000012747,ENSCPRG00005018046
ADPRM,ENSGALG00000041763,ENSGALG00010029563,ENSCPBG00000027762,ENSVKKG00000001648,ENSCPRG00005012273
ADRA1A,ENSGALG00000000469,ENSGALG00010018356,ENSCPBG00000002911,ENSVKKG00000015082,ENSCPRG00005014150
ADRA1B,ENSGALG00000001416,ENSGALG00010009333,ENSCPBG00000008010,ENSVKKG00000018356,ENSCPRG00005007082
ADRA1D,ENSGALG00000038787,ENSGALG00010016428,ENSCPBG00000024606,,ENSCPRG00005018848
ADRA2A,ENSGALG00000023521,ENSGALG00010019738,ENSCPBG00000012851,ENSVKKG00000003893,ENSCPRG00005011290
ADRA2B,ENSGALG00000052016,ENSGALG00010020111,ENSCPBG00000010972,,ENSCPRG00005012949
ADRA2C,ENSGALG00000015608,ENSGALG00010016648,ENSCPBG00000025056,ENSVKKG00000010177,ENSCPRG00005003063
ADRB1,ENSGALG00000008949,ENSGALG00010022411,ENSCPBG00000004231,ENSVKKG00000003915,ENSCPRG00005010951
ADRB2,ENSGALG00000040035,ENSGALG00010012314,ENSCPBG00000007688,ENSVKKG00000013320,ENSCPRG00005007778
ADRB3,ENSGALG00000019018,ENSGALG00010017438,ENSCPBG00000005773,ENSVKKG00000015109,
ADRBK1,ENSGALG00000042741,ENSGALG00010023175,ENSCPBG00000000461,ENSVKKG00000017049,ENSCPRG00005012206
ADRBK2,ENSGALG00000037097,ENSGALG00010021212,ENSCPBG00000021586,ENSVKKG00000017918,ENSCPRG00005011116
ADRM1,ENSGALG00000005200,ENSGALG00010022954,ENSCPBG00000027092,ENSVKKG00000003872,ENSCPRG00005005435
ADSL,ENSGALG00000012034,ENSGALG00010013095,ENSCPBG00000022923,ENSVKKG00000016480,ENSCPRG00005019048
ADSS,ENSGALG00000010702,ENSGALG00010008285,ENSCPBG00000008911,ENSVKKG00000005856,ENSCPRG00005014241
ADSSL1,ENSGALG00000011618,ENSGALG00010017318,ENSCPBG00000020185,ENSVKKG00000000203,ENSCPRG00005015931
ADTRP,ENSGALG00000032683,ENSGALG00010010626,"{'ENSCPBG00000027014', 'ENSCPBG00000008466'}","{'ENSVKKG00000003984', 'ENSVKKG00000018399'}",ENSCPRG00005002115
AEBP1,ENSGALG00000041834,ENSGALG00010019072,ENSCPBG00000001383,ENSVKKG00000015434,
AEBP2,ENSGALG00000038026,ENSGALG00010013791,ENSCPBG00000022682,ENSVKKG00000014574,ENSCPRG00005012303
AEN,ENSGALG00000044204,ENSGALG00010015900,ENSCPBG00000017884,ENSVKKG00000017831,ENSCPRG00005016992
AES,ENSGALG00000051146,ENSGALG00010027173,ENSCPBG00000010838,ENSVKKG00000006945,ENSCPRG00005011947
AFAP1,ENSGALG00000015556,ENSGALG00010009608,ENSCPBG00000023272,ENSVKKG00000012601,ENSCPRG00005003509
AFAP1L1,ENSGALG00000039628,ENSGALG00010011745,ENSCPBG00000007799,ENSVKKG00000013311,ENSCPRG00005007715
AFAP1L2,ENSGALG00000008999,ENSGALG00010022436,ENSCPBG00000003653,ENSVKKG00000003919,ENSCPRG00005010915
AFF1,ENSGALG00000043935,ENSGALG00010004505,ENSCPBG00000005382,ENSVKKG00000010747,ENSCPRG00005013372
AFF2,ENSGALG00000009168,ENSGALG00010013206,ENSCPBG00000020831,ENSVKKG00000010835,ENSCPRG00005006908
AFF3,ENSGALG00000016767,ENSGALG00010015886,ENSCPBG00000007277,ENSVKKG00000006265,"{'ENSCPRG00005012217', 'ENSCPRG00005012170'}"
AFF4,ENSGALG00000030147,ENSGALG00010013737,"{'ENSCPBG00000016549', 'ENSCPBG00000016541'}",ENSVKKG00000011838,ENSCPRG00005008462
AFG3L2,ENSGALG00000013853,ENSGALG00010001199,"{'ENSCPBG00000028395', 'ENSCPBG00000013712'}",ENSVKKG00000017615,ENSCPRG00005007855
AFMID,ENSGALG00000000109,ENSGALG00010029330,ENSCPBG00000011375,ENSVKKG00000004553,
AFTPH,ENSGALG00000008828,ENSGALG00010017141,ENSCPBG00000013222,ENSVKKG00000008140,ENSCPRG00005013021
AGA,ENSGALG00000010716,ENSGALG00010004457,ENSCPBG00000003373,ENSVKKG00000016717,ENSCPRG00005011436
AGAP1,ENSGALG00000004045,ENSGALG00010012571,ENSCPBG00000023256,ENSVKKG00000009703,ENSCPRG00005005814
AGAP3,ENSGALG00000043576,ENSGALG00010024966,ENSCPBG00000012203,"{'ENSVKKG00000004926', 'ENSVKKG00000004925'}",ENSCPRG00005000491
AGBL1,ENSGALG00000006819,ENSGALG00010020345,ENSCPBG00000017937,ENSVKKG00000000544,ENSCPRG00005017088
AGBL2,ENSGALG00000029618,ENSGALG00010021737,"{'ENSCPBG00000016934', 'ENSCPBG00000016937'}",ENSVKKG00000017186,ENSCPRG00005013922
AGBL3,ENSGALG00000011727,"{'ENSGALG00010014468', 'ENSGALG00010012035'}",ENSCPBG00000005853,ENSVKKG00000009964,
AGBL4,ENSGALG00000036909,ENSGALG00010027088,"{'ENSCPBG00000010006', 'ENSCPBG00000009998', 'ENSCPBG00000010011'}",ENSVKKG00000010492,"{'ENSCPRG00005018057', 'ENSCPRG00005018070'}"
AGBL5,ENSGALG00000038639,ENSGALG00010009089,ENSCPBG00000005761,ENSVKKG00000008417,
AGFG1,ENSGALG00000003052,ENSGALG00010023830,ENSCPBG00000019516,ENSVKKG00000011833,ENSCPRG00005004202
AGGF1,ENSGALG00000004311,ENSGALG00010010457,ENSCPBG00000001764,ENSVKKG00000001300,ENSCPRG00005017448
AGK,ENSGALG00000012870,ENSGALG00010013561,ENSCPBG00000011764,ENSVKKG00000003376,ENSCPRG00005017939
AGL,ENSGALG00000005407,ENSGALG00010024024,ENSCPBG00000026690,ENSVKKG00000007188,ENSCPRG00005014532
AGMAT,ENSGALG00000031872,ENSGALG00010020903,,ENSVKKG00000009341,ENSCPRG00005018538
AGMO,ENSGALG00000010792,ENSGALG00010004109,ENSCPBG00000021836,ENSVKKG00000018112,ENSCPRG00005015123
AGO,ENSGALG00000017336,ENSGALG00010001674,,ENSVKKG00000011373,ENSCPRG00005016934
AGO1,ENSGALG00000002249,ENSGALG00010014990,ENSCPBG00000018594,ENSVKKG00000000258,ENSCPRG00005018066
AGO2,ENSGALG00000040957,ENSGALG00010009068,ENSCPBG00000019183,ENSVKKG00000014483,ENSCPRG00005012306
AGO3,ENSGALG00000043711,ENSGALG00010014949,ENSCPBG00000018583,ENSVKKG00000000044,ENSCPRG00005018060
AGO4,ENSGALG00000039713,ENSGALG00010015009,ENSCPBG00000018602,ENSVKKG00000007758,ENSCPRG00005018080
AGPAT2,"{'ENSGALG00000050616', 'ENSGALG00000023517', 'ENSGALG00000044527'}","{'ENSGALG00010023674', 'ENSGALG00010028918', 'ENSGALG00010029568'}",ENSCPBG00000012266,"{'ENSVKKG00000013546', 'ENSVKKG00000013149', 'ENSVKKG00000016148'}","{'ENSCPRG00005007872', 'ENSCPRG00005007800'}"
AGPAT3,ENSGALG00000031932,ENSGALG00010011961,ENSCPBG00000018276,ENSVKKG00000013917,ENSCPRG00005016481
AGPAT4,ENSGALG00000011571,ENSGALG00010006227,ENSCPBG00000000721,ENSVKKG00000016860,ENSCPRG00005017619
AGPAT5,ENSGALG00000016329,ENSGALG00010002239,ENSCPBG00000022025,ENSVKKG00000000459,ENSCPRG00005010342
AGPAT6,ENSGALG00000003518,ENSGALG00010018071,ENSCPBG00000002848,ENSVKKG00000015447,ENSCPRG00005000656
AGPAT9,"{'ENSGALG00000043256', 'ENSGALG00000011221'}","{'ENSGALG00010004963', 'ENSGALG00010002614'}",ENSCPBG00000007766,ENSVKKG00000009812,ENSCPRG00005015172
AGPS,ENSGALG00000009236,ENSGALG00010024011,ENSCPBG00000003348,ENSVKKG00000002044,ENSCPRG00005013779
AGR2,ENSGALG00000010825,ENSGALG00010004377,ENSCPBG00000021880,ENSVKKG00000018105,ENSCPRG00005015225
AGR3,ENSGALG00000019651,ENSGALG00010004391,ENSCPBG00000021881,ENSVKKG00000018104,ENSCPRG00005015251
AGRN,ENSGALG00000039193,ENSGALG00010021766,ENSCPBG00000022148,ENSVKKG00000001607,ENSCPRG00005002164
AGRP,ENSGALG00000002244,ENSGALG00010021641,ENSCPBG00000015629,ENSVKKG00000013709,
AGT,ENSGALG00000011117,ENSGALG00010007759,ENSCPBG00000006219,ENSVKKG00000017440,ENSCPRG00005017225
AGTPBP1,ENSGALG00000012595,ENSGALG00010008636,ENSCPBG00000005173,ENSVKKG00000008791,ENSCPRG00005006984
AGTR1,ENSGALG00000038512,ENSGALG00010017056,ENSCPBG00000011883,ENSVKKG00000015756,
AGTR2,ENSGALG00000005936,ENSGALG00010018860,ENSCPBG00000016768,ENSVKKG00000010563,ENSCPRG00005005578
AGTRAP,ENSGALG00000004623,ENSGALG00010017615,ENSCPBG00000021983,ENSVKKG00000001344,ENSCPRG00005014711
AGXT,ENSGALG00000020943,ENSGALG00010024959,ENSCPBG00000014445,ENSVKKG00000007939,ENSCPRG00005009868
AGXT2,ENSGALG00000003432,ENSGALG00010013296,ENSCPBG00000021316,ENSVKKG00000000304,ENSCPRG00005015693
AHCTF1,ENSGALG00000010630,ENSGALG00010010125,ENSCPBG00000017000,ENSVKKG00000000174,ENSCPRG00005013777
AHCY,ENSGALG00000033677,ENSGALG00010024732,ENSCPBG00000018709,ENSVKKG00000016993,ENSCPRG00005012824
AHCYL1,ENSGALG00000000329,ENSGALG00010024459,ENSCPBG00000001538,ENSVKKG00000005870,ENSCPRG00005003766
AHCYL2,ENSGALG00000032868,ENSGALG00010005511,ENSCPBG00000017527,ENSVKKG00000000541,ENSCPRG00005002992
AHDC1,ENSGALG00000055006,ENSGALG00010016852,ENSCPBG00000024880,ENSVKKG00000005569,ENSCPRG00005003254
AHI1,ENSGALG00000013951,ENSGALG00010005462,ENSCPBG00000017619,ENSVKKG00000009133,ENSCPRG00005001962
AHNAK2,ENSGALG00000011687,"{'ENSGALG00010020018', 'ENSGALG00010020003'}",ENSCPBG00000020396,,ENSCPRG00005015998
AHR,ENSGALG00000010836,ENSGALG00010004433,ENSCPBG00000021882,ENSVKKG00000018102,ENSCPRG00005015276
AHR-1,ENSGALG00000004322,ENSGALG00010014105,ENSCPBG00000016894,,ENSCPRG00005005331
AHR2,ENSGALG00000023742,ENSGALG00010013824,,,
AHRR,ENSGALG00000013402,ENSGALG00010008251,ENSCPBG00000001668,"{'ENSVKKG00000007667', 'ENSVKKG00000007666'}",ENSCPRG00005013811
AHSA1,ENSGALG00000010463,ENSGALG00010005335,ENSCPBG00000026319,ENSVKKG00000016084,ENSCPRG00005005446
AHSA2,ENSGALG00000004483,ENSGALG00010019287,"{'ENSCPBG00000026170', 'ENSCPBG00000026169'}",,ENSCPRG00005013659
AHSG,ENSGALG00000008601,ENSGALG00010016067,ENSCPBG00000001309,ENSVKKG00000012302,ENSCPRG00005010739
AICDA,ENSGALG00000014280,ENSGALG00010022690,ENSCPBG00000014337,ENSVKKG00000002192,ENSCPRG00005012603
AIDA,ENSGALG00000009426,ENSGALG00010016831,ENSCPBG00000012444,ENSVKKG00000015563,ENSCPRG00005002741
AIF1L,ENSGALG00000029834,ENSGALG00010027654,"{'ENSCPBG00000022607', 'ENSCPBG00000015823', 'ENSCPBG00000014627'}",ENSVKKG00000005064,"{'ENSCPRG00005004173', 'ENSCPRG00005004035'}"
AIFM1,ENSGALG00000004003,ENSGALG00010016598,ENSCPBG00000012035,ENSVKKG00000011951,
AIFM2,ENSGALG00000004777,ENSGALG00010020750,ENSCPBG00000025938,ENSVKKG00000002804,ENSCPRG00005006719
AIFM3,"{'ENSGALG00000023787', 'ENSGALG00000007720'}","{'ENSGALG00010000431', 'ENSGALG00010029356'}","{'ENSCPBG00000020394', 'ENSCPBG00000011920'}","{'ENSVKKG00000002075', 'ENSVKKG00000009683'}",ENSCPRG00005015915
AIG1,ENSGALG00000013780,ENSGALG00010005748,ENSCPBG00000017164,ENSVKKG00000009064,ENSCPRG00005001042
AIM1,"{'ENSGALG00000047141', 'ENSGALG00000015345'}",ENSGALG00010013160,ENSCPBG00000004238,ENSVKKG00000000170,ENSCPRG00005001130
AIM1L,ENSGALG00000031183,ENSGALG00010016744,ENSCPBG00000025018,ENSVKKG00000005828,ENSCPRG00005004199
AIMP1,ENSGALG00000010553,ENSGALG00010006049,ENSCPBG00000004055,ENSVKKG00000010093,ENSCPRG00005005940
