ref_komodo_stable_id,komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000000291,ENSVKKG00000000291,SLC44A3,ENSCPBG00000017381,SLC44A3,ortholog_one2one,ENSCPRG00005014876,SLC44A3,ortholog_one2one,ENSGALG00000005610,SLC44A3,ortholog_one2one,ENSG00000143036,SLC44A3,ortholog_one2one,ENSMUSG00000039865,Slc44a3,ortholog_one2one
ENSVKKG00000000293,ENSVKKG00000000293,CALML3,ENSCPBG00000019226,CALML3,ortholog_one2one,,,,ENSGALG00000008424,CALML3,ortholog_one2one,ENSG00000178363,CALML3,ortholog_one2one,ENSMUSG00000063130,Calml3,ortholog_one2one
ENSVKKG00000000294,ENSVKKG00000000294,AKR1A1,ENSCPBG00000005428,AKR1A1,ortholog_one2one,ENSCPRG00005017833,AKR1A1,ortholog_one2one,ENSGALG00000010244,AKR1A1,ortholog_one2one,ENSG00000117448,AKR1A1,ortholog_one2one,ENSMUSG00000028692,Akr1a1,ortholog_one2one
ENSVKKG00000000295,ENSVKKG00000000295,WDR49,ENSCPBG00000016123,WDR49,ortholog_one2one,ENSCPRG00005008439,WDR49,ortholog_one2one,,,,ENSG00000174776,WDR49,ortholog_one2one,ENSMUSG00000104301,Wdr49,ortholog_one2one
ENSVKKG00000000301,ENSVKKG00000000301,,ENSCPBG00000012111,DPEP2,ortholog_one2many,ENSCPRG00005002892,DPEP2,ortholog_one2many,ENSGALG00000003433,DPEP2,ortholog_one2many,ENSG00000167261,DPEP2,ortholog_one2many,"{'ENSMUSG00000053687', 'ENSMUSG00000115067'}",Dpep2,ortholog_many2many
ENSVKKG00000000308,ENSVKKG00000000308,NET1,ENSCPBG00000019175,NET1,ortholog_one2one,ENSCPRG00005002070,NET1,ortholog_one2one,ENSGALG00000008437,NET1,ortholog_one2one,ENSG00000173848,NET1,ortholog_one2one,ENSMUSG00000021215,Net1,ortholog_one2one
ENSVKKG00000000309,ENSVKKG00000000309,NASP,ENSCPBG00000005434,NASP,ortholog_one2one,ENSCPRG00005017842,NASP,ortholog_one2one,ENSGALG00000010255,NASP,ortholog_one2one,ENSG00000132780,NASP,ortholog_one2one,ENSMUSG00000028693,Nasp,ortholog_one2one
ENSVKKG00000000315,ENSVKKG00000000315,EXD2,ENSCPBG00000021585,EXD2,ortholog_one2one,ENSCPRG00005018148,EXD2,ortholog_one2one,ENSGALG00000009456,EXD2,ortholog_one2one,ENSG00000081177,EXD2,ortholog_one2one,ENSMUSG00000032705,Exd2,ortholog_one2one
ENSVKKG00000000318,ENSVKKG00000000318,,ENSCPBG00000023229,KIF15,ortholog_one2many,ENSCPRG00005008486,KIF15,ortholog_one2many,ENSGALG00000036645,KIF15,ortholog_one2many,ENSG00000163808,KIF15,ortholog_one2many,ENSMUSG00000036768,Kif15,ortholog_one2many
ENSVKKG00000000325,ENSVKKG00000000325,F3,ENSCPBG00000017382,F3,ortholog_one2one,ENSCPRG00005014884,F3,ortholog_one2one,ENSGALG00000005619,F3,ortholog_one2one,ENSG00000117525,F3,ortholog_one2one,ENSMUSG00000028128,F3,ortholog_one2one
ENSVKKG00000000329,ENSVKKG00000000329,NUDT14,ENSCPBG00000020368,NUDT14,ortholog_one2one,ENSCPRG00005016074,NUDT14,ortholog_one2one,ENSGALG00000028940,NUDT14,ortholog_one2one,ENSG00000183828,NUDT14,ortholog_one2one,ENSMUSG00000002804,Nudt14,ortholog_one2one
ENSVKKG00000000333,ENSVKKG00000000333,STN1,ENSCPBG00000024481,STN1,ortholog_one2one,ENSCPRG00005012508,STN1,ortholog_one2one,ENSGALG00000008304,STN1,ortholog_one2one,ENSG00000107960,STN1,ortholog_one2one,ENSMUSG00000042694,Stn1,ortholog_one2one
ENSVKKG00000000336,ENSVKKG00000000336,,ENSCPBG00000023229,KIF15,ortholog_one2many,ENSCPRG00005008486,KIF15,ortholog_one2many,ENSGALG00000036645,KIF15,ortholog_one2many,ENSG00000163808,KIF15,ortholog_one2many,ENSMUSG00000036768,Kif15,ortholog_one2many
ENSVKKG00000000337,ENSVKKG00000000337,LRAT,ENSCPBG00000009316,LRAT,ortholog_one2one,ENSCPRG00005009270,LRAT,ortholog_one2one,ENSGALG00000009276,LRAT,ortholog_one2one,ENSG00000121207,LRAT,ortholog_one2one,ENSMUSG00000028003,Lrat,ortholog_one2one
ENSVKKG00000000340,ENSVKKG00000000340,,ENSCPBG00000012111,DPEP2,ortholog_one2many,ENSCPRG00005002892,DPEP2,ortholog_one2many,ENSGALG00000003433,DPEP2,ortholog_one2many,ENSG00000167261,DPEP2,ortholog_one2many,"{'ENSMUSG00000053687', 'ENSMUSG00000115067'}",Dpep2,ortholog_many2many
ENSVKKG00000000343,ENSVKKG00000000343,PPP1R36,ENSCPBG00000020341,PPP1R36,ortholog_one2one,ENSCPRG00005016089,PPP1R36,ortholog_one2one,ENSGALG00000040026,,ortholog_one2one,ENSG00000165807,PPP1R36,ortholog_one2one,ENSMUSG00000052221,Ppp1r36,ortholog_one2one
ENSVKKG00000000351,ENSVKKG00000000351,KIAA1143,ENSCPBG00000023259,KIAA1143,ortholog_one2one,ENSCPRG00005008529,KIAA1143,ortholog_one2one,ENSGALG00000035952,KIAA1143,ortholog_one2one,ENSG00000163807,KIAA1143,ortholog_one2one,ENSMUSG00000032551,1110059G10Rik,ortholog_one2one
ENSVKKG00000000356,ENSVKKG00000000356,RHEB,ENSCPBG00000018286,RHEB,ortholog_one2one,,,,ENSGALG00000039880,RHEB,ortholog_one2one,ENSG00000106615,RHEB,ortholog_one2one,ENSMUSG00000028945,Rheb,ortholog_one2one
ENSVKKG00000000361,ENSVKKG00000000361,MAP9,ENSCPBG00000009307,MAP9,ortholog_one2one,,,,ENSGALG00000020253,,ortholog_one2one,ENSG00000164114,MAP9,ortholog_one2one,ENSMUSG00000033900,Map9,ortholog_one2one
ENSVKKG00000000370,ENSVKKG00000000370,DNAJC10,ENSCPBG00000001445,DNAJC10,ortholog_one2one,ENSCPRG00005013416,DNAJC10,ortholog_one2one,ENSGALG00000008862,DNAJC10,ortholog_one2one,ENSG00000077232,DNAJC10,ortholog_one2one,ENSMUSG00000027006,Dnajc10,ortholog_one2one
ENSVKKG00000000372,ENSVKKG00000000372,,"{'ENSCPBG00000008087', 'ENSCPBG00000008081'}",,ortholog_many2many,ENSCPRG00005004752,PRKAG2,ortholog_one2many,ENSGALG00000006219,PRKAG2,ortholog_one2many,ENSG00000106617,PRKAG2,ortholog_one2many,ENSMUSG00000028944,Prkag2,ortholog_one2many
ENSVKKG00000000374,ENSVKKG00000000374,ZBTB1,ENSCPBG00000022353,ZBTB1,ortholog_one2one,ENSCPRG00005016100,ZBTB1,ortholog_one2one,ENSGALG00000011718,ZBTB1,ortholog_one2one,ENSG00000126804,ZBTB1,ortholog_one2one,ENSMUSG00000033454,Zbtb1,ortholog_one2one
ENSVKKG00000000381,ENSVKKG00000000381,PGGHG,ENSCPBG00000011396,PGGHG,ortholog_one2one,ENSCPRG00005009205,PGGHG,ortholog_one2one,ENSGALG00000004234,PGGHG,ortholog_one2one,ENSG00000142102,PGGHG,ortholog_one2one,ENSMUSG00000062031,Pgghg,ortholog_one2one
ENSVKKG00000000388,ENSVKKG00000000388,,ENSCPBG00000022348,AKAP5,ortholog_one2one,ENSCPRG00005016108,AKAP5,ortholog_one2one,ENSGALG00000011721,,ortholog_one2one,ENSG00000179841,AKAP5,ortholog_one2one,ENSMUSG00000021057,Akap5,ortholog_one2one
ENSVKKG00000000392,ENSVKKG00000000392,,"{'ENSCPBG00000008087', 'ENSCPBG00000008081'}",,ortholog_many2many,ENSCPRG00005004752,PRKAG2,ortholog_one2many,ENSGALG00000006219,PRKAG2,ortholog_one2many,ENSG00000106617,PRKAG2,ortholog_one2many,ENSMUSG00000028944,Prkag2,ortholog_one2many
ENSVKKG00000000393,ENSVKKG00000000393,SFR1,ENSCPBG00000024393,SFR1,ortholog_one2one,ENSCPRG00005012481,SFR1,ortholog_one2one,ENSGALG00000052088,SFR1,ortholog_one2one,ENSG00000156384,SFR1,ortholog_one2one,ENSMUSG00000025066,Sfr1,ortholog_one2one
ENSVKKG00000000399,ENSVKKG00000000399,ARHGAP29,ENSCPBG00000017386,ARHGAP29,ortholog_one2one,ENSCPRG00005014916,ARHGAP29,ortholog_one2one,ENSGALG00000005683,ARHGAP29,ortholog_one2one,ENSG00000137962,ARHGAP29,ortholog_one2one,ENSMUSG00000039831,Arhgap29,ortholog_one2one
ENSVKKG00000000402,ENSVKKG00000000402,,ENSCPBG00000010830,,ortholog_one2one,,,,ENSGALG00000051771,,ortholog_one2one,,,,"{'ENSMUSG00000108815', 'ENSMUSG00000042308'}","{'Gm49388', 'Setd1a'}",ortholog_one2many
ENSVKKG00000000404,ENSVKKG00000000404,,ENSCPBG00000003682,RNF220,ortholog_one2many,"{'ENSCPRG00005017437', 'ENSCPRG00005017433'}",,ortholog_many2many,"{'ENSGALG00000010109', 'ENSGALG00000045795'}","{nan, 'RNF220'}",ortholog_many2many,ENSG00000187147,RNF220,ortholog_one2many,ENSMUSG00000028677,Rnf220,ortholog_one2many
ENSVKKG00000000407,ENSVKKG00000000407,COMMD3,ENSCPBG00000015191,COMMD3,ortholog_one2one,ENSCPRG00005009103,COMMD3,ortholog_one2one,ENSGALG00000007900,COMMD3,ortholog_one2one,ENSG00000148444,COMMD3,ortholog_one2one,ENSMUSG00000051154,Commd3,ortholog_one2one
ENSVKKG00000000411,ENSVKKG00000000411,,ENSCPBG00000016665,ADGB,ortholog_one2one,ENSCPRG00005000312,,ortholog_one2one,"{'ENSGALG00000012317', 'ENSGALG00000050975'}",,ortholog_one2many,ENSG00000118492,ADGB,ortholog_one2one,ENSMUSG00000050994,Adgb,ortholog_one2one
ENSVKKG00000000413,ENSVKKG00000000413,,ENSCPBG00000003682,RNF220,ortholog_one2many,"{'ENSCPRG00005017437', 'ENSCPRG00005017433'}",,ortholog_many2many,"{'ENSGALG00000010109', 'ENSGALG00000045795'}","{nan, 'RNF220'}",ortholog_many2many,ENSG00000187147,RNF220,ortholog_one2many,ENSMUSG00000028677,Rnf220,ortholog_one2many
ENSVKKG00000000416,ENSVKKG00000000416,RAB32,ENSCPBG00000016687,RAB32,ortholog_one2one,ENSCPRG00005000320,RAB32,ortholog_one2one,ENSGALG00000012300,RAB32,ortholog_one2one,ENSG00000118508,RAB32,ortholog_one2one,,,
ENSVKKG00000000422,ENSVKKG00000000422,CFAP43,ENSCPBG00000024387,CFAP43,ortholog_one2one,ENSCPRG00005012405,CFAP43,ortholog_one2one,"{'ENSGALG00000036896', 'ENSGALG00000038606'}",,ortholog_one2many,ENSG00000197748,CFAP43,ortholog_one2one,ENSMUSG00000044948,Cfap43,ortholog_one2one
ENSVKKG00000000431,ENSVKKG00000000431,,ENSCPBG00000021629,,ortholog_one2one,ENSCPRG00005018163,,ortholog_one2one,ENSGALG00000026215,,ortholog_one2one,,,,,,
ENSVKKG00000000439,ENSVKKG00000000439,GALNT11,ENSCPBG00000018278,GALNT11,ortholog_one2one,ENSCPRG00005004779,GALNT11,ortholog_one2one,ENSGALG00000006233,GALNT11,ortholog_one2one,ENSG00000178234,GALNT11,ortholog_one2one,ENSMUSG00000038072,Galnt11,ortholog_one2one
ENSVKKG00000000441,ENSVKKG00000000441,PRF1,"{'ENSCPBG00000009861', 'ENSCPBG00000009866', 'ENSCPBG00000009871'}",,ortholog_one2many,,,,,,,ENSG00000180644,PRF1,ortholog_one2one,ENSMUSG00000037202,Prf1,ortholog_one2one
ENSVKKG00000000444,ENSVKKG00000000444,MCPH1,ENSCPBG00000022016,,ortholog_one2one,ENSCPRG00005010276,MCPH1,ortholog_one2one,ENSGALG00000016332,MCPH1,ortholog_one2one,ENSG00000147316,MCPH1,ortholog_one2one,ENSMUSG00000039842,Mcph1,ortholog_one2one
ENSVKKG00000000447,ENSVKKG00000000447,,ENSCPBG00000014198,,ortholog_one2one,ENSCPRG00005005260,,ortholog_one2one,ENSGALG00000041973,,ortholog_one2one,"{'ENSG00000285625', 'ENSG00000198056'}","{'PRIM1', 'AC117378.1'}",ortholog_one2many,ENSMUSG00000025395,Prim1,ortholog_one2one
ENSVKKG00000000453,ENSVKKG00000000453,ANGPT2,ENSCPBG00000022020,ANGPT2,ortholog_one2one,ENSCPRG00005010301,ANGPT2,ortholog_one2one,ENSGALG00000036189,ANGPT2,ortholog_one2one,ENSG00000091879,ANGPT2,ortholog_one2one,ENSMUSG00000031465,Angpt2,ortholog_one2one
ENSVKKG00000000454,ENSVKKG00000000454,KIF21A,ENSCPBG00000010980,KIF21A,ortholog_one2one,ENSCPRG00005012166,KIF21A,ortholog_one2one,ENSGALG00000007098,KIF21A,ortholog_one2one,ENSG00000139116,KIF21A,ortholog_one2one,ENSMUSG00000022629,Kif21a,ortholog_one2one
ENSVKKG00000000460,ENSVKKG00000000460,,ENSCPBG00000026395,,ortholog_one2many,,,,ENSGALG00000043234,HBA1,ortholog_one2many,"{'ENSG00000206172', 'ENSG00000188536'}","{'HBA2', 'HBA1'}",ortholog_many2many,"{'ENSMUSG00000069919', 'ENSMUSG00000069917'}","{'Hba-a1', 'Hba-a2'}",ortholog_many2many
ENSVKKG00000000461,ENSVKKG00000000461,,"{'ENSCPBG00000017774', 'ENSCPBG00000016996'}",,ortholog_many2many,,,,ENSGALG00000038885,FEZ1,ortholog_one2many,ENSG00000149557,FEZ1,ortholog_one2many,ENSMUSG00000032118,Fez1,ortholog_one2many
ENSVKKG00000000465,ENSVKKG00000000465,,ENSCPBG00000026396,HBAD,ortholog_one2one,,,,ENSGALG00000031597,HBAD,ortholog_one2one,"{'ENSG00000086506', 'ENSG00000206177', 'ENSG00000213934', 'ENSG00000196565', 'ENSG00000284931'}","{'HBG1', 'HBM', 'HBG2', 'AC104389.6', 'HBQ1'}",ortholog_many2many,"{'ENSMUSG00000052217', 'ENSMUSG00000078621', 'ENSMUSG00000073940', 'ENSMUSG00000020295', 'ENSMUSG00000073063', 'ENSMUSG00000052305'}","{'Hbb-bt', 'Hbq1a', 'Hbb-bh2', 'Hbb-bh1', 'Hbb-bs', 'Hbq1b'}",ortholog_many2many
ENSVKKG00000000467,ENSVKKG00000000467,TMEM14A,ENSCPBG00000022029,,ortholog_one2one,ENSCPRG00005010346,TMEM14A,ortholog_one2one,ENSGALG00000019894,TMEM14A,ortholog_one2one,ENSG00000096092,TMEM14A,ortholog_one2one,ENSMUSG00000025933,Tmem14a,ortholog_one2one
ENSVKKG00000000470,ENSVKKG00000000470,ZC3HC1,ENSCPBG00000017519,ZC3HC1,ortholog_one2one,ENSCPRG00005002312,ZC3HC1,ortholog_one2one,ENSGALG00000008003,ZC3HC1,ortholog_one2one,ENSG00000091732,ZC3HC1,ortholog_one2one,ENSMUSG00000039130,Zc3hc1,ortholog_one2one
ENSVKKG00000000482,ENSVKKG00000000482,ULK4,ENSCPBG00000023278,ULK4,ortholog_one2one,ENSCPRG00005008612,ULK4,ortholog_one2one,"{'ENSGALG00000033698', 'ENSGALG00000053882', 'ENSGALG00000039440'}",,ortholog_one2many,ENSG00000168038,ULK4,ortholog_one2one,ENSMUSG00000040936,Ulk4,ortholog_one2one
ENSVKKG00000000491,ENSVKKG00000000491,PTGES3,ENSCPBG00000014188,PTGES3,ortholog_one2one,ENSCPRG00005005396,PTGES3,ortholog_one2one,ENSGALG00000036837,PTGES3,ortholog_one2one,ENSG00000110958,PTGES3,ortholog_one2one,ENSMUSG00000071072,Ptges3,ortholog_one2one
ENSVKKG00000000492,ENSVKKG00000000492,UBXN2B,ENSCPBG00000004821,UBXN2B,ortholog_one2one,ENSCPRG00005016399,UBXN2B,ortholog_one2one,ENSGALG00000030585,UBXN2B,ortholog_one2one,ENSG00000215114,UBXN2B,ortholog_one2one,ENSMUSG00000028243,Ubxn2b,ortholog_one2one
ENSVKKG00000000494,ENSVKKG00000000494,GSTO1,ENSCPBG00000024383,GSTO1,ortholog_one2one,ENSCPRG00005012391,GSTO1,ortholog_one2one,ENSGALG00000008409,GSTO2,ortholog_one2one,ENSG00000148834,GSTO1,ortholog_one2one,ENSMUSG00000025068,Gsto1,ortholog_one2one
ENSVKKG00000000497,ENSVKKG00000000497,ITPRIP,ENSCPBG00000024382,ITPRIP,ortholog_one2one,ENSCPRG00005012384,ITPRIP,ortholog_one2one,ENSGALG00000025780,ITPRIP,ortholog_one2one,ENSG00000148841,ITPRIP,ortholog_one2one,ENSMUSG00000117975,Itprip,ortholog_one2one
ENSVKKG00000000502,ENSVKKG00000000502,CFAP58,ENSCPBG00000024380,CFAP58,ortholog_one2one,ENSCPRG00005012375,CFAP58,ortholog_one2one,ENSGALG00000008417,CFAP58,ortholog_one2one,ENSG00000120051,CFAP58,ortholog_one2one,ENSMUSG00000046585,Cfap58,ortholog_one2one
ENSVKKG00000000506,ENSVKKG00000000506,UNC79,ENSCPBG00000008889,UNC79,ortholog_one2one,ENSCPRG00005008571,UNC79,ortholog_one2one,ENSGALG00000010874,UNC79,ortholog_one2one,ENSG00000133958,UNC79,ortholog_one2one,ENSMUSG00000021198,Unc79,ortholog_one2one
ENSVKKG00000000508,ENSVKKG00000000508,MYO1B,ENSCPBG00000010271,MYO1B,ortholog_one2one,ENSCPRG00005010134,MYO1B,ortholog_one2one,ENSGALG00000007712,MYO1B,ortholog_one2one,ENSG00000128641,MYO1B,ortholog_one2one,ENSMUSG00000018417,Myo1b,ortholog_one2one
ENSVKKG00000000509,ENSVKKG00000000509,STRIP2,ENSCPBG00000017526,STRIP2,ortholog_one2one,ENSCPRG00005002397,STRIP2,ortholog_one2one,ENSGALG00000038520,STRIP2,ortholog_one2one,ENSG00000128578,STRIP2,ortholog_one2one,ENSMUSG00000039629,Strip2,ortholog_one2one
ENSVKKG00000000511,ENSVKKG00000000511,,ENSCPBG00000009890,PRSS53,ortholog_one2one,,,,,,,ENSG00000151006,PRSS53,ortholog_one2one,ENSMUSG00000044139,Prss53,ortholog_one2one
ENSVKKG00000000532,ENSVKKG00000000532,LYN,ENSCPBG00000004949,LYN,ortholog_one2one,ENSCPRG00005016330,LYN,ortholog_one2one,ENSGALG00000042321,LYN,ortholog_one2one,ENSG00000254087,LYN,ortholog_one2one,ENSMUSG00000042228,Lyn,ortholog_one2one
ENSVKKG00000000540,ENSVKKG00000000540,ASB2,ENSCPBG00000008938,ASB2,ortholog_one2one,ENSCPRG00005008751,ASB2,ortholog_one2one,ENSGALG00000010881,ASB2,ortholog_one2one,ENSG00000100628,ASB2,ortholog_one2one,ENSMUSG00000021200,Asb2,ortholog_one2one
ENSVKKG00000000561,ENSVKKG00000000561,PPP4R4,ENSCPBG00000008950,PPP4R4,ortholog_one2one,ENSCPRG00005008872,PPP4R4,ortholog_one2one,ENSGALG00000010950,PPP4R4,ortholog_one2one,ENSG00000119698,PPP4R4,ortholog_one2one,ENSMUSG00000021209,Ppp4r4,ortholog_one2one
ENSVKKG00000000563,ENSVKKG00000000563,PANX3,ENSCPBG00000011177,PANX3,ortholog_one2one,ENSCPRG00005000907,PANX3,ortholog_one2one,ENSGALG00000021443,PANX3,ortholog_one2one,ENSG00000154143,PANX3,ortholog_one2one,ENSMUSG00000011118,Panx3,ortholog_one2one
ENSVKKG00000000568,ENSVKKG00000000568,DEPDC7,ENSCPBG00000006723,DEPDC7,ortholog_one2one,ENSCPRG00005006628,DEPDC7,ortholog_one2one,ENSGALG00000011681,DEPDC7,ortholog_one2one,ENSG00000121690,DEPDC7,ortholog_one2one,ENSMUSG00000027173,Depdc7,ortholog_one2one
ENSVKKG00000000579,ENSVKKG00000000579,FABP5,ENSCPBG00000007284,FABP5,ortholog_one2one,ENSCPRG00005000432,FABP5,ortholog_one2one,ENSGALG00000041344,FABP5,ortholog_one2one,ENSG00000164687,FABP5,ortholog_one2one,ENSMUSG00000027533,Fabp5,ortholog_one2one
ENSVKKG00000000585,ENSVKKG00000000585,,"{'ENSCPBG00000018766', 'ENSCPBG00000018791'}",,ortholog_one2many,,,,"{'ENSGALG00000003196', 'ENSGALG00000027165', 'ENSGALG00000011455'}","{'CL2', 'RSFR', 'RNASE6'}",ortholog_many2many,"{'ENSG00000258436', 'ENSG00000165799', 'ENSG00000129538', 'ENSG00000173431', 'ENSG00000169397', 'ENSG00000188655', 'ENSG00000206150', 'ENSG00000169385', 'ENSG00000182545', 'ENSG00000173464', 'ENSG00000169413'}","{'RNASE1', 'RNASE3', 'RNASE8', 'RNASE10', 'RNASE6', 'RNASE9', 'RNASE7', 'RNASE11', 'RNASE12', 'RNASE2', 'RNASE13'}",ortholog_many2many,"{'ENSMUSG00000068407', 'ENSMUSG00000035896', 'ENSMUSG00000047222', 'ENSMUSG00000068392', 'ENSMUSG00000059606', 'ENSMUSG00000021880', 'ENSMUSG00000072596', 'ENSMUSG00000090166', 'ENSMUSG00000052382', 'ENSMUSG00000021872', 'ENSMUSG00000050766', 'ENSMUSG00000062148', 'ENSMUSG00000072601'}","{'Rnase2a', 'Rnase13', 'Ear1', 'Ear10', 'Rnase2b', 'Ear6', 'Rnase1', 'Rnase10', 'Rnase6', 'Rnase12', 'Ear2', 'Rnase9', 'Ear14'}",ortholog_many2many
ENSVKKG00000000588,ENSVKKG00000000588,PRRG4,ENSCPBG00000006682,PRRG4,ortholog_one2one,ENSCPRG00005006678,PRRG4,ortholog_one2one,ENSGALG00000012032,PRRG4,ortholog_one2one,ENSG00000135378,PRRG4,ortholog_one2one,ENSMUSG00000027171,Prrg4,ortholog_one2one
ENSVKKG00000000589,ENSVKKG00000000589,PLXDC2,ENSCPBG00000015081,PLXDC2,ortholog_one2one,ENSCPRG00005009682,PLXDC2,ortholog_one2one,ENSGALG00000007956,PLXDC2,ortholog_one2one,ENSG00000120594,PLXDC2,ortholog_one2one,ENSMUSG00000026748,Plxdc2,ortholog_one2one
ENSVKKG00000000594,ENSVKKG00000000594,KPNA4,ENSCPBG00000018329,KPNA4,ortholog_one2one,ENSCPRG00005008257,KPNA4,ortholog_one2one,ENSGALG00000009549,KPNA4,ortholog_one2one,ENSG00000186432,KPNA4,ortholog_one2one,ENSMUSG00000027782,Kpna4,ortholog_one2one
ENSVKKG00000000601,ENSVKKG00000000601,CTSO,ENSCPBG00000009285,CTSO,ortholog_one2one,ENSCPRG00005009326,CTSO,ortholog_one2one,ENSGALG00000009373,CTSO,ortholog_one2one,ENSG00000256043,CTSO,ortholog_one2one,ENSMUSG00000028015,Ctso,ortholog_one2one
ENSVKKG00000000604,ENSVKKG00000000604,ZNF704,ENSCPBG00000007254,ZNF704,ortholog_one2one,ENSCPRG00005000218,ZNF704,ortholog_one2one,ENSGALG00000030011,ZNF704,ortholog_one2one,ENSG00000164684,ZNF704,ortholog_one2one,ENSMUSG00000040209,Zfp704,ortholog_one2one
ENSVKKG00000000607,ENSVKKG00000000607,,ENSCPBG00000018334,,ortholog_one2one,ENSCPRG00005008255,,ortholog_one2one,ENSGALG00000023571,TRIM59,ortholog_one2one,"{'ENSG00000213186', 'ENSG00000248710'}","{'TRIM59', 'AC079594.1'}",ortholog_one2many,ENSMUSG00000034317,Trim59,ortholog_one2one
ENSVKKG00000000609,ENSVKKG00000000609,PDGFC,ENSCPBG00000009270,PDGFC,ortholog_one2one,ENSCPRG00005009350,PDGFC,ortholog_one2one,ENSGALG00000009378,PDGFC,ortholog_one2one,ENSG00000145431,PDGFC,ortholog_one2one,ENSMUSG00000028019,Pdgfc,ortholog_one2one
ENSVKKG00000000612,ENSVKKG00000000612,ZBTB10,ENSCPBG00000007223,ZBTB10,ortholog_one2one,ENSCPRG00005018453,ZBTB10,ortholog_one2one,"{'ENSGALG00000052037', 'ENSGALG00000034376'}",,ortholog_one2many,ENSG00000205189,ZBTB10,ortholog_one2one,ENSMUSG00000069114,Zbtb10,ortholog_one2one
ENSVKKG00000000618,ENSVKKG00000000618,MRPS28,ENSCPBG00000007206,MRPS28,ortholog_one2one,ENSCPRG00005018450,MRPS28,ortholog_one2one,ENSGALG00000036749,MRPS28,ortholog_one2one,ENSG00000147586,MRPS28,ortholog_one2one,ENSMUSG00000040269,Mrps28,ortholog_one2one
ENSVKKG00000000620,ENSVKKG00000000620,TYMS,ENSCPBG00000027552,TYMS,ortholog_one2one,ENSCPRG00005012757,TYMS,ortholog_one2one,ENSGALG00000014897,,ortholog_one2one,ENSG00000176890,TYMS,ortholog_one2one,ENSMUSG00000025747,Tyms,ortholog_one2one
ENSVKKG00000000621,ENSVKKG00000000621,HEY1,ENSCPBG00000007200,HEY1,ortholog_one2one,ENSCPRG00005018449,HEY1,ortholog_one2one,ENSGALG00000035031,HEY1,ortholog_one2one,ENSG00000164683,HEY1,ortholog_one2one,ENSMUSG00000040289,Hey1,ortholog_one2one
ENSVKKG00000000622,ENSVKKG00000000622,PAX6,ENSCPBG00000011750,PAX6,ortholog_one2one,ENSCPRG00005006810,PAX6,ortholog_one2one,ENSGALG00000012123,PAX6,ortholog_one2one,ENSG00000007372,PAX6,ortholog_one2one,ENSMUSG00000027168,Pax6,ortholog_one2one
ENSVKKG00000000627,ENSVKKG00000000627,EHD1,ENSCPBG00000023692,EHD1,ortholog_one2one,,,,,,,ENSG00000110047,EHD1,ortholog_one2one,ENSMUSG00000024772,Ehd1,ortholog_one2one
ENSVKKG00000000632,ENSVKKG00000000632,YES1,ENSCPBG00000027548,YES1,ortholog_one2one,ENSCPRG00005012732,YES1,ortholog_one2one,ENSGALG00000014860,YES1,ortholog_one2one,ENSG00000176105,YES1,ortholog_one2one,ENSMUSG00000014932,Yes1,ortholog_one2one
ENSVKKG00000000642,ENSVKKG00000000642,ADCYAP1,ENSCPBG00000027547,ADCYAP1,ortholog_one2one,ENSCPRG00005012688,ADCYAP1,ortholog_one2one,ENSGALG00000014858,ADCYAP1,ortholog_one2one,ENSG00000141433,ADCYAP1,ortholog_one2one,ENSMUSG00000024256,Adcyap1,ortholog_one2one
ENSVKKG00000000646,ENSVKKG00000000646,HYLS1,ENSCPBG00000011169,HYLS1,ortholog_one2one,ENSCPRG00005000923,HYLS1,ortholog_one2one,ENSGALG00000036796,HYLS1,ortholog_one2one,ENSG00000198331,HYLS1,ortholog_one2one,ENSMUSG00000050555,Hyls1,ortholog_one2one
ENSVKKG00000000647,ENSVKKG00000000647,METTL4,ENSCPBG00000001211,METTL4,ortholog_one2one,ENSCPRG00005012598,METTL4,ortholog_one2one,ENSGALG00000014799,METTL4,ortholog_one2one,ENSG00000101574,METTL4,ortholog_one2one,ENSMUSG00000055660,Mettl4,ortholog_one2one
ENSVKKG00000000651,ENSVKKG00000000651,NDC80,ENSCPBG00000000968,NDC80,ortholog_one2one,ENSCPRG00005012579,NDC80,ortholog_one2one,ENSGALG00000014801,NDC80,ortholog_one2one,ENSG00000080986,NDC80,ortholog_one2one,ENSMUSG00000024056,Ndc80,ortholog_one2one
ENSVKKG00000000661,ENSVKKG00000000661,FMNL3,ENSCPBG00000019686,FMNL3,ortholog_one2one,ENSCPRG00005001684,FMNL3,ortholog_one2one,ENSGALG00000055075,FMNL3,ortholog_one2one,ENSG00000161791,FMNL3,ortholog_one2one,ENSMUSG00000023008,Fmnl3,ortholog_one2one
ENSVKKG00000000664,ENSVKKG00000000664,SMC4,ENSCPBG00000018339,SMC4,ortholog_one2one,ENSCPRG00005008221,SMC4,ortholog_one2one,ENSGALG00000009553,SMC4,ortholog_one2one,ENSG00000113810,SMC4,ortholog_one2one,ENSMUSG00000034349,Smc4,ortholog_one2one
