Gene stable ID	Gene name
ENSXETG00000006542	zcchc7
ENSXETG00000048164	
ENSXETG00000047582	U3
ENSXETG00000027990	dram1
ENSXETG00000040160	supt4h1
ENSXETG00000011158	pcdh18
ENSXETG00000047123	
ENSXETG00000044299	U4
ENSXETG00000020699	mrps31
ENSXETG00000034782	
ENSXETG00000035130	
ENSXETG00000047316	
ENSXETG00000021373	gria4
ENSXETG00000043981	
ENSXETG00000044458	
ENSXETG00000045317	chrdl2
ENSXETG00000046895	
ENSXETG00000033363	kcnd2
ENSXETG00000021089	uchl1
ENSXETG00000049434	U3
ENSXETG00000049028	
ENSXETG00000029488	U2
ENSXETG00000044771	c14orf119
ENSXETG00000021159	lman1
ENSXETG00000047552	
ENSXETG00000041632	
ENSXETG00000009355	smarca4
ENSXETG00000045473	
ENSXETG00000029873	
ENSXETG00000043079	
ENSXETG00000002609	svep1
ENSXETG00000036971	U3
ENSXETG00000046678	
ENSXETG00000028882	
ENSXETG00000041816	
ENSXETG00000026189	rpl23a
ENSXETG00000037857	gja9
ENSXETG00000032535	fbn2
ENSXETG00000007763	stc1
ENSXETG00000046966	
ENSXETG00000010324	limk1
ENSXETG00000036848	U4
ENSXETG00000046022	
ENSXETG00000047129	
ENSXETG00000046938	tmprss2.13
ENSXETG00000046563	U3
ENSXETG00000047679	CIROP
ENSXETG00000000035	mdm4
ENSXETG00000029554	
ENSXETG00000047781	
ENSXETG00000021157	cplx4
ENSXETG00000039010	washc3
ENSXETG00000041520	
ENSXETG00000039723	
ENSXETG00000042240	cldn8.3
ENSXETG00000029785	U2
ENSXETG00000035456	foxd1
ENSXETG00000042116	rnf169
ENSXETG00000037209	
ENSXETG00000045040	
ENSXETG00000017986	pank2
ENSXETG00000047774	
ENSXETG00000046609	U3
ENSXETG00000029872	U2
ENSXETG00000043794	
ENSXETG00000003278	efna2
ENSXETG00000041393	cacnb3
ENSXETG00000046460	
ENSXETG00000035877	U2
ENSXETG00000013366	smarcd1
ENSXETG00000022040	slc30a4
ENSXETG00000045837	
ENSXETG00000043831	U3
ENSXETG00000047561	
ENSXETG00000022130	nrl
ENSXETG00000010939	dhx40
ENSXETG00000042157	5S_rRNA
ENSXETG00000019377	eif5b
ENSXETG00000045064	
ENSXETG00000039547	
ENSXETG00000014956	flnc
ENSXETG00000029396	
ENSXETG00000034687	
ENSXETG00000011865	nfya
ENSXETG00000047698	cldn8.1
ENSXETG00000031801	
ENSXETG00000046907	U3
ENSXETG00000043680	fam174c
ENSXETG00000038736	
ENSXETG00000048258	
ENSXETG00000045449	5S_rRNA
ENSXETG00000038786	
ENSXETG00000040968	rasl10b
ENSXETG00000048582	
ENSXETG00000012563	
ENSXETG00000004798	nadk2
ENSXETG00000042799	
ENSXETG00000023320	cerk
ENSXETG00000013044	sugp1
ENSXETG00000048051	xrra1
ENSXETG00000049015	U3
ENSXETG00000032381	
ENSXETG00000026592	
ENSXETG00000040606	
ENSXETG00000017061	tmem192
ENSXETG00000009907	man1a2
ENSXETG00000021660	scarf2
ENSXETG00000039436	U2
ENSXETG00000045062	
ENSXETG00000048263	
ENSXETG00000041782	
ENSXETG00000042420	5S_rRNA
ENSXETG00000041817	U3
ENSXETG00000042096	
ENSXETG00000045111	
ENSXETG00000036538	cldn8.4
ENSXETG00000018854	pde4d
ENSXETG00000003303	psip1
ENSXETG00000047762	
ENSXETG00000037414	U2
ENSXETG00000041514	
ENSXETG00000047715	
ENSXETG00000042718	5S_rRNA
ENSXETG00000038841	U2
ENSXETG00000034008	tspoap1
ENSXETG00000040002	
ENSXETG00000023648	mob1b
ENSXETG00000036636	
ENSXETG00000008207	naxd
ENSXETG00000042318	
ENSXETG00000045247	U6
ENSXETG00000048080	
ENSXETG00000022045	bloc1s6
ENSXETG00000037269	gas2l2
ENSXETG00000042405	5S_rRNA
ENSXETG00000048891	
ENSXETG00000039353	U2
ENSXETG00000002535	nup37
ENSXETG00000049457	
ENSXETG00000043247	
ENSXETG00000029908	
ENSXETG00000040068	spcs2
ENSXETG00000046719	cldn17.1
ENSXETG00000043088	
ENSXETG00000043691	5S_rRNA
ENSXETG00000046187	
ENSXETG00000048010	
ENSXETG00000003281	cirbp
ENSXETG00000047621	
ENSXETG00000023265	slc6a4
ENSXETG00000048721	5S_rRNA
ENSXETG00000048021	
ENSXETG00000045909	
ENSXETG00000047375	U2
ENSXETG00000041704	
ENSXETG00000011868	sort1
ENSXETG00000042271	
ENSXETG00000049331	
ENSXETG00000045692	
ENSXETG00000045795	5S_rRNA
ENSXETG00000013462	mmp28
ENSXETG00000046367	5S_rRNA
ENSXETG00000044712	
ENSXETG00000048077	U4
ENSXETG00000045471	
ENSXETG00000048387	
ENSXETG00000036546	
ENSXETG00000037381	
ENSXETG00000045546	5S_rRNA
ENSXETG00000046782	cldn4
ENSXETG00000043336	
ENSXETG00000045041	
ENSXETG00000002228	hsdl2
ENSXETG00000048223	
ENSXETG00000043279	5S_rRNA
ENSXETG00000048993	
ENSXETG00000034878	xpo4
ENSXETG00000007038	mef2c
ENSXETG00000017706	parp8
ENSXETG00000047752	
ENSXETG00000039910	
ENSXETG00000040711	
ENSXETG00000041848	cited4
ENSXETG00000046308	
ENSXETG00000037935	fam169b
ENSXETG00000044334	U4
ENSXETG00000003302	snapc3
ENSXETG00000038273	
ENSXETG00000045235	5S_rRNA
ENSXETG00000018878	cnmd
ENSXETG00000009352	glp2r
ENSXETG00000047201	5S_rRNA
ENSXETG00000036659	
ENSXETG00000011604	ppp2r2c
ENSXETG00000042487	
ENSXETG00000008351	
ENSXETG00000046142	
ENSXETG00000047511	U4
ENSXETG00000041925	
ENSXETG00000003282	midn
ENSXETG00000049131	
ENSXETG00000025727	psma5
ENSXETG00000022046	sqor
ENSXETG00000021877	rfx2
ENSXETG00000049199	5S_rRNA
ENSXETG00000039633	
ENSXETG00000045406	5S_rRNA
ENSXETG00000041737	
ENSXETG00000045328	
ENSXETG00000018853	rab3c
ENSXETG00000026576	tm2d3
ENSXETG00000042263	
ENSXETG00000042390	
ENSXETG00000002534	parpbp
ENSXETG00000049365	U4
ENSXETG00000044775	b3galt5.4
ENSXETG00000043341	
ENSXETG00000048867	
ENSXETG00000039295	
ENSXETG00000036877	
ENSXETG00000043203	5S_rRNA
ENSXETG00000018598	hira
ENSXETG00000035340	
ENSXETG00000045432	5S_rRNA
ENSXETG00000021664	prodh
ENSXETG00000049157	
ENSXETG00000014399	XB5734592
ENSXETG00000018620	prrg1
ENSXETG00000003283	atp5f1d
ENSXETG00000049122	U4
ENSXETG00000043686	
ENSXETG00000013605	
ENSXETG00000048486	
ENSXETG00000043495	5S_rRNA
ENSXETG00000048660	5S_rRNA
ENSXETG00000044516	
ENSXETG00000049233	
ENSXETG00000013019	cldn14
ENSXETG00000040335	
ENSXETG00000011869	sypl2
ENSXETG00000019005	spata18a
ENSXETG00000031788	tmprss2.15
ENSXETG00000040186	
ENSXETG00000042678	
ENSXETG00000043858	
ENSXETG00000014421	stx12
ENSXETG00000013477	taf15
ENSXETG00000018887	sugt1
ENSXETG00000047218	U4
ENSXETG00000041477	5S_rRNA
ENSXETG00000043855	
ENSXETG00000007787	mpo
ENSXETG00000028336	5S_rRNA
ENSXETG00000048959	
ENSXETG00000043293	
ENSXETG00000044550	
ENSXETG00000042488	
ENSXETG00000030934	pmch
ENSXETG00000017712	emb
ENSXETG00000042144	
ENSXETG00000048379	U4
ENSXETG00000003284	cbarp
ENSXETG00000047772	5S_rRNA
ENSXETG00000042199	
ENSXETG00000044403	5S_rRNA
ENSXETG00000044517	
ENSXETG00000021342	blmh
ENSXETG00000045859	
ENSXETG00000042895	
ENSXETG00000047503	
ENSXETG00000011319	rab20
ENSXETG00000044111	
ENSXETG00000042740	5S_rRNA
ENSXETG00000049496	
ENSXETG00000007591	det1
ENSXETG00000045961	U4
ENSXETG00000043780	5S_rRNA
ENSXETG00000049277	
ENSXETG00000046598	cyb561d1
ENSXETG00000014420	yrdc
ENSXETG00000026801	
ENSXETG00000000363	cspg4b
ENSXETG00000019793	edil3
ENSXETG00000002532	igf1
ENSXETG00000025199	dazl
ENSXETG00000044911	
ENSXETG00000042736	
ENSXETG00000041985	5S_rRNA
ENSXETG00000035663	
ENSXETG00000048186	5S_rRNA
ENSXETG00000043498	U4
ENSXETG00000048394	
ENSXETG00000016135	hhla2
ENSXETG00000008022	trac
ENSXETG00000044982	
ENSXETG00000046909	5S_rRNA
ENSXETG00000003301	ttc39b
ENSXETG00000042056	
ENSXETG00000046960	
ENSXETG00000046921	5S_rRNA
ENSXETG00000047546	
ENSXETG00000045748	
ENSXETG00000043777	U4
ENSXETG00000048443	
ENSXETG00000017074	wdr41
ENSXETG00000047283	
ENSXETG00000041864	
ENSXETG00000037197	c12orf73
ENSXETG00000021088	limch1
ENSXETG00000047853	5S_rRNA
ENSXETG00000045971	
ENSXETG00000043127	
ENSXETG00000047778	
ENSXETG00000042346	U4
ENSXETG00000042460	5S_rRNA
ENSXETG00000011652	
ENSXETG00000048878	
ENSXETG00000002000	amigo1
ENSXETG00000013606	arrdc2
ENSXETG00000025781	tent5c
ENSXETG00000043426	
ENSXETG00000018573	foxn4
ENSXETG00000017982	ptpra
ENSXETG00000003427	rhbdd2
ENSXETG00000026185	ift57
ENSXETG00000044478	
ENSXETG00000047160	5S_rRNA
ENSXETG00000003285	stk11
ENSXETG00000045106	
ENSXETG00000045253	U4
ENSXETG00000034789	
ENSXETG00000041891	5S_rRNA
ENSXETG00000049153	
ENSXETG00000040991	
ENSXETG00000023647	rufy3
ENSXETG00000046074	
ENSXETG00000002109	pgpep1l
ENSXETG00000036618	apela
ENSXETG00000041445	cldn17.3
ENSXETG00000048402	5S_rRNA
ENSXETG00000045789	
ENSXETG00000045134	
ENSXETG00000043424	
ENSXETG00000002635	col4a2
ENSXETG00000040381	
ENSXETG00000048266	U4
ENSXETG00000017714	hcn1
ENSXETG00000035947	wfs1
ENSXETG00000043135	5S_rRNA
ENSXETG00000009807	ddx23
ENSXETG00000019797	hapln1
ENSXETG00000047614	5S_rRNA
ENSXETG00000046219	
ENSXETG00000044335	
ENSXETG00000040244	
ENSXETG00000016395	chrna7
ENSXETG00000044757	
ENSXETG00000043445	U4
ENSXETG00000005160	marchf3
ENSXETG00000040290	
ENSXETG00000049470	
ENSXETG00000043712	
ENSXETG00000041648	5S_rRNA
ENSXETG00000007786	gdpd1
ENSXETG00000046849	5S_rRNA
ENSXETG00000010738	cltc
ENSXETG00000010060	rmc1
ENSXETG00000034672	
ENSXETG00000037312	SMIM31
ENSXETG00000044560	
ENSXETG00000047505	
ENSXETG00000045891	5S_rRNA
ENSXETG00000002017	gstm1
ENSXETG00000041613	U4
ENSXETG00000043020	
ENSXETG00000040518	
ENSXETG00000045095	
ENSXETG00000043771	
ENSXETG00000045716	5S_rRNA
ENSXETG00000038370	
ENSXETG00000046495	
ENSXETG00000032362	
ENSXETG00000044791	
ENSXETG00000041784	
ENSXETG00000027815	vcan
ENSXETG00000045714	5S_rRNA
ENSXETG00000003720	pigg
ENSXETG00000047507	U4
ENSXETG00000042045	5S_rRNA
ENSXETG00000042574	
ENSXETG00000035122	
ENSXETG00000046698	
ENSXETG00000044473	
ENSXETG00000026245	fam174a
ENSXETG00000018580	myo1h
ENSXETG00000047643	5S_rRNA
ENSXETG00000009344	kank2
ENSXETG00000011804	grik1
ENSXETG00000035040	C5orf63
ENSXETG00000044980	
ENSXETG00000019374	lyg2
ENSXETG00000036850	
ENSXETG00000021480	pik3r1
ENSXETG00000046561	
ENSXETG00000017063	marchf1
ENSXETG00000045290	5S_rRNA
ENSXETG00000007046	plekha6
ENSXETG00000046129	U4
ENSXETG00000003286	cnn2
ENSXETG00000037157	
ENSXETG00000049081	
ENSXETG00000008983	por
ENSXETG00000005359	hsp90b1
ENSXETG00000036984	
ENSXETG00000042996	5S_rRNA
ENSXETG00000040809	
ENSXETG00000048755	
ENSXETG00000048604	
ENSXETG00000047485	5S_rRNA
ENSXETG00000006555	cdc34
ENSXETG00000043841	
ENSXETG00000047047	
ENSXETG00000043437	
ENSXETG00000044230	U4
ENSXETG00000042677	st8sia3
ENSXETG00000047395	
ENSXETG00000036133	
ENSXETG00000042028	
ENSXETG00000042711	5S_rRNA
ENSXETG00000048759	5S_rRNA
ENSXETG00000041251	
ENSXETG00000048159	
ENSXETG00000043735	
ENSXETG00000046426	U4
ENSXETG00000006083	slc1a3
ENSXETG00000043511	gpr61
ENSXETG00000042243	5S_rRNA
ENSXETG00000047348	
ENSXETG00000046971	5S_rRNA
ENSXETG00000045272	
ENSXETG00000044349	
ENSXETG00000007593	mrps11
ENSXETG00000016035	cog6
ENSXETG00000044807	
ENSXETG00000038581	
ENSXETG00000048611	5S_rRNA
ENSXETG00000042658	
ENSXETG00000047856	U4
ENSXETG00000007785	zfx
ENSXETG00000035219	
ENSXETG00000046914	5S_rRNA
ENSXETG00000016819	btf3
ENSXETG00000047670	
ENSXETG00000041249	
ENSXETG00000048493	5S_rRNA
ENSXETG00000040421	borcs8
ENSXETG00000047714	
ENSXETG00000044926	
ENSXETG00000000459	cwc27
ENSXETG00000019465	zp3
ENSXETG00000045325	U4
ENSXETG00000046188	5S_rRNA
ENSXETG00000009920	wdr3
ENSXETG00000043155	
ENSXETG00000049154	
ENSXETG00000047513	
ENSXETG00000045420	U4
ENSXETG00000046766	
ENSXETG00000048141	
ENSXETG00000043051	5S_rRNA
ENSXETG00000047078	
ENSXETG00000049442	
ENSXETG00000002003	gnai3
ENSXETG00000003300	frem1
ENSXETG00000018588	kctd10
ENSXETG00000040564	
ENSXETG00000042582	
ENSXETG00000034394	eln1
ENSXETG00000026497	ttll3
ENSXETG00000048286	
ENSXETG00000000342	herc6
ENSXETG00000045583	
ENSXETG00000041259	
ENSXETG00000044326	
ENSXETG00000045532	
ENSXETG00000045666	
ENSXETG00000019007	kcnk5
ENSXETG00000014429	mtf1
ENSXETG00000005085	cert1
ENSXETG00000008980	tmem120a
ENSXETG00000043689	
ENSXETG00000046298	nyap1
ENSXETG00000043129	
ENSXETG00000003287	arhgap45
ENSXETG00000002637	col4a1
ENSXETG00000042773	
ENSXETG00000046213	
ENSXETG00000044052	
ENSXETG00000005177	mx1
ENSXETG00000016820	ankra2
ENSXETG00000016442	mgc107841
ENSXETG00000042189	
ENSXETG00000049173	
ENSXETG00000039116	
ENSXETG00000006225	adamts3
ENSXETG00000004891	tma16
ENSXETG00000049376	
ENSXETG00000042916	
ENSXETG00000041808	
ENSXETG00000047931	
ENSXETG00000018623	lancl3
ENSXETG00000038457	
ENSXETG00000038025	
ENSXETG00000021876	acsbg2
ENSXETG00000048435	
ENSXETG00000049038	
ENSXETG00000042625	
ENSXETG00000044789	
ENSXETG00000047363	
ENSXETG00000045721	
ENSXETG00000002112	igf1r
ENSXETG00000048995	
ENSXETG00000018893	elf1
ENSXETG00000042206	
ENSXETG00000045194	
ENSXETG00000032111	mavs
ENSXETG00000048962	
ENSXETG00000013042	rfxank
ENSXETG00000000341	ppm1k
ENSXETG00000009811	rnd1
ENSXETG00000025292	fut4
ENSXETG00000036887	srek1ip1
ENSXETG00000041460	atp6v1f
ENSXETG00000038419	cer1
ENSXETG00000045436	
ENSXETG00000021328	coro6
ENSXETG00000001668	foxd4l1.2
ENSXETG00000033837	zc3h12c
ENSXETG00000038161	
ENSXETG00000044501	
ENSXETG00000041444	
ENSXETG00000048805	
ENSXETG00000044213	
ENSXETG00000018600	mrpl40
ENSXETG00000043402	
ENSXETG00000002005	gnat2
ENSXETG00000016821	utp15
ENSXETG00000039960	
ENSXETG00000018626	xk
ENSXETG00000048456	gas1
ENSXETG00000046657	
ENSXETG00000021083	phox2b
ENSXETG00000008978	styxl1
ENSXETG00000011751	rab38
ENSXETG00000038827	
ENSXETG00000014435	inpp5b
ENSXETG00000033512	
ENSXETG00000038281	
ENSXETG00000044856	
ENSXETG00000016136	myh15
ENSXETG00000043311	
ENSXETG00000033045	
ENSXETG00000043461	SRRM4
ENSXETG00000030917	
ENSXETG00000005189	phax
ENSXETG00000004893	npy5r
ENSXETG00000018709	ugt3a2
ENSXETG00000040811	
ENSXETG00000043003	
ENSXETG00000026463	zdhhc21
ENSXETG00000020266	bach1
ENSXETG00000037500	
ENSXETG00000048933	
ENSXETG00000011601	jakmip1
ENSXETG00000010870	spin1
ENSXETG00000039227	
ENSXETG00000011752	
ENSXETG00000005358	
ENSXETG00000049134	
ENSXETG00000000340	abcg2
ENSXETG00000049464	
ENSXETG00000032698	aebp1
ENSXETG00000045195	
ENSXETG00000041315	
ENSXETG00000040189	
ENSXETG00000041500	
ENSXETG00000021080	tmem33
ENSXETG00000022447	nxn
ENSXETG00000005180	fam3b
ENSXETG00000045783	
ENSXETG00000004903	npy1r
ENSXETG00000048552	
ENSXETG00000035317	
ENSXETG00000045230	
ENSXETG00000042763	chst7
ENSXETG00000018804	lrrc28
ENSXETG00000005087	polk
ENSXETG00000044899	
ENSXETG00000040282	
ENSXETG00000046377	
ENSXETG00000042936	
ENSXETG00000042108	
ENSXETG00000036919	c22orf39
ENSXETG00000020265	map3k7cl
ENSXETG00000022451	mrm3
ENSXETG00000018630	cybb
ENSXETG00000003291	polr2e
ENSXETG00000047255	
ENSXETG00000049200	
ENSXETG00000045244	
ENSXETG00000001029	runx3
ENSXETG00000027242	dock6
ENSXETG00000031572	kiss1
ENSXETG00000018590	ube3b
ENSXETG00000039533	
ENSXETG00000016824	arhgef28
ENSXETG00000042684	
ENSXETG00000033291	SPMIP1
ENSXETG00000000338	pkd2
ENSXETG00000005167	bace2
ENSXETG00000006223	acot9
ENSXETG00000043802	
ENSXETG00000027875	
ENSXETG00000045013	ndufv3
ENSXETG00000005357	nt5dc3
ENSXETG00000048546	
ENSXETG00000042400	
ENSXETG00000043314	
ENSXETG00000045206	
ENSXETG00000002261	
ENSXETG00000025255	hspb8
ENSXETG00000035148	naf1
ENSXETG00000034518	
ENSXETG00000048571	
ENSXETG00000038965	GPR82
ENSXETG00000046289	
ENSXETG00000042022	
ENSXETG00000019386	mitd1
ENSXETG00000005191	aldh7a1
ENSXETG00000030071	slc12a2
ENSXETG00000039402	
ENSXETG00000037859	
ENSXETG00000044015	
ENSXETG00000042365	
ENSXETG00000039916	
ENSXETG00000009921	gdap2
ENSXETG00000037690	nr2c2ap
ENSXETG00000007042	ren
ENSXETG00000018896	wbp4
ENSXETG00000032286	pknox1
ENSXETG00000003621	lyve1
ENSXETG00000044758	
ENSXETG00000037348	
ENSXETG00000047206	
ENSXETG00000030579	tlr8
ENSXETG00000002009	ampd2
ENSXETG00000034488	
ENSXETG00000042571	
ENSXETG00000010432	tmem135
ENSXETG00000045262	
ENSXETG00000031972	or8a1
ENSXETG00000032144	ankdd1b
ENSXETG00000021579	sbno2
ENSXETG00000046665	
ENSXETG00000048446	
ENSXETG00000046082	
ENSXETG00000039418	atg16l2
ENSXETG00000018707	capsl
ENSXETG00000040365	
ENSXETG00000045684	IRS2
ENSXETG00000012007	fstl5
ENSXETG00000010869	nxnl2
ENSXETG00000032792	gnrh2
ENSXETG00000048834	
ENSXETG00000026571	mrpl30
ENSXETG00000033005	ibsp
ENSXETG00000021074	slc30a9
ENSXETG00000002648	myo16
ENSXETG00000044446	
ENSXETG00000045339	
ENSXETG00000014993	kcp
ENSXETG00000042419	
ENSXETG00000049422	
ENSXETG00000020749	tmod2
ENSXETG00000021875	mllt1
ENSXETG00000017455	smc1b
ENSXETG00000040077	shisa2
ENSXETG00000005352	kdm4b
ENSXETG00000042114	
ENSXETG00000043912	ptrh2
ENSXETG00000046595	
ENSXETG00000013401	unc5d
ENSXETG00000021600	tmem259
ENSXETG00000043152	
ENSXETG00000048863	
ENSXETG00000045514	
ENSXETG00000046989	
ENSXETG00000020262	cct8
ENSXETG00000005751	rad23b
ENSXETG00000022458	glod4
ENSXETG00000018601	ufd1
ENSXETG00000042335	
ENSXETG00000046043	
ENSXETG00000025124	srrt
ENSXETG00000034322	abcc12
ENSXETG00000022938	isyna1
ENSXETG00000038144	
ENSXETG00000031354	
ENSXETG00000008976	mdh2
ENSXETG00000048195	
ENSXETG00000016752	tspan16
ENSXETG00000014841	habp4
ENSXETG00000038043	
ENSXETG00000042565	
ENSXETG00000021873	acer1
ENSXETG00000048346	ankrd31
ENSXETG00000010736	vmp1
ENSXETG00000038147	
ENSXETG00000021607	grin3b
ENSXETG00000027327	oxt
ENSXETG00000046139	
ENSXETG00000039508	
ENSXETG00000020754	btnl8
ENSXETG00000018788	mef2a
ENSXETG00000037042	
ENSXETG00000049264	
ENSXETG00000038149	
ENSXETG00000017139	sox13
ENSXETG00000009516	anp32c
ENSXETG00000034910	fzd4
ENSXETG00000046899	
ENSXETG00000044209	
ENSXETG00000042052	
ENSXETG00000021612	wdr18
ENSXETG00000009605	arrb1
ENSXETG00000043236	avp
ENSXETG00000022460	GEMIN4
ENSXETG00000013352	gpd1
ENSXETG00000039220	
ENSXETG00000036685	srrm1
ENSXETG00000042881	
ENSXETG00000023213	ell
ENSXETG00000039067	
ENSXETG00000039443	dmp1
ENSXETG00000044339	prss23
ENSXETG00000047309	
ENSXETG00000041542	
ENSXETG00000022923	sf3a3
ENSXETG00000010735	tubd1
ENSXETG00000046727	
ENSXETG00000013194	riok2
ENSXETG00000035906	
ENSXETG00000022464	tlcd3a
ENSXETG00000042683	
ENSXETG00000005739	klf4
ENSXETG00000002019	eps8l3
ENSXETG00000019012	elmod3
ENSXETG00000043069	ndufb4
ENSXETG00000049304	
ENSXETG00000040329	
ENSXETG00000038105	tnfsf13b
ENSXETG00000037194	znf414
ENSXETG00000005193	gramd2b
ENSXETG00000021613	arid3a
ENSXETG00000020755	scg3
ENSXETG00000034818	
ENSXETG00000037978	
ENSXETG00000023205	fkbp8
ENSXETG00000040191	
ENSXETG00000016747	rgl3
ENSXETG00000047524	
ENSXETG00000046857	fastkd5
ENSXETG00000036517	
ENSXETG00000049238	
ENSXETG00000005084	hmgcr
ENSXETG00000021073	bend4
ENSXETG00000025254	CCDC60
ENSXETG00000013344	cers5
ENSXETG00000022465	rffl
ENSXETG00000047428	
ENSXETG00000021618	kiss1r
ENSXETG00000049216	
ENSXETG00000023203	kxd1
ENSXETG00000048091	
ENSXETG00000013196	lix1
ENSXETG00000002571	sowahc
ENSXETG00000034105	
ENSXETG00000005356	stab2
ENSXETG00000012193	gcn1
ENSXETG00000048673	abhd13
ENSXETG00000010436	me3
ENSXETG00000044402	
ENSXETG00000009814	wdr45
ENSXETG00000033018	odam
ENSXETG00000004341	kcnip3
ENSXETG00000031341	
ENSXETG00000021327	ankrd13b
ENSXETG00000047975	
ENSXETG00000040043	
ENSXETG00000044212	
ENSXETG00000038828	
ENSXETG00000039754	csf1
ENSXETG00000035821	
ENSXETG00000023202	uba52
ENSXETG00000044103	
ENSXETG00000009509	myo1f
ENSXETG00000037169	
ENSXETG00000043011	
ENSXETG00000031064	t2r45
ENSXETG00000036900	
ENSXETG00000048317	
ENSXETG00000035685	
ENSXETG00000003349	poc5
ENSXETG00000022912	fhl3
ENSXETG00000010062	gpat3
ENSXETG00000045034	
ENSXETG00000002654	lig4
ENSXETG00000049377	taf11
ENSXETG00000014727	tmem215
ENSXETG00000007594	mrpl46
ENSXETG00000046780	
ENSXETG00000033779	dscam
ENSXETG00000033452	tas2r39
ENSXETG00000010731	rps6kb1
ENSXETG00000027192	
ENSXETG00000046830	
ENSXETG00000046628	
ENSXETG00000009916	hgd
ENSXETG00000020756	ap4e1
ENSXETG00000044171	
ENSXETG00000047153	
ENSXETG00000039575	
ENSXETG00000048430	
ENSXETG00000000335	cdkl2
ENSXETG00000023201	rex1bd
ENSXETG00000042272	
ENSXETG00000006221	arsd
ENSXETG00000010064	phkg1
ENSXETG00000039139	synm
ENSXETG00000036350	
ENSXETG00000013999	tle1
ENSXETG00000041616	
ENSXETG00000039322	clic4
ENSXETG00000047406	
ENSXETG00000041739	
ENSXETG00000035239	cdk4
ENSXETG00000030172	ksr2
ENSXETG00000027330	ubox5
ENSXETG00000019936	susd2
ENSXETG00000045032	nalf1
ENSXETG00000008018	abhd4
ENSXETG00000035393	uhrf1bp1
ENSXETG00000040890	
ENSXETG00000004339	fahd2a
ENSXETG00000035710	r3hdm4
ENSXETG00000047759	
ENSXETG00000021067	
ENSXETG00000009083	hes7.2
ENSXETG00000006201	stard10
ENSXETG00000025288	dusp26
ENSXETG00000042328	
ENSXETG00000032345	
ENSXETG00000014328	ncan
ENSXETG00000047215	
ENSXETG00000016745	cdk4
ENSXETG00000042954	
ENSXETG00000041591	dnai1
ENSXETG00000043741	
ENSXETG00000010681	nup58
ENSXETG00000042800	
ENSXETG00000036250	tnfaip8l3
ENSXETG00000047048	
ENSXETG00000045417	
ENSXETG00000049495	
ENSXETG00000001428	
ENSXETG00000017568	dmxl1
ENSXETG00000009079	hes7.1
ENSXETG00000045523	
ENSXETG00000010437	ccdc81
ENSXETG00000031918	adam28.2
ENSXETG00000024721	snrpc
ENSXETG00000011600	crmp1
ENSXETG00000010068	sumf2
ENSXETG00000046232	
ENSXETG00000018606	fam222a
ENSXETG00000014101	tet2
ENSXETG00000043580	
ENSXETG00000000334	g3bp2
ENSXETG00000038122	
ENSXETG00000017977	lzts3
ENSXETG00000038470	
ENSXETG00000045300	
ENSXETG00000046015	
ENSXETG00000030710	XB5838589 [provisional:adam9]
ENSXETG00000042673	rdh8
ENSXETG00000038655	lysmd4
ENSXETG00000014330	hapln4
ENSXETG00000008029	
ENSXETG00000017056	acr
ENSXETG00000022365	rfc5
ENSXETG00000038824	nwd1
ENSXETG00000020255	usp16
ENSXETG00000006929	stard4
ENSXETG00000046811	
ENSXETG00000047901	
ENSXETG00000043807	
ENSXETG00000034908	ilrun
ENSXETG00000048588	
ENSXETG00000017372	fbxo24
ENSXETG00000041151	psph
ENSXETG00000019013	dbnl
ENSXETG00000001294	crtc3
ENSXETG00000002023	ahcyl1
ENSXETG00000021641	med16
ENSXETG00000014331	tm6sf2
ENSXETG00000042477	
ENSXETG00000005476	cux1
ENSXETG00000045087	
ENSXETG00000036510	
ENSXETG00000016744	prkcsh
ENSXETG00000026210	rnft1
ENSXETG00000018609	trpv4
ENSXETG00000004898	znf347
ENSXETG00000041216	uaca
ENSXETG00000018602	cdc45
ENSXETG00000006926	camk4
ENSXETG00000008031	or4e2
ENSXETG00000046331	
ENSXETG00000048936	
ENSXETG00000048479	
ENSXETG00000001192	ncor2
ENSXETG00000020758	cyp19a1
ENSXETG00000036633	thap2
ENSXETG00000004362	pomc
ENSXETG00000006354	fam214a
ENSXETG00000039324	
ENSXETG00000034149	spdef
ENSXETG00000043805	
ENSXETG00000022369	wsb2
ENSXETG00000039024	
ENSXETG00000030278	adam28.1
ENSXETG00000038334	
ENSXETG00000021072	shisa3
ENSXETG00000048492	rabl3
ENSXETG00000046588	
ENSXETG00000026487	
ENSXETG00000010728	med13
ENSXETG00000016139	cip2a
ENSXETG00000038387	
ENSXETG00000047680	
ENSXETG00000042499	
ENSXETG00000048570	
ENSXETG00000048723	
ENSXETG00000047337	XB5868338 [provisional:sun3]
ENSXETG00000004916	pcgf3
ENSXETG00000011004	wdr36
ENSXETG00000021646	cfd
ENSXETG00000044364	
ENSXETG00000012375	pacsin1
ENSXETG00000031185	
ENSXETG00000042018	
ENSXETG00000010077	cct6a
ENSXETG00000018646	sh3rf3
ENSXETG00000022373	vsig10
ENSXETG00000004900	
ENSXETG00000043358	
ENSXETG00000000333	uso1
ENSXETG00000040286	slco2b1
ENSXETG00000012077	
ENSXETG00000009918	gtf2e1
ENSXETG00000041309	
ENSXETG00000049016	
ENSXETG00000049183	
ENSXETG00000004481	myl10
ENSXETG00000010128	nefm
ENSXETG00000037895	
ENSXETG00000009445	git1
