eggnog_name,gene_id
,ENSG00000283820
RPL23AP84,ENSG00000283660
,ENSG00000292263
DUX4L8,ENSG00000283363
DUX4,ENSG00000283949
,ENSG00000291475
RPSAP28,ENSG00000291476
ALMS1-IT1,ENSG00000291477
,ENSG00000291478
NAT8,ENSG00000291479
TPRKB,ENSG00000291480
,ENSG00000291481
,ENSG00000291482
DUSP11,ENSG00000291483
LINC01300,ENSG00000291463
,ENSG00000291464
C2orf78,ENSG00000291484
GPR20,ENSG00000291465
,ENSG00000291472
NAT8B,ENSG00000291485
ASTILCS,ENSG00000291466
ALMS1P1,ENSG00000291486
ALMS1P1,ENSG00000291487
PTP4A3,ENSG00000291470
,ENSG00000291467
,ENSG00000291468
HNRNPA1P38,ENSG00000291469
,ENSG00000291471
C8orf90,ENSG00000291474
MROH5,ENSG00000291473
DPPA2P2,ENSG00000281316
RPS6KA1,ENSG00000281877
MIR1976,ENSG00000280948
RN7SL679P,ENSG00000281092
Y_RNA,ENSG00000280876
RNU7-29P,ENSG00000281679
,ENSG00000280806
,ENSG00000280926
,ENSG00000281805
TNK1,ENSG00000283781
PLSCR3,ENSG00000284009
TMEM256-PLSCR3,ENSG00000284483
TMEM256,ENSG00000283771
NLGN2,ENSG00000283859
,ENSG00000283843
SPEM1,ENSG00000284598
SPEM2,ENSG00000283714
SPEM3,ENSG00000284090
,ENSG00000286184
TMEM102,ENSG00000284228
,ENSG00000283895
FGF11,ENSG00000283903
,ENSG00000284222
,ENSG00000284115
CHRNB1,ENSG00000283946
ZBTB4,ENSG00000283868
SLC35G6,ENSG00000284515
POLR2A,ENSG00000284832
CTBP2P1,ENSG00000281211
,ENSG00000284750
,ENSG00000285415
RPL21P63,ENSG00000285209
GCNT2P1,ENSG00000284885
,ENSG00000285893
C6orf52,ENSG00000285312
Y_RNA,ENSG00000284941
PAK1IP1,ENSG00000285226
TMEM14C,ENSG00000284936
GCNT2,ENSG00000285222
EI24P3,ENSG00000280781
,ENSG00000281707
ZKSCAN7,ENSG00000281894
ZKSCAN7-AS1,ENSG00000281456
ZNF660,ENSG00000280661
MPRIPP1,ENSG00000280795
ZNF197,ENSG00000281709
ZNF197-AS1,ENSG00000280907
ZNF35,ENSG00000281306
,ENSG00000281102
SOCS5P3,ENSG00000280872
ZNF502,ENSG00000281448
ZNF501,ENSG00000281661
KIAA1143,ENSG00000281665
KIF15,ENSG00000280610
MIR564,ENSG00000284275
TMEM42,ENSG00000280516
TGM4,ENSG00000281886
,ENSG00000280701
ZNF852,ENSG00000281626
,ENSG00000285500
,ENSG00000285429
TRIM51FP,ENSG00000285143
GRM5P1,ENSG00000285164
GRM5P1,ENSG00000293525
,ENSG00000286057
,ENSG00000286146
CYCSP41,ENSG00000278678
,ENSG00000279647
,ENSG00000280372
OR4K11P,ENSG00000179381
,ENSG00000278931
,ENSG00000286148
,ENSG00000280436
SOWAHCP2,ENSG00000279720
,ENSG00000283163
,ENSG00000279477
,ENSG00000279303
,ENSG00000274333
,ENSG00000280614
,ENSG00000280018
CTBP2P10,ENSG00000280330
C21orf91-OT1,ENSG00000240770
RBPMSLP,ENSG00000234159
SREK1IP1P1,ENSG00000229336
CDRT15P8,ENSG00000279062
MIR548XHG,ENSG00000224141
FDPSP6,ENSG00000233676
RPL39P40,ENSG00000226580
,ENSG00000235965
,ENSG00000227075
NEK4P1,ENSG00000225735
,ENSG00000232193
,ENSG00000288094
,ENSG00000226771
PPIAP22,ENSG00000198618
SLC6A6P1,ENSG00000226818
CTBP2P9,ENSG00000279177
,ENSG00000286033
,ENSG00000234340
CHODL-AS1,ENSG00000231755
D21S2088E,ENSG00000228592
TUBAP1,ENSG00000237569
,ENSG00000286155
,ENSG00000279064
TMPRSS15,ENSG00000154646
VN1R7P,ENSG00000275592
ZNF299P,ENSG00000219368
,ENSG00000288578
,ENSG00000277991
RNA5SP266,ENSG00000284058
IBTK,ENSG00000283068
,ENSG00000225906
SNX19P1,ENSG00000228184
,ENSG00000244278
,ENSG00000287801
,ENSG00000276077
RNU6-130P,ENSG00000282867
,ENSG00000282877
,ENSG00000287304
TPBG,ENSG00000283085
SLC25A15P4,ENSG00000273872
,ENSG00000279851
GPX1P2,ENSG00000215326
,ENSG00000223870
,ENSG00000279895
,ENSG00000279501
CXADR,ENSG00000154639
LINC00349,ENSG00000231238
PARP4,ENSG00000102699
ITGA9,ENSG00000291488
RPL21P135,ENSG00000291489
NDUFAF4P3,ENSG00000291491
RNU7-73P,ENSG00000291493
,ENSG00000291494
,ENSG00000291495
ITGA9-AS1,ENSG00000291496
KPNA7,ENSG00000284068
IGHV1OR21-1,ENSG00000277282
,ENSG00000287612
HSPD1P7,ENSG00000215005
,ENSG00000226043
LINC01687,ENSG00000233215
MSANTD2P1,ENSG00000231058
,ENSG00000279186
C1QBPP1,ENSG00000215353
,ENSG00000227716
,ENSG00000237444
RPL10P1,ENSG00000217026
LINC00317,ENSG00000238265
,ENSG00000229306
,ENSG00000278181
,ENSG00000226204
,ENSG00000229289
,ENSG00000286222
LINC00161,ENSG00000226935
LINC01697,ENSG00000232079
LINC01689,ENSG00000224832
,ENSG00000279156
,ENSG00000278106
,ENSG00000228708
,ENSG00000231136
USP12-DT,ENSG00000230641
,ENSG00000230233
MIPEP,ENSG00000027001
KRT18P2,ENSG00000234439
,ENSG00000226996
,ENSG00000286012
,ENSG00000231620
URB1,ENSG00000142207
CYCSP33,ENSG00000233545
,ENSG00000285840
LSP1P1,ENSG00000269099
,ENSG00000288103
ZNF962P,ENSG00000215604
,ENSG00000283579
LINC00297,ENSG00000224329
KATNAL1,ENSG00000102781
,ENSG00000286032
KRTAP25-1,ENSG00000232263
SNX18P10,ENSG00000279213
,ENSG00000286091
RPSAP68,ENSG00000279990
JAM2,ENSG00000154721
LINC02783,ENSG00000281226
,ENSG00000283081
PADI1,ENSG00000281459
PADI3,ENSG00000280549
,ENSG00000238185
LINC00365,ENSG00000224511
MIR3972,ENSG00000281810
PADI4,ENSG00000280908
,ENSG00000278496
RPL17P51,ENSG00000271429
HSPD1P9,ENSG00000228036
GGT4P,ENSG00000280208
PADI6,ENSG00000280949
RCC2-AS1,ENSG00000281391
RPL30P4,ENSG00000291497
CNOT10-AS1,ENSG00000291498
RCC2,ENSG00000281540
C1QTNF9-AS1,ENSG00000240868
SUGT1P2,ENSG00000291499
RPL23AP43,ENSG00000291500
TRIM71,ENSG00000291501
UBE2L5,ENSG00000236444
CNOT10,ENSG00000291502
USPL1,ENSG00000132952
,ENSG00000286902
,ENSG00000234730
EEF1A1P1,ENSG00000223822
LINC01683,ENSG00000233480
LINC00384,ENSG00000232117
,ENSG00000230972
MTCO3P2,ENSG00000232102
,ENSG00000236332
HMGB1,ENSG00000189403
,ENSG00000260583
,ENSG00000224018
,ENSG00000273115
,ENSG00000231986
RPL8P2,ENSG00000225267
,ENSG00000231236
LINC02573,ENSG00000233236
,ENSG00000280082
LINC01692,ENSG00000226983
,ENSG00000232855
CLDN17,ENSG00000156282
CYYR1,ENSG00000166265
BTF3L4P1,ENSG00000232260
,ENSG00000223563
MRPS6,ENSG00000243927
,ENSG00000288542
LINC00572,ENSG00000224405
,ENSG00000274351
,ENSG00000273167
,ENSG00000232512
,ENSG00000222042
LINC00330,ENSG00000235097
RPL37P3,ENSG00000215369
THUMPD1P1,ENSG00000215317
,ENSG00000259981
RPS20P32,ENSG00000218198
LINC00189,ENSG00000215533
FABP3P2,ENSG00000233259
LINC02340,ENSG00000275294
PPIAP1,ENSG00000215351
,ENSG00000279381
MTUS2-AS1,ENSG00000179141
LLPHP2,ENSG00000235514
LINC01673,ENSG00000234052
KPNA3,ENSG00000102753
KRTAP24-1,ENSG00000188694
,ENSG00000281181
SLC5A3,ENSG00000198743
NCSTNP1,ENSG00000219592
MTCO1P1,ENSG00000280243
CHAF1B,ENSG00000159259
ST13P5,ENSG00000288248
SAA1,ENSG00000288411
RNA5SP334,ENSG00000288479
HPS5,ENSG00000288445
GTF2H1,ENSG00000288114
MIR3159,ENSG00000288358
,ENSG00000288264
LDHA,ENSG00000288299
ELP5,ENSG00000288485
CLDN7,ENSG00000288292
,ENSG00000288379
Y_RNA,ENSG00000288215
SLC2A4,ENSG00000288174
,ENSG00000288371
YBX2,ENSG00000288504
LINC01695,ENSG00000236532
EIF5A,ENSG00000288145
,ENSG00000279167
LINC01425,ENSG00000233997
,ENSG00000278996
,ENSG00000276958
,ENSG00000278477
LINC01066,ENSG00000230403
RPS3AP1,ENSG00000233206
GPS2,ENSG00000288325
CRYL1,ENSG00000165475
SCAF4,ENSG00000156304
,ENSG00000288456
NEURL4,ENSG00000288301
,ENSG00000288279
ACAP1,ENSG00000288169
KCTD11,ENSG00000288399
,ENSG00000288409
TMEM95,ENSG00000288511
H2AZP4,ENSG00000288378
,ENSG00000288343
MIR548K,ENSG00000288233
,ENSG00000288267
,ENSG00000288163
,ENSG00000288420
CTTN-DT,ENSG00000288166
CTTN,ENSG00000288401
PPFIA1,ENSG00000288198
SLC16A1,ENSG00000281917
AKR7A2P1,ENSG00000280751
,ENSG00000284271
LINC00398,ENSG00000237879
LINC00562,ENSG00000260388
,ENSG00000277020
RPS21P8,ENSG00000223782
RBM22P2,ENSG00000213411
LINC00332,ENSG00000230710
,ENSG00000275202
CAB39L,ENSG00000102547
,ENSG00000291503
,ENSG00000291504
CCDC40,ENSG00000291505
MIR1268B,ENSG00000291506
GAA,ENSG00000291507
EIF4A3,ENSG00000291508
KBTBD4,ENSG00000284900
RNU5E-10P,ENSG00000285092
,ENSG00000285139
,ENSG00000291509
,ENSG00000291510
FAM180B,ENSG00000284938
,ENSG00000291511
C1QTNF4,ENSG00000284838
,ENSG00000291512
AGBL2,ENSG00000285501
FNBP4,ENSG00000285182
Y_RNA,ENSG00000285489
,ENSG00000285503
RNA5SP340,ENSG00000285046
Y_RNA,ENSG00000285031
YPEL5P2,ENSG00000284852
MTCH2,ENSG00000285121
RNU6-280P,ENSG00000252303
Y_RNA,ENSG00000281771
NDUFB11P1,ENSG00000283114
PGAM1P9,ENSG00000283062
,ENSG00000286779
RGS17P1,ENSG00000229473
CHCHD2P11,ENSG00000270809
LINC02334,ENSG00000274317
TIMM9P3,ENSG00000232786
IGSF3P1,ENSG00000279124
LINC01822,ENSG00000291515
LINC00457,ENSG00000225179
RAD17P2,ENSG00000223724
PRDX2P1,ENSG00000215049
LINC00385,ENSG00000232643
DNAJC15,ENSG00000120675
LINC00412,ENSG00000234772
GPR12,ENSG00000132975
CYCSP42,ENSG00000224524
EIF4A1P1,ENSG00000233300
,ENSG00000243008
LINC00307,ENSG00000227342
,ENSG00000229025
MTUS2-AS2,ENSG00000236758
NCAM2,ENSG00000154654
LINC02343,ENSG00000271850
,ENSG00000279025
ZNF646P1,ENSG00000274316
,ENSG00000287460
RPP40P2,ENSG00000271190
GAMTP2,ENSG00000231910
PIMREGP3,ENSG00000288332
Y_RNA,ENSG00000288443
RPL22P14,ENSG00000288421
,ENSG00000288402
WASF3,ENSG00000132970
GJA10,ENSG00000288435
Y_RNA,ENSG00000288500
CASP8AP2,ENSG00000288475
,ENSG00000226956
,ENSG00000237527
RNGTTP1,ENSG00000237731
,ENSG00000281383
OR4K12P,ENSG00000218549
RPL37P4,ENSG00000230198
APP-DT,ENSG00000273492
,ENSG00000279690
,ENSG00000235564
,ENSG00000229962
RPSAP64,ENSG00000227721
ATP5MFP1,ENSG00000224421
LINC00366,ENSG00000229437
TPT1P1,ENSG00000234107
RPS5P2,ENSG00000224598
LINC01423,ENSG00000231231
,ENSG00000232986
LINC01549,ENSG00000232560
,ENSG00000277047
,ENSG00000227330
,ENSG00000279211
CLDN8,ENSG00000156284
,ENSG00000287109
,ENSG00000227090
C21orf140,ENSG00000222018
,ENSG00000224247
LINC02943,ENSG00000237609
,ENSG00000279534
,ENSG00000272958
,ENSG00000272657
,ENSG00000279648
LINC00113,ENSG00000225298
PSMD4P1,ENSG00000223741
HUNK-AS1,ENSG00000237138
,ENSG00000214955
,ENSG00000279967
,ENSG00000286103
,ENSG00000237735
HUNK,ENSG00000142149
EIF3FP1,ENSG00000275945
C21orf91,ENSG00000154642
NXNL2,ENSG00000291520
,ENSG00000291519
POSTN,ENSG00000133110
,ENSG00000291517
MIR4289,ENSG00000291518
,ENSG00000292255
,ENSG00000292257
LNCTSI,ENSG00000230479
LINC00308,ENSG00000184856
SNX18P12,ENSG00000279718
MORC3,ENSG00000159256
,ENSG00000284833
WDR82P1,ENSG00000285086
PAXBP1,ENSG00000159086
,ENSG00000281256
KAT6B,ENSG00000281813
,ENSG00000281770
,ENSG00000281086
DUSP29,ENSG00000281660
,ENSG00000285951
NIPA2P3,ENSG00000271486
C21orf62,ENSG00000205929
,ENSG00000280441
,ENSG00000279784
,ENSG00000234083
RPL23AP12,ENSG00000228861
,ENSG00000286149
LINC00159,ENSG00000230323
,ENSG00000230379
,ENSG00000291521
ITSN1,ENSG00000205726
GNG5P5,ENSG00000234590
FNDC3A,ENSG00000102531
COLEC12,ENSG00000158270
TWSG1-DT,ENSG00000264964
LINC01892,ENSG00000265514
ARHGAP28-AS1,ENSG00000266441
,ENSG00000287065
,ENSG00000265316
LINC01928,ENSG00000267425
,ENSG00000265188
SLC25A3P3,ENSG00000263505
,ENSG00000265257
,ENSG00000266767
,ENSG00000279885
LINC00526,ENSG00000264575
PPIAP14,ENSG00000264775
,ENSG00000261627
,ENSG00000266065
IMPA2,ENSG00000141401
ISLR,ENSG00000288508
STRA6,ENSG00000288257
,ENSG00000286709
FHP1,ENSG00000234213
,ENSG00000274549
,ENSG00000279499
FREM2-AS1,ENSG00000225350
LHFPL6,ENSG00000183722
WDR95P,ENSG00000231894
POLR3KP1,ENSG00000232647
,ENSG00000279325
,ENSG00000274090
CCDC33,ENSG00000288407
SLC25A5P4,ENSG00000234421
LINC00378,ENSG00000225249
,ENSG00000277040
,ENSG00000288132
,ENSG00000288365
SPATA13-AS1,ENSG00000227213
,ENSG00000288125
USP12-AS1,ENSG00000232162
,ENSG00000271901
CYP11A1,ENSG00000288362
,ENSG00000266153
PRDX3P3,ENSG00000234701
PRR20FP,ENSG00000271140
,ENSG00000272461
RPSAP53,ENSG00000214263
,ENSG00000285935
COP1P1,ENSG00000266613
DNAJA1P1,ENSG00000223717
LINC01065,ENSG00000237092
,ENSG00000264876
,ENSG00000288150
,ENSG00000288179
LINC02255,ENSG00000288178
SEMA7A,ENSG00000288455
,ENSG00000264880
LTN1,ENSG00000291534
DIAPH3-AS1,ENSG00000227528
RAB31,ENSG00000168461
MIR6881,ENSG00000288497
,ENSG00000288212
ELL2P3,ENSG00000234765
BCRP9,ENSG00000271287
UBL7,ENSG00000288408
AKAP11,ENSG00000023516
RPL23P2,ENSG00000291528
RWDD2B,ENSG00000291523
UBL7-DT,ENSG00000288390
,ENSG00000291531
USP16,ENSG00000291527
MZT1,ENSG00000204899
,ENSG00000288276
,ENSG00000288341
PPIAP46,ENSG00000288314
,ENSG00000293364
,ENSG00000288227
,ENSG00000293365
,ENSG00000287376
CCT8,ENSG00000291533
,ENSG00000276841
LINC00374,ENSG00000232954
PROSER1,ENSG00000120685
,ENSG00000291526
,ENSG00000291522
MAP3K7CL,ENSG00000291525
UBE2CP2,ENSG00000265939
RPL12P9,ENSG00000291532
Y_RNA,ENSG00000291537
U3,ENSG00000291536
,ENSG00000291524
GAPDHP14,ENSG00000291529
LINC00470,ENSG00000132204
RPL37P21,ENSG00000236433
,ENSG00000286537
COX7CP1,ENSG00000235957
ERICH6B,ENSG00000165837
LINC00547,ENSG00000275226
RPL13AP25,ENSG00000136149
,ENSG00000287722
,ENSG00000266102
,ENSG00000264000
MARK2P12,ENSG00000229708
,ENSG00000280431
,ENSG00000279439
ZNF415P1,ENSG00000266127
,ENSG00000265477
PIBF1,ENSG00000083535
,ENSG00000264924
,ENSG00000266105
COX6CP3,ENSG00000266251
,ENSG00000265413
,ENSG00000286465
,ENSG00000273284
,ENSG00000266955
,ENSG00000273119
,ENSG00000267039
LINC01254,ENSG00000260913
,ENSG00000266450
YES1,ENSG00000176105
CTIF,ENSG00000282825
,ENSG00000283080
MIR4743,ENSG00000282900
,ENSG00000282959
,ENSG00000283002
,ENSG00000282923
,ENSG00000285575
RPS4XP18,ENSG00000239490
,ENSG00000266850
,ENSG00000267651
,ENSG00000291543
PPIAP57,ENSG00000266809
APOB,ENSG00000291544
FABP5P1,ENSG00000236972
,ENSG00000264587
,ENSG00000287723
BORA,ENSG00000136122
PPP4R1-AS1,ENSG00000263627
BOD1P2,ENSG00000215368
,ENSG00000264434
,ENSG00000291545
,ENSG00000291546
,ENSG00000266805
TDRD15,ENSG00000291547
,ENSG00000266602
,ENSG00000266237
,ENSG00000286627
KLHL14,ENSG00000197705
,ENSG00000278052
LINC01478,ENSG00000267337
LINC00393,ENSG00000224853
KLHL1,ENSG00000150361
,ENSG00000266988
LINC01543,ENSG00000263862
,ENSG00000264596
,ENSG00000277534
BNIP3P3,ENSG00000265631
,ENSG00000287834
,ENSG00000265750
,ENSG00000266891
,ENSG00000273348
GTF3A,ENSG00000122034
PGDP1,ENSG00000265273
,ENSG00000264365
AQP4-AS1,ENSG00000260372
,ENSG00000287803
,ENSG00000280792
,ENSG00000281384
NDUFV2,ENSG00000178127
Metazoa_SRP,ENSG00000281029
Y_RNA,ENSG00000283318
CENATAC-DT,ENSG00000281705
MFAP1P1,ENSG00000232489
LINC00437,ENSG00000236354
CENATAC,ENSG00000280975
LINC01442,ENSG00000227510
NAP1L4P3,ENSG00000234145
,ENSG00000279511
HNF4GP1,ENSG00000228611
RPL12P34,ENSG00000229824
RPL23AP64,ENSG00000281913
PCDH9-AS4,ENSG00000233840
,ENSG00000280582
,ENSG00000281697
,ENSG00000285588
RPS25,ENSG00000280831
HMGN2P39,ENSG00000214281
LINC00364,ENSG00000230040
PLA2G12AP2,ENSG00000225221
ZDHHC20P4,ENSG00000232380
LINC00550,ENSG00000281778
TRAPPC4,ENSG00000280495
PCDH9-AS2,ENSG00000228842
ELF1,ENSG00000120690
,ENSG00000284577
HYOU1-AS1,ENSG00000281860
HYOU1,ENSG00000280682
,ENSG00000281163
VPS11-DT,ENSG00000280967
VPS11,ENSG00000280616
SLC37A4,ENSG00000281500
MPPE1,ENSG00000154889
SCEL,ENSG00000136155
SLC25A26,ENSG00000282739
RNU6-787P,ENSG00000282510
RN7SL482P,ENSG00000282585
SEL1L2,ENSG00000291539
COX4I1P2,ENSG00000228869
,ENSG00000273919
,ENSG00000278722
FGFR1OP2P1,ENSG00000230256
NPM1P22,ENSG00000227969
NIPA2P5,ENSG00000236277
PWWP2AP1,ENSG00000226683
RNU6-278P,ENSG00000291540
RPS3P1,ENSG00000291542
RPL31P53,ENSG00000225352
RPL18AP17,ENSG00000227952
,ENSG00000279924
,ENSG00000288015
SPATA2P1,ENSG00000228319
HSPD1P8,ENSG00000215357
,ENSG00000287876
RPL21P111,ENSG00000237109
MTCL1P1,ENSG00000226554
FREM2,ENSG00000150893
LINC00331,ENSG00000225427
CTAGE11P,ENSG00000214249
PRR20B,ENSG00000204918
HNRNPA1P18,ENSG00000229910
TBC1D4,ENSG00000136111
LINC02958,ENSG00000265752
CELF4,ENSG00000101489
VDAC1P12,ENSG00000227254
,ENSG00000276208
RPL21P108,ENSG00000232701
RPS3AP52,ENSG00000230405
CTAGE16P,ENSG00000214335
UBBP5,ENSG00000228074
LINC00333,ENSG00000233349
PRR20D,ENSG00000227151
,ENSG00000287880
,ENSG00000270400
SPRY2,ENSG00000136158
PRR20E,ENSG00000234278
PTPN2P2,ENSG00000224117
UFM1,ENSG00000120686
INPP5D,ENSG00000281614
RN7SL32P,ENSG00000280669
ATG16L1,ENSG00000281089
SCARNA5,ENSG00000280652
OR7E33P,ENSG00000226537
SCARNA6,ENSG00000281388
MTND4P1,ENSG00000228597
MTCO2P3,ENSG00000230009
SAG,ENSG00000281857
,ENSG00000279754
OR7E111P,ENSG00000231667
,ENSG00000285742
KLF5,ENSG00000102554
,ENSG00000280928
Y_RNA,ENSG00000281623
RBM26-AS1,ENSG00000227354
,ENSG00000271776
RPL31P54,ENSG00000229865
CBY2,ENSG00000174015
UBE2D3P4,ENSG00000224188
WASF3-AS1,ENSG00000237001
,ENSG00000281167
LINC00377,ENSG00000229246
BCAS2P3,ENSG00000226670
RABEPKP1,ENSG00000225801
PCDH9-AS3,ENSG00000225263
UBAC2,ENSG00000134882
RFC3,ENSG00000133119
,ENSG00000284345
CDYLP1,ENSG00000284109
PLCL2,ENSG00000284017
MIR3714,ENSG00000283960
PLCL2-AS1,ENSG00000284477
,ENSG00000280380
,ENSG00000266283
,ENSG00000287563
AKAIN1,ENSG00000231824
SLC14A2,ENSG00000132874
ANKRD26P2,ENSG00000235550
POU4F1,ENSG00000152192
,ENSG00000287247
PSMD10P3,ENSG00000232041
SPATA13,ENSG00000182957
,ENSG00000263551
,ENSG00000279543
RALBP1,ENSG00000017797
,ENSG00000288454
EP400P1,ENSG00000288400
,ENSG00000288447
DDX51,ENSG00000288503
NOC4L,ENSG00000288146
,ENSG00000288256
LINC02361,ENSG00000288291
,ENSG00000288151
,ENSG00000288298
GALNT9-AS1,ENSG00000288209
,ENSG00000288510
,ENSG00000288327
,ENSG00000288384
,ENSG00000288458
,ENSG00000288376
,ENSG00000288450
,ENSG00000288514
,ENSG00000288333
,ENSG00000288120
GALNT9,ENSG00000288490
,ENSG00000263970
,ENSG00000265091
,ENSG00000287604
SS18,ENSG00000141380
CLDN14,ENSG00000159261
,ENSG00000286267
,ENSG00000229925
,ENSG00000286178
,ENSG00000277693
,ENSG00000286252
ATP5PO,ENSG00000241837
LINC00411,ENSG00000281865
,ENSG00000287477
,ENSG00000266505
OGFOD1P1,ENSG00000231665
,ENSG00000235625
NHLRC3,ENSG00000188811
,ENSG00000232692
RAD23BP3,ENSG00000226298
,ENSG00000232886
LINC01700,ENSG00000232837
FDX1P2,ENSG00000227054
CHODL,ENSG00000154645
LINC02338,ENSG00000277448
OLFM4,ENSG00000102837
ARF4P3,ENSG00000214051
LIN28AP2,ENSG00000228473
CCT5P2,ENSG00000230584
PSPC1P2,ENSG00000244615
PRR20A,ENSG00000204919
LINC01078,ENSG00000223880
IPO5,ENSG00000065150
,ENSG00000279669
,ENSG00000288555
,ENSG00000285194
TCERG1P2,ENSG00000285145
,ENSG00000285099
LINC00310,ENSG00000227456
XYLT1,ENSG00000285395
,ENSG00000284910
,ENSG00000284843
,ENSG00000285003
,ENSG00000285009
,ENSG00000286814
,ENSG00000285170
,ENSG00000285903
,ENSG00000226012
,ENSG00000228235
CDRT15P9,ENSG00000279414
LINC00314,ENSG00000178457
,ENSG00000273840
LINC02985,ENSG00000280651
S100B,ENSG00000160307
MLXIP,ENSG00000281178
LINC01666,ENSG00000279579
BACH1,ENSG00000156273
,ENSG00000225555
CYYR1-AS1,ENSG00000197934
,ENSG00000276556
,ENSG00000279208
SPATA20P1,ENSG00000231123
,ENSG00000224413
,ENSG00000244676
,ENSG00000226115
,ENSG00000278884
,ENSG00000229986
,ENSG00000287082
CLDN14-AS1,ENSG00000233818
,ENSG00000286054
PSMA6P3,ENSG00000233767
,ENSG00000277067
SAMSN1-AS1,ENSG00000223662
LINC00114,ENSG00000223806
,ENSG00000277907
,ENSG00000269365
,ENSG00000265069
ETS2,ENSG00000157557
,ENSG00000266965
TPMTP1,ENSG00000267156
RPS8P3,ENSG00000215457
,ENSG00000264151
,ENSG00000278983
PCP4,ENSG00000291560
TTC39C-AS1,ENSG00000264745
NPM1P1,ENSG00000267652
,ENSG00000279479
DSCAM,ENSG00000291561
,ENSG00000264080
,ENSG00000266149
,ENSG00000267627
MIR4760,ENSG00000291562
DSCAM-AS1,ENSG00000291563
ANKRD12,ENSG00000101745
,ENSG00000291564
DSCAM-IT1,ENSG00000291565
,ENSG00000291548
,ENSG00000291566
,ENSG00000291550
YRDCP3,ENSG00000291567
,ENSG00000291551
,ENSG00000291552
,ENSG00000291553
RPL23AP87,ENSG00000291549
RPL23AP87,ENSG00000293356
,ENSG00000265994
,ENSG00000264012
,ENSG00000276486
,ENSG00000286890
ARK2N,ENSG00000152242
,ENSG00000285550
,ENSG00000266573
SNRPFP3,ENSG00000225501
,ENSG00000286330
,ENSG00000288266
,ENSG00000267564
DSTNP1,ENSG00000230982
RPL23AP4,ENSG00000212932
ZBTB7C-AS1,ENSG00000286583
,ENSG00000275805
,ENSG00000279332
KCNJ15,ENSG00000157551
SKA1,ENSG00000154839
DIAPH3,ENSG00000139734
,ENSG00000291569
MCPH1-DT,ENSG00000291570
RTP1,ENSG00000291554
RTP4,ENSG00000291555
,ENSG00000274849
,ENSG00000291556
,ENSG00000264911
LINC02041,ENSG00000291557
,ENSG00000291558
,ENSG00000267713
MASP1,ENSG00000291559
,ENSG00000285595
,ENSG00000263396
,ENSG00000267311
MTCO2P2,ENSG00000267541
SINHCAFP1,ENSG00000263829
RPS24P18,ENSG00000243925
,ENSG00000273321
,ENSG00000267284
MAP1LC3P,ENSG00000267647
,ENSG00000265943
,ENSG00000279365
,ENSG00000266818
,ENSG00000273104
CIAPIN1P,ENSG00000263846
,ENSG00000276738
,ENSG00000264825
MAPK6P2,ENSG00000223488
,ENSG00000286293
ZNF355P,ENSG00000168122
,ENSG00000286605
RPRD1A,ENSG00000141425
CRYZL1,ENSG00000205758
RIT2,ENSG00000152214
CTAGE1,ENSG00000212710
,ENSG00000263924
,ENSG00000287673
,ENSG00000265204
POLR3GP2,ENSG00000266984
,ENSG00000267187
,ENSG00000273141
HRH4,ENSG00000134489
RBBP8,ENSG00000101773
BNIP3P43,ENSG00000237202
N6AMT1,ENSG00000156239
,ENSG00000291604
,ENSG00000291605
ADAMTSL3,ENSG00000291606
HBP1,ENSG00000283847
TUBAP4,ENSG00000291607
SH3GL3,ENSG00000291608
RNU6-401P,ENSG00000291609
RNU6-1339P,ENSG00000291610
,ENSG00000291611
CSPG4P11,ENSG00000291612
RN7SL331P,ENSG00000291613
UBE2Q2P8,ENSG00000291614
,ENSG00000280108
,ENSG00000291615
RN7SL417P,ENSG00000291616
,ENSG00000291617
,ENSG00000280800
CSPG4P5,ENSG00000291618
FGF7P2,ENSG00000185390
,ENSG00000284406
UBE2Q2P11,ENSG00000291619
,ENSG00000234034
UBE2Q2P12,ENSG00000291620
,ENSG00000291621
ANKRD30BP1,ENSG00000175302
COG5,ENSG00000284369
,ENSG00000291622
,ENSG00000291623
VN1R8P,ENSG00000219280
,ENSG00000291624
GTF2IP2,ENSG00000226930
,ENSG00000249209
ZSCAN2,ENSG00000291625
LINC01674,ENSG00000228159
,ENSG00000279783
,ENSG00000279615
,ENSG00000284045
GPR22,ENSG00000283812
,ENSG00000279321
,ENSG00000287470
DUS4L,ENSG00000284103
ADAMTS5,ENSG00000154736
,ENSG00000291626
,ENSG00000291627
EGLN1P1,ENSG00000291628
WDR73,ENSG00000291629
,ENSG00000284582
BCAP29,ENSG00000283852
,ENSG00000284201
SNRPGP13,ENSG00000231480
LINC01670,ENSG00000279094
Y_RNA,ENSG00000277777
5_8S_rRNA,ENSG00000277739
MIR3648-2,ENSG00000264462
,ENSG00000277671
Metazoa_SRP,ENSG00000291630
MIR6724-2,ENSG00000274060
Y_RNA,ENSG00000274484
NMB,ENSG00000291631
MIR6724-3,ENSG00000277379
,ENSG00000274868
RNA5-8SN3,ENSG00000275215
UBE2Q2P16,ENSG00000291633
,ENSG00000291634
MIR6724-4,ENSG00000275692
,ENSG00000278775
RNA5-8SN1,ENSG00000278189
Y_RNA,ENSG00000276546
MIR6724-1,ENSG00000275950
U1,ENSG00000275631
GOLGA2P7,ENSG00000291635
,ENSG00000275664
DNM1P51,ENSG00000291636
MIR3648-1,ENSG00000275708
,ENSG00000277437
